,CA5A,CA5B,CA6,CA12,CA7,GLUD2,CA2,CPS1,CA3,CA4,GLS2,GLUL,CA8,CA14,GLUD1,CA9,CA1,GLS,AMT,HAL,ASNS,CA13,CTH
SIDM00489,-0.7404032901680864,-0.8047558683487902,-0.8349220689990345,-0.7452742846686544,-0.8176880205259752,-0.7141539120853951,2.615182350201126,-0.9111713387483888,-0.8273615647397448,-0.8051183622336892,-0.7050760430554891,-0.20620798128228784,-0.9430532091260638,-0.6493467544565464,2.0798838333744802,-0.7710826392200177,-0.8414510736918043,0.5154292613565072,-0.4210319926385772,-0.679154241053806,1.9785577667834162,-0.5942163571194734,0.12965910595339558
SIDM00953,-0.6711300103967018,-0.7380150292309015,-0.8279704233500621,-0.6847213915772278,-0.7296206067013326,-0.8013997613842658,-0.6546363438985661,-0.6728494437239756,-0.8252460478204457,-0.7068495802786747,-0.6992477725133986,-0.25489812641446496,-0.9466709758479013,-0.8664386518225821,1.7928868446338009,1.6589535537304627,-0.8874276142741562,-0.06665486877550952,-0.7026029616527869,-0.8034278317874031,2.808974915888516,-0.8643543522911606,0.3158149516685601
SIDM01245,-0.41681136662239054,-0.7287272803439054,-0.811527018082772,-0.7152010408143722,-0.7201097860122357,-0.6889268992813339,-0.8158478082912759,-0.8720773763694782,-0.7972126034609186,-0.8007737366212484,-0.8312196637590301,0.2220189731702005,0.7194972349464094,-0.8069741193909598,2.0797718304028256,-0.931333514288646,-0.7681022121829175,0.5157326484919013,-0.4489073962613376,-0.8306455150441907,2.1219052639495537,-0.7568853434519709,-0.12654941293959573
SIDM00929,-0.6306095954153357,-0.7687921057801761,-0.8058567996866841,-0.6419478794713048,-0.8159179150609451,-0.7189501948914517,-0.7559951116610828,-0.3201272004892474,-0.8435037585426725,-0.9010141041204474,-0.8373243754913465,-0.44856933966754214,-0.9502046811027713,-0.9027391269551237,2.06454675377461,0.260771323768962,-0.8875074866758056,1.0943482450902349,-0.6485693496533737,-0.8421891451074834,2.623322815568547,-0.6062522947990258,0.5774033321233264
SIDM00732,-0.5213211445837465,-0.7972054537208657,-0.8743597268567688,1.0922145510766748,-0.7979488926389001,-0.7875506390041175,-0.7427840926894892,-0.4757278066181025,-0.8113512254140416,-0.9008097515729435,-0.7943085591116744,-0.1468038802536912,-0.9411286458843316,-0.8687495688835961,2.084691423882587,1.5930193185618193,-0.8145958576706482,1.0684114324681036,-0.39641306516919605,-0.8731943343161706,3.0958487572248155,-0.8251576515066372,1.5324345390554006
SIDM01047,-0.6144975575107433,-0.7760079369367444,-0.7641352179102291,-0.689183211709308,-0.711912339440663,-0.6789158289901033,3.3668455369204144,-0.6388895739015844,-0.6993020262769352,-0.7200766156262456,-0.7573492870331486,0.09693274482281877,1.794141346982208,-0.8711369885144773,2.2754092800340096,-0.7642824194203737,-0.7540693119280039,0.7525914998696736,-0.4518056894974411,-0.7725874301017921,2.903934797531674,-0.4739321821459449,0.9765547868192584
SIDM01229,-0.5918246646803994,-0.7858877276721318,-0.8763897193006869,-0.6177687967144202,-0.7993944872183375,-0.8117809686295493,-0.7517802716995706,-0.9014051598131517,-0.8675423749245283,-0.724237607315585,-0.6423387111527014,-0.2274602058020446,-0.92124385127485,-0.8529091207558798,2.0358238259717734,-0.7566208970936855,-0.8235955469861079,0.5925901413839685,-0.564767940886985,-0.8106705176483852,2.3956512151564975,-0.7898813408274197,0.15144389525447785
SIDM00540,-0.6980953890787311,-0.6160498021192323,-0.8371649237710556,-0.743569770525887,-0.8042162897053249,-0.7514432427081098,2.1469112454839574,-0.8994310685271729,-0.8049238089693561,-0.8379628228216534,-0.8471836861353776,0.08822539509225653,-0.9170389595746213,-0.7478009789122481,1.9835281471316328,-0.8420695454247128,-0.8312801379551856,0.7937169375635609,-0.5606908352278923,-0.8136051817652491,2.1013270804375543,-0.8402275927419907,-0.35771342612673973
SIDM00264,-0.7110240540078593,-0.768752579139912,-0.8432351948867868,-0.63056318406742,-0.871372988071646,-0.774965362975226,-0.8528005060948485,0.35505754886870516,-0.8945743337977158,-0.8173305072253327,-0.8025569724439051,-0.28393284866725993,-0.8797973102669081,-0.8656546923290183,1.5486330024459725,-0.8300374838461406,-0.8737105588412091,1.2463512326321513,-0.5037590396620977,-0.8057683975292894,3.3122087554626196,-0.4612085651191071,0.7698166001596143
SIDM00842,-0.6920812222652958,-0.6994718096583753,-0.7788340209393241,0.03942935443003917,-0.7889480695011343,-0.6807244848024026,0.3752870142918545,-0.12431639462694248,-0.8608160182872876,-0.701186931971143,-0.6958635758156697,-0.3434889959463321,-0.8953292491335464,-0.8969933404933552,1.9931709204562724,-0.8411111213275421,-0.904874732427415,0.6139402954399735,-0.5989408315798609,-0.7851146451241869,2.876766713283487,-0.8581923573277337,1.4321518619696458
SIDM00923,-0.604811541937116,-0.8018305942312636,-0.7845915489296861,-0.748282525993974,-0.8029176354327274,-0.6920209539631662,0.7238708097436805,-0.8856795645846568,-0.8159242695241556,-0.7036756201241688,-0.6706059030285945,-0.48587000500724853,-0.9195216386106546,-0.856765667268548,1.9867003440468054,1.5121531609927126,-0.8630088897883854,0.2018636511085952,-0.6606336645845828,-0.7901057492093561,1.6600778145298771,-0.5977297509441917,0.31645360639280257
SIDM00120,-0.6900447561611817,-0.8356878605489537,-0.829009800172967,-0.5531266053845353,-0.8643836580495989,-0.664141490994043,0.8360795937770352,-0.8312655738516744,-0.86362438180118,-0.822060750173273,-0.7701863818574773,-0.41686362567721075,-0.9639085823385779,-0.8156177977127469,1.9272106235147863,-0.8677882370382144,-0.857750139500799,1.6029989576600714,-0.6844732736531479,-0.7990696715414963,2.112535601075645,-0.5279165562817095,-0.19351781041334595
SIDM00900,-0.33321698062289123,-0.8162514414996465,-0.847742385310243,-0.7808207932986895,-0.9018533288479333,-0.7909187472019781,-0.30016171346489967,-0.9059218948371016,-0.8186114830590033,-0.78971709060261,-0.8841044664727552,-0.4862140224053887,0.5544280889705325,-0.8685601047261648,1.8917657424679446,-0.8666348384331798,-0.8764777177911746,0.6926404449210704,-0.6280027921963052,-0.7961422163386733,3.3941074080683884,-0.607195746826266,1.8840190235030176
SIDM00962,-0.6037565810523841,-0.7737818171367187,-0.7430549311830483,-0.7113045596728764,-0.7966266924591582,-0.7222550526200444,-0.7832677458776203,-0.5790849162841654,-0.8012222661176484,-0.6715788573744699,-0.7679950289415025,-0.08139548187583348,-0.8832649299057754,-0.8547799656960317,2.2317634899488885,-0.8279318110413783,-0.8388063602674868,0.5337426397721198,-0.39406927978269557,-0.805453846165612,2.3557260125077923,-0.7939081325522406,0.07109624726220293
SIDM00889,-0.5452944267237662,-0.7254965286245263,-0.7720024960149966,-0.6748584077111488,-0.7961147644815131,-0.6463558736967091,-0.8905234349007175,-0.9371385185188605,-0.8246081879116337,-0.6047179839178044,-0.7249247189668834,-0.2338225191213041,-0.869603534741884,-0.83375479893439,2.0739599481341044,-0.7994196966615984,-0.8526207713366305,0.575065390228704,-0.6704431931427665,-0.7812031412169735,2.3294316017566388,-0.8152017026377901,0.048858848712495656
SIDM00864,-0.839616093563355,-0.5913253797199743,-0.8250802973658751,-0.682574189712438,-0.8785955293416663,-0.7446426137529704,-0.0017992563109921283,-0.95812951309859,-0.8531722730406628,-0.8178133296247975,-0.611735575106096,0.15814629772618685,-1.0373620586906669,-0.8295541156179538,2.065475667916854,0.4894777374031494,-0.9304351897841309,0.645236798571814,-0.27687813177290194,-0.7592884505148152,2.710608359274746,-0.6556726412964297,-0.6377357481089067
SIDM00233,-0.29562970028130553,-0.685192927767817,-0.8493476694304409,-0.6887670170025518,-0.8742163423938896,-0.8022794458720583,2.8935552495462744,-0.8031896174723794,-0.8191833319089354,-0.6390153284747588,-0.8072797970034359,-0.5566549146350767,-0.9883158598315447,-0.8287641002243065,1.951068329628599,1.4349372301423593,-0.8500359113741759,0.45649541597724724,-0.5387262786237317,-0.8233959953488417,3.0989291406569794,-0.7599520305289702,1.8770279303128283
SIDM01233,-0.6535318079063789,-0.8184506188986457,-0.8653460272012324,-0.6233774891186376,-0.8916748311800389,-0.6962725755574775,-0.3397397941601422,-0.942056751720105,-0.8240221057472388,-0.838691816906156,-0.6537630623365158,0.0708402526047399,-0.792230893376571,-0.8140535654601816,2.9135913219014884,-0.8486025544165876,-0.9672288565977304,0.9571731676536701,-0.6043266413844154,-0.745217601047505,2.4249896518407015,-0.010453677190380586,0.00748585319927599
SIDM00964,-0.7187984180294812,-0.7365630812286378,-0.8455046794441906,-0.45137991608639905,-0.7962306144329179,-0.7237068037915969,1.6668160238406027,-0.964517008411239,-0.8579328752686964,-1.0067023017643224,-0.7505434305661333,0.09136423725020026,-0.941134537408177,-0.8606140172760471,1.9547901452409617,0.4499226150370185,-0.8840913805560233,0.5785449377947988,-0.667076852838869,-0.7771727958143287,2.5069904693616256,-0.62923660431204,0.34832059655494646
SIDM00196,-0.6935876759183975,-0.5795435651065336,-0.8500391903563859,-0.7703340047022712,-0.7251834230756061,-0.7729889901444448,-0.8242877059471186,-0.8818341798079405,-0.8259086732670262,-0.8310923747523938,-0.7942446643791865,-0.059393216500084695,-0.9760563450130354,-0.4105611240694961,1.8362195379355464,-0.7937260889126249,-0.8822192479801348,0.3497249532184635,-0.6464790642104024,-0.7421119317750045,3.0693797704576737,-0.7742469940265434,1.0957279854839888
SIDM00287,-0.4843850174824525,-0.7884538958620924,-0.8013148858486557,-0.770693954745074,-0.962123903373674,-0.7129725038075546,-0.7283829854792533,-0.9165239007614778,-0.8225061749003463,-0.8035925695436382,-0.865482504459325,-0.5805261708750712,-0.9194512949454092,-0.9166194673708266,1.9790307561540188,-0.8755561075944146,-0.8508497721719627,0.5209220669709123,-0.71668117034565,-0.7796977193523341,3.162177451927518,-0.6151891117331042,-0.22151012997670794
SIDM00501,-0.713004109611982,-0.7150113614253604,-0.8247540622001396,-0.47381212017569996,-0.8021563936409026,-0.7189961608972959,1.2304123607898922,-0.7300845264555724,-0.9049036670122947,-0.7019709784393163,-0.6089516608808774,-0.5556038857671687,-0.9573223043926121,-0.7464108315129246,2.5722201663004305,-0.22451070796513647,-0.8835993477758958,0.30854587197789635,-0.728795218295424,-0.8139491375363808,2.3975751320864425,-0.6702716821701009,-0.14010683342499242
SIDM01237,0.8608942843274314,-0.790451050186922,-0.8545592742924707,-0.7703245363649233,-0.738579760053607,-0.6565950192082183,-0.7567713237681254,-0.47274696585650927,-0.7274354166677257,-0.6728062952266319,-0.6629374361288444,0.3953306612843253,-0.9103050760307271,-0.7215551438633352,2.3563409768659906,-0.7978006132563271,-0.8826698824189217,1.1983093483283616,-0.24488490321464873,0.025873373244348633,2.998120645657515,-0.5171339050126549,0.6014119749487454
SIDM01228,-0.43106731591923386,-0.7535216604187173,-0.8669430452804815,-0.7235132553219106,-0.7710047349510175,-0.6992290674516537,-0.6725188371336057,0.07882661050388119,-0.9233046871733464,-0.7663328412122197,-0.811671028363615,0.14262155317280223,-0.9257215828598458,-0.43812623161698927,1.7598343732825215,-0.8770064959332983,-0.8742192141324595,0.48141231037310434,-0.6635447748444023,-0.8111519915574782,2.292328236094298,-0.7836004265534217,2.211536969127088
SIDM00935,-0.7465617034272671,-0.8885604392739994,-0.8270486964780493,-0.7967858330797288,-0.9435183441205001,-0.7415113035131786,-0.06385232313094445,-0.9412922664139866,-0.7858703876549106,-0.8932993084584209,-0.8054216106952201,0.24173486721819862,-1.0192259413135565,-0.9318888411959503,1.8744961210619953,-0.8862075551823191,-0.9556382934461664,0.44412316611158936,-0.6068802946868449,-0.7894899405333228,1.4554204415551446,-0.3321749878733755,-0.3492530322456695
SIDM00954,-0.5370277621111179,-0.7820457571533205,-0.8737604702988568,-0.7283244120295177,-0.8880028130649679,-0.7672813195838779,1.2038175467197558,-0.86208683826144,-0.8749463128615197,-0.885187229993366,-0.7953053837978387,-0.07200776825294461,1.152191773396669,-0.8633160169454763,1.9907565056288443,0.9436961966526386,-0.9084517559921322,0.7470373368861553,-0.5993740362097648,-0.6072415796415701,3.0277787995402674,-0.8191079955414541,0.7209835796219561
SIDM00951,-0.532544581876165,-0.7070681792059131,-0.759249792309569,-0.7068764792734833,-0.761802337860558,-0.7299711436300629,-0.8231604537712808,-0.5328652227170604,-0.8131783657408778,-0.789324715185539,-0.7878323475257181,-0.04384998730278586,0.49740177654733514,-0.8704163303839182,2.0166368481899117,-0.8853308892488235,-0.827006608579589,0.7110014321312877,-0.616981514991855,-0.7797984763145263,1.753668978392844,-0.7878786079162096,0.07020815500013547
SIDM00948,-0.5575291777514564,-0.6609885381798092,-0.8016495987486004,-0.8063946839197502,-0.8178606763473626,-0.7173277567574223,-0.06678946747316117,-0.8965257834375493,-0.749541973104256,-0.8365232608872915,-0.8405879318486745,-0.4925700185394648,-0.33093959280410534,-0.879995668478125,1.9862048244630048,-0.8534253915740363,-0.7841601270701491,0.7570332625995142,-0.6647601312601147,-0.7066711098641086,3.2157058460094974,-0.6250708949599973,1.6760449814868172
SIDM00203,-0.855386941066262,-0.6623925766388996,-0.8751624542549137,-0.7480007674548456,-0.8239496172711536,-0.8354209233363026,-0.7777173091543216,-0.9319881901029002,-0.832375447429613,-0.8508498453114329,-0.8290230761080838,0.11765759076894756,-0.9081297658406146,-0.8980306233736212,1.6497302346345386,-0.7115468032320342,-0.8687227119864844,0.48752240217625387,-0.6517207360643855,-0.7126270815405544,2.227469074603468,-0.8368013286632273,0.8446620997548854
SIDM00896,-0.47280457215672445,-0.740232943893742,-0.7460129974366001,-0.7552887770218585,-0.8684956524625123,-0.7725367055347947,1.1059823152512602,-0.35464021643823157,-0.7188270824705323,-0.7012177632215606,-0.7695116083436117,-0.5690802436707284,-0.8784068288344545,-0.8661449542110332,1.711456294437886,-0.807333412203511,-0.7997163804727642,0.4110108672089205,-0.5866915011341642,-0.7044062394926041,2.7725101164397046,0.031384348712808825,1.1263863749481433
SIDM00285,-0.41858726752488346,-0.7716831503304641,-0.854126038051747,-0.3420361182971759,-0.6859304298445352,-0.8763804970391104,-0.7383933591273958,-0.9580376809687053,-0.8504602536563669,-0.626890275750755,-0.7803328977641746,-0.08885277981921992,-0.8950769134108731,0.6861816083609762,1.4733404912455634,-0.8356948245712988,-0.9133579071119147,0.23060065341994934,-0.5836843221576861,-0.8168587439183922,3.0558788825461307,-0.8817071125421957,0.763477477631747
SIDM00930,-0.6808485954397695,-0.7335528978457764,-0.8245123319019871,1.7619793077268793,-0.8554971153681351,-0.6978138585585618,-0.8655738637149849,-0.29818402107982517,-0.8033240450439336,-0.9003964740936505,-0.8064230536251425,-0.0064737093267066914,-0.9612814882886314,-0.8775092125497722,2.1188413173501432,-0.8404356578924156,-0.8529330035812891,0.59649569970684,-0.6719105690355875,-0.7564998527639221,2.098874699292694,-0.81881504332885,0.27382689005100525
SIDM00205,-0.510584294201333,-0.5684340290077531,-0.8705011432617941,-0.8020628166763983,-0.6595151839388028,-0.8503001790323522,-0.9234341698599086,-0.823062893724458,-0.7268121327405178,-0.8420262648914879,-0.7364476210834064,-0.2884735678749384,-0.9667389001322964,-0.75471734848059,2.2219804551785303,-0.8900974861119617,-0.8067932758429371,0.4253235662602271,-0.5429749875514465,-0.8507352696331032,3.089197050949836,-0.6332117030600377,0.48802499397324345
SIDM00535,-0.5289304327869129,-0.5632641819960604,-0.7692248194066846,-0.817219331177971,-0.6321508309358104,-0.7602068191660768,-0.8098854981601391,-0.8648567511328458,-0.8527987781535469,-0.7719499338633895,-0.6875966529313076,-0.6078302445782339,-0.9498565981124326,0.8668222369567398,1.806148894485319,-0.9001266622385231,-0.8580833516344614,0.39474107519400137,-0.23198170816342772,-0.8013345373591051,3.298548698259081,-0.8192859238447874,0.3381599172448337
SIDM01175,-0.6189609556181886,-0.8225563071879448,-0.8273160419206766,-0.6998371240070881,-0.7095295308636059,-0.6734737278446572,-0.8396463035441601,-0.7838760161297789,-0.8372526932799162,-0.8730893158573422,-0.7777989847165905,-0.7309262218983015,-0.8914674414584226,-0.8784044905063264,2.145859255611428,-0.779740072022962,-0.8823830303070551,0.31085590048592465,-0.6236555240283042,-0.7963468040305763,1.3167825304583407,-0.7104466147535758,-0.04129464250707984
SIDM00832,-0.6766778939050706,-0.7860327205217393,-0.8491174065090338,1.311925981242494,-0.7008345708802967,-0.8179258751562789,-0.7258491544436003,-0.2092852023711767,-0.9175841865444333,-0.6216641138716718,-0.6771511840059691,-0.3532628357091787,-0.7764389996021459,-0.8426675933209493,1.9145630881129632,-0.5394499585126987,-0.87164286550618,0.5151290418039212,-0.6147070949076759,-0.8441256694116643,2.8442388911524836,-0.6265685782072827,0.12894207703698982
SIDM00528,-0.6381897817007499,-0.5832624986466131,-0.805862157934874,0.8935552349884187,-0.6549299518721169,0.10427362289075946,-0.6522951189587122,-1.0464558032378126,-0.8804780216501955,-0.5499010967932224,-0.7629969359307915,-0.013590066219844777,1.068040988519108,-0.8790869421992222,2.1891466914385083,-0.8227914590538815,-0.9026789060137735,-0.3764599136360881,-0.6640030996131755,-0.713589767272927,1.5922607771184878,-0.9255200447174752,-0.34633987706931174
SIDM00371,-0.700485899875739,-0.5608367955238522,-0.8208623201322957,1.635561829044526,-0.7605505573225788,-0.771962322022728,-0.6294097772290718,-0.9755371808953215,-0.7995838314726493,-0.8018202326044893,-0.7911140939598922,-0.4219935534437299,-0.9651660407774875,-0.8203944733353269,2.2176018935245922,-0.8399089897411508,-0.9123353212980994,0.25466994144913224,-0.5179924584112915,-0.8061797552092647,2.9647788737560696,-0.6032277087626915,0.7770917129234801
SIDM00688,-0.49685033955372054,-0.8591518979500952,-0.7885632030005795,-0.78470330432737,-0.7611352142345839,-0.8292886128091119,1.3876594979671315,-0.9033083676211223,-0.8424017998901827,-0.651449629733915,-0.7895022678691618,-0.5748336192702942,-0.796934926284659,-0.8488387209141528,1.9527410895745814,-0.7830576909334545,-0.8436667341514668,0.6413481479358378,-0.6455883126818027,-0.4024591153136698,2.3107696742215205,-0.8314331932994244,0.1490183917191217
SIDM00583,-0.7973693935235251,-0.8041241179570318,-0.8163148930112067,-0.7050873692483451,-0.7643960191144828,-0.7017238134965995,-0.7410739969509049,-0.9259482264426452,-0.8923718008805488,-0.7470783757948645,-0.8030939489175455,-0.3927516577514614,1.6776173923695537,-0.8454926172997302,2.0311475659508784,-0.7928259459833897,-0.890491524455213,0.3607092897270305,-0.6768114467180542,-0.7606867527380862,2.23584407188226,-0.6680159666078742,-0.31994332491819
SIDM00188,-0.5334629630131719,-0.8819166812238609,-0.7778473770410067,1.2954294349190631,-0.6743845017311942,-0.7143996465862212,2.218712535641481,-0.9376472654091641,-0.8861105727919188,-0.6497040482559443,-0.771826207571498,-0.4674438838354899,-0.9050196780519316,-0.8898096235345173,2.0015835130254302,-0.8011951689444614,-0.9534242622101758,1.9450930619210425,-0.6967017541725337,-0.8152516844192156,2.3552221886690354,-0.7880908417097499,-0.5277665079484322
SIDM00096,-0.6804929247886162,-0.782863953807422,-0.8061477252872267,1.5400563196151682,-0.7503254516037288,-0.6992547731737716,1.8785861245953654,-0.6924773953116544,-0.8222589416272207,-0.8177593815357039,-0.7311338384506617,-0.6114080445158989,-0.8808171240672124,-0.8297270352888145,2.2274963313536387,0.9244468637935337,-0.8690559997657299,0.8338900603805071,-0.5543623097859172,-0.8158996471900869,2.2954572766114443,-0.5033281121269247,0.03808466846123476
SIDM00379,-0.7537832277181653,-0.35701858358431077,-0.7959540174907215,1.046802626684032,-0.6518611197387496,-0.7272277758165163,-0.8180935015473231,-0.7051566424816492,-0.8934918977270846,-0.7669371267364035,-0.8152916787645896,-0.31198650978862624,-0.7266128957025465,-0.8846446087562081,2.3096842592628515,2.0911434132767837,-0.8683893765496579,0.6619647409755886,-0.6390490542217699,-0.7686716578767089,2.5310040469531963,-0.5351771507265876,0.5810753854323851
SIDM00381,-0.6449982286174755,-0.8103138423844934,-0.7920850954051608,-0.6395302556239281,-0.8545245761724083,-0.7176861357140192,0.036722110877673395,-0.9684822055601907,-0.8816671265983491,-0.8590432577170974,-0.4643874683535938,0.5356317627762281,-0.9327425228714042,-0.8774908987591604,1.8729622106591086,-0.8019255939646149,-0.9584788353970698,0.17457537239148238,-0.6679325466956888,1.0981203907885315,1.9601677871919785,-0.8368427870967379,-0.7746057478116648
SIDM00606,-0.6320846118839849,-0.780976282648512,-0.7749549563175113,1.9983303119233562,-0.7655474800389896,-0.5464540582963224,1.1425088909212053,-0.9249299178643836,-0.8866189408550819,-0.7182624818380583,-0.4917461118787218,-0.029363301741569054,-0.9697280558729395,-0.7531897144165837,2.485605431992133,-0.05225046886366148,-0.8436696782382405,0.3389382497071029,-0.6456154195123079,-0.7831715922832481,2.0137684430757425,-0.721241719193632,-0.5382055851207457
SIDM00541,-0.4310525506435916,-0.7512469783747691,-0.784910133062172,0.5282037216721239,-0.8478903675188499,-0.7380876441439562,-0.8412947918861171,-0.9477659361203853,-0.8106092716399689,-0.6632829030054743,-0.6761939135879019,-0.08887804860046954,-0.8977629345676975,-0.8453530507233105,1.9230447830734259,-0.8738613082094447,-0.8611298887100987,0.4463724940373327,-0.5938425421081349,-0.7162350322060884,2.7087446970944,-0.4095375337662577,-0.4511492347447456
SIDM00808,-0.6886167592734247,-0.7264107113573263,-0.7665671781039004,-0.7221295470341107,-0.8461124396518666,-0.8210449205922312,-0.7952079976872092,-0.9687115240087111,-0.8907696589532319,-0.8320136463154169,-0.7125002433337827,-0.44753906282251854,-0.8760724221996458,-0.8271043056856675,2.1688113667090403,0.25117619103858674,-0.8543992897294143,0.671970631665121,-0.46947634076933026,-0.8184492541467939,3.2323955993734415,-0.7710814122394851,1.620085937408822
SIDM00377,-0.6384849636161688,-0.8092698084319914,-0.7520264183030925,0.8139940650174077,-0.7933253629944081,-0.6369486077862856,-0.811163746830123,-0.2761719374608829,-0.8668130712894064,-0.8799209515277525,-0.8518633722231496,-0.5188486046361296,-0.9394320906763687,-0.7906879498467192,2.1356988920225586,-0.4497578281624036,-0.8871429122419856,0.8935762888540525,-0.6767020681511396,-0.7711828209864618,2.275027574255247,-0.880899450605585,0.21237838608706228
SIDM00289,-0.6994355916262632,-0.7656913504980444,-0.772775962110321,-0.8258565304501115,-0.7751670665924322,-0.6844254401973097,-0.6449195781338338,-0.9384892194038637,-0.873562120429986,-0.6994355916262632,-0.7948559687520943,-0.1779105053209652,-0.9616610350805667,-0.7456836067998214,2.0844530473291187,-0.818565738652818,-0.8955959422424727,0.44228029793621865,-0.5474517964363159,-0.7816325656394718,2.799456044338849,-0.8353500411205268,0.349823555967561
SIDM00064,-0.6854768485530601,-0.8356484327993295,-0.8367497003989935,-0.7240291364967298,-0.7789781801228202,-0.49322788918975174,-0.8234241228384203,-0.8332169314950311,-0.8889238916377705,-0.7924637547735912,-0.827162998264254,-0.3016779987979377,-0.9483798693847711,-0.8815877784018794,1.939029022444101,-0.8661618954254428,-0.9380277605750269,0.8133450344444397,-0.5523821387107003,-0.7814547995721162,1.790272055916804,-0.9068807990853083,-0.03730368055256943
SIDM01097,-0.517502756974568,-0.7452582675623716,-0.7784110561541483,-0.8045813030007085,-0.7595600534604989,-0.7515600132344659,-0.7322286042430326,-0.6426137984585394,-0.818146414210036,-0.31015808542695766,-0.7185822958419242,-0.2789893288613924,-0.907147197931638,-0.6966488275543462,2.029434899790887,-0.745502998834253,-0.903757345802128,0.4358923855738044,-0.42603859040889425,-0.8065332132351506,3.3310921278125587,-0.6698643734864907,1.4415450026977807
SIDM00350,-0.779219917810448,-0.7069042477266924,-0.7941594975200404,-0.7245184329644874,-0.8745339595144178,-0.6800120240614281,0.6170932117198014,-0.9071770576819385,-0.891478419212275,-0.8018374866456036,-0.7698851140240549,-0.2989080061688575,-0.9572294810225355,-0.7891960801831939,2.6896829252994534,-0.780335074491441,-0.9430234869988716,0.501926910653996,-0.5238808505541794,-0.8241363661573904,2.512181140940781,-0.8978175192504008,-0.013449547180073983
SIDM01163,-0.5022359570116064,-0.46400811629372407,-0.7625299249495475,-0.5924849257509719,-0.8127735211916289,-0.6912673356933963,-0.7008211596279513,-0.9067168597479859,-0.9261066069917658,-0.7233360686375399,-0.6540318457400287,-0.3743322252300176,-0.9404740362478605,-0.8605210471110026,2.3498191766203504,-0.8298530619306882,-0.8523918194577924,0.951705883644381,-0.5420460867087684,-0.7668446710876095,2.967866840539711,-0.8408577089926872,-0.2433182724530281
SIDM00375,-0.6180586595268944,-0.827023582548736,-0.7679955036908915,-0.010364658048481887,-0.8553433801704048,-0.7464358104640567,-0.11970424959948268,-0.5011270909812807,-0.8818593817184076,-0.6040332563115748,-0.6010889821159441,-0.2778998097222474,-0.8131629376848801,-0.7660288454729054,2.3764773070009046,-0.13200021757723407,-0.9484163235949189,0.8555618215654416,-0.31483677452106074,-0.6418977273315913,1.9546034211043815,-0.6250187189260381,-0.5942251087573253
SIDM00600,-0.655364210709818,-0.8258073247866425,-0.7341511363788419,-0.01343278159342891,-0.7833224739026442,-0.8081164974149865,-0.7877162120263953,-0.7073738938320823,-0.8421158519316277,-0.6696884667653722,-0.786750985564947,-0.534741634687705,-0.9612364469116714,-0.7423105742404006,1.8381257210950908,-0.2625057491994445,-0.8666718404663328,0.6801514488819017,-0.2544882667915192,-0.7784626622057693,2.874077357365598,-0.7370099478161983,-0.367399526651012
SIDM00367,-0.44460824665534177,-0.7308365551465366,-0.7557431334152359,-0.7553129785101967,-0.7178982324063984,-0.8208832618452272,-0.7766467658461795,-0.5119493003426447,-0.9257839866941018,-0.7810179733894204,-0.860105849270434,-0.5558069709165346,-0.9287730464322291,-0.2435434595740442,2.0396964274211444,-0.20470585547228698,-0.9000096309564848,-0.018409276513668575,-0.6395879536377229,-0.7381414477837399,2.6938344796974047,-0.9080669485209721,0.9799701841692153
SIDM00632,-0.6327496907268209,-0.7295633475162975,-0.7887023572622052,-0.74855149003583,-0.8439258539557672,-0.6904556323679231,-0.4850581904041897,-0.8321965195257442,-0.87524594902475,-0.8746265394376441,-0.7111423470576582,-0.3031791641420414,-0.8573345382034936,-0.8821419504585003,2.1301092458732462,-0.5763771457671366,-0.8625322654949272,0.6619726707292065,-0.33169816099347843,-0.8527929485044607,3.192277931488947,-0.7862373687826653,1.7934664625531418
SIDM00550,-0.6514056531004908,-0.801774875745314,-0.7698297048675443,-0.7814245518373721,-0.8263686259166043,-0.7557517491967782,-0.4570286836135465,-0.7803726861967779,-0.8912302130033424,-0.8105262869231574,-0.3637453460759319,-0.6022615223323771,-0.6658335647913046,-0.7677073387665625,2.075743359450568,-0.6410105608705433,-0.8642205325676674,0.38845118066708906,-0.5891692713126907,-0.8052823631217858,3.0014242757904044,-0.7965616322986777,-0.5344800534129686
SIDM00230,-0.5588910716440494,-0.7758222454665229,-0.8429274670732845,-0.7527682499770331,-0.796028310017077,-0.718424939243742,-0.8477795783682855,-0.9120441002982859,-0.7814367834602299,-0.649347610389734,-0.6628607676132633,0.33268480753969304,-0.9620190773294651,-0.8212814005457756,0.7981826447747707,0.518174078007055,-0.9367768782497796,-0.17675615994255575,-0.6396214521097416,-0.7723366364648856,2.587776974590672,-0.8368249042858562,-0.7554042929729698
SIDM01206,-0.6342722946761022,-0.9010028246241945,-0.8349227101198078,1.1771133084651495,-0.67846401594452,-0.7816809957878511,-0.804361970812094,-0.8238911038018867,-0.8764152587685011,-0.643108909134806,-0.7221931297105758,-0.12184575584914457,-0.8473573681082882,-0.8627217925432653,1.8575753212404946,-0.8418586368145607,-0.9569463091415767,0.42042152107169434,-0.4929379007215989,-0.7882878750333703,3.3588140027683555,-0.8750984001403073,1.3577670548198597
