,HLA-DOA,HLA-DOB,CD80,CD86,CD28,IFNA5,IFNA4,IFNA2,TSHR,TSHB,HLA-C,HLA-B,HLA-DMB,HLA-A,HLA-G,TG,CGA,IFNA21,IFNA6,IFNA7,PRF1,IFNA8,IFNA10,IFNA14,GZMB,IFNA16,TPO,IL10,CTLA4,HLA-DRB5,HLA-F,HLA-E,IL2,CD40LG,HLA-DPA1,CD40,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,FAS,FASLG,IL4,IL5,HLA-DRB1,HLA-DRA
SIDM00375,-0.6975125665276027,-0.7682958558898234,-0.9202976672912827,-0.8796816008382624,-0.9853953914593158,-1.0186666933454336,-0.9220221477116761,-0.9667451312173171,-0.8952378616769909,-0.7550785551116374,0.6398699407664685,3.2825910684116746,0.5326402203036414,0.22434986984920824,-0.3315902582074961,-0.5127573649001513,-0.7861408525064436,-0.8919143303710093,-0.9628720091548314,-0.9259537653621581,-0.8065634270410313,-0.7026781450656883,-0.9733346762607799,-0.6398840968075814,-0.9386482170480298,-0.8823388892980055,-0.8524128572226093,-0.9184684399395386,-0.8881225077278453,-1.0214599772309678,-0.3069503972452195,1.826844302954228,-0.947550135813234,-0.8638392971658163,2.3972918292141223,0.6325480384979231,-0.6048174207465771,-0.8296358050982791,-0.7129174879545053,-0.7709469813487814,0.29335995549922544,-0.7695147128130263,-1.0091075876896272,-0.8004046962322079,0.6186954611145346,2.6691521844969133
SIDM00600,-0.7376661874082543,-0.7587066282748335,-0.8692342611598495,-0.844100775173323,-0.9100134358230291,-1.0147073585349426,-0.744062648710294,-0.9621889889095834,-0.9117590864747777,-0.5116338762808085,0.5209492472986104,3.2611763595938057,-0.5941732187991582,0.32784207300954943,-0.7581138213219741,-0.8512792895925502,-0.7564349020907418,-0.8495549558607025,-0.8968185927883711,-0.9188077786576201,-0.7675289905566023,-0.6879516079376287,-0.928702820173385,-0.6726923047960935,-0.6063052634226042,-0.8493045793514022,-0.3016669625121731,-0.8410532912082703,-0.8505207735274323,-1.0663844214388414,-0.3025462890205816,1.508572723607374,-0.8820539567252155,-0.7826582094801614,0.0027896446505668695,0.2110223363985384,-0.780192150225474,-0.8132166980006107,-0.768128063684935,-0.6774382747046981,0.6393953062951978,-0.751991601326966,-1.0004426332378782,-0.7447511402154742,-0.110495018241831,-0.8488239933051299
SIDM00367,-0.6691854840351678,-0.8942289305004639,-0.8484790441143489,-0.705274767581943,-0.9869896521976894,-0.9727374326402082,-0.8711691304989319,-0.9795503595857048,-0.84376274553568,-0.7152402893759225,0.7961352912228061,1.5138857263382388,-0.3339218520931779,-0.05289563033668607,-0.7647653700373135,-0.9538627061166797,-0.6780225624145592,-0.7510895906533808,-0.9717557642802911,-0.9513798971781705,-0.8450017689104496,-0.69438122680777,-1.0282568229980926,-0.5302703555121523,-0.8824103827064681,-0.9467495098691654,-0.6906893143601388,-0.7490090095565777,-0.8932839753646684,-0.8844514374053022,-0.7883000870839226,0.4359867507188053,-0.9127448268382665,-0.7149436005873528,0.52732121826946,-0.5345808775517229,-0.6626744618408152,-0.8305473715371857,-0.8217410135805642,-0.6787999553433972,0.15785626728002353,-0.758483270416655,-0.8753273760140616,-0.770056924675516,-0.11415432542174339,0.7488126624787154
SIDM00632,0.16796523010685066,-0.1644191927002321,1.800994067121042,0.9996326109433332,-0.8780588418559515,-1.0633347418036667,-0.7604338585473467,-0.8653551582478675,-0.8686029977510503,-0.496765480012327,2.488547649762557,3.635628487021223,0.5275221336889954,0.6919348964044316,-0.5760224272424981,-0.8434749176379094,-0.7532919693507151,-0.792983140157962,-1.0195537194616473,-0.9116142366177322,-0.6307332772608115,-0.5595377880553482,-0.9188398026930568,-0.623749108110932,-0.9454791651896899,-0.9601350043249987,-0.7904647340630073,-0.7348254321415707,-0.8628364665469634,-0.5599058397337422,0.8399729738097258,2.5050707633894196,-0.9444848624705691,-0.7428135280437267,3.416096339933165,3.152347039534184,1.270445953872005,2.240791643400528,-0.6238110779049049,0.1701640042436006,2.552787750283719,-0.7399227832418357,-0.8658167859551944,-0.6785574826018476,1.7628264421959816,3.3970879547478976
SIDM00550,-0.7489453310894472,-0.8053133072536689,-0.8533293084807976,-0.7969834910733001,-0.9620211479396472,-1.0074377866726378,-0.8097162583160609,-1.0295705271373277,-0.9689264909139947,-0.5397078584619683,1.4540190035832732,2.585908353697268,-0.5913783519112711,-0.024153511353216844,-0.8271290745243643,-0.9339308031249925,-0.5754047197820498,-0.8499662247535092,-0.8734436802187749,-0.9929440107069314,-0.8207074388988006,-0.8206106149017094,-1.0118243834937184,-0.6067832808999695,-0.7177894714565604,-0.9538883699827456,-0.7570741912802992,-0.8242130057148469,-0.8668603799618949,-0.9282709759834353,-0.8115030506382055,1.7048905848513003,-1.0020634522227752,-0.85277053752447,-0.5758531925248941,-0.5730330970752535,-0.8237591121444768,-0.812277764186097,-0.6946522776574763,-0.7992579959156975,-0.6130981275855006,-0.7453177685537744,-0.8159484114320628,-0.7367102579012892,-0.1820187724128446,-0.7037656611629904
SIDM00230,-0.7982369091934778,-0.9192529680751108,-0.8564574644387511,-0.8517793909199525,-0.8935405135954466,-1.0186075856992836,-0.9205519609061309,-0.9576444281798207,-0.8843049065791857,-0.6632754809587884,-0.633714316319309,0.41995429432240045,-0.5354073675748897,-0.2962375810391048,-0.811496773938971,-0.9441770594007549,-0.7554219565357744,-0.8816732130005347,-0.8370299464247458,-0.8963397478895321,-0.776324562627267,-0.6394837712883371,-0.9303986714721609,-0.6720455444604366,-0.7370987564124364,-0.9913423660333668,-0.7932070813873172,-0.7902810296779343,-0.9029851401881993,-0.90165695020236,-0.7463609824522373,-0.5385788319052873,-0.9543716479967082,-0.7714790868838476,-0.6817549602469046,-0.6681143004519424,-0.8219241704825934,-0.9309754750478055,-0.7111022508449439,-0.8615275232492271,-0.9748280857888466,-0.6914574636584931,-0.9047050066114943,-0.7995336107864608,0.11400775352480376,-0.8865790572227954
SIDM01206,-0.7307158060681233,-0.8213754072591558,-0.8318986626310872,-0.8819172393186826,-0.9663664302798466,-0.9756759920393667,-0.9650725547132376,-0.9584761311614105,-0.8652356803945135,-0.8578410187045743,-0.6476316235251481,-0.006209132180314467,-0.5943104790670585,-0.364367556648395,-0.7688407016276305,-0.9036236016503822,-0.9163289120563792,-0.8589971570218286,-0.9117546615691838,-0.8721662018033626,-0.7646635979986348,-0.6436069221660122,-1.0209209516743343,-0.574978551051663,-0.8621422274463978,-0.9749565072485887,-0.7763894136888513,-0.7913872923084524,-0.8767209018260471,-1.028288093570097,-0.7332224299625538,-0.7570535325415564,-0.9933699761672867,-0.7327575766082804,-0.7014720277110845,-0.5736682220221168,-0.8188767315453837,-0.9006372327350777,-0.8275207358156808,-0.7179281309154406,-0.7271718730503731,-0.6973442941796365,-0.9363755441109105,-0.8415871443069965,-0.28401576694625813,-0.9099427024573029
SIDM00127,-0.7244447450230118,-0.8127863661344823,-0.8820708164207567,-0.5517787300280917,-0.9539137881535548,-1.0243385034540948,-0.957186109086605,-0.9848519007208608,-0.897442122027985,-0.6338708611230319,1.5066193918088442,2.032985127417579,-0.4488527791412321,0.07104890422110348,-0.7413580460017124,-0.9233899346641491,-0.7185797621350029,-0.7909327272919054,-0.8904545429412243,-0.8315630491874886,-0.8092058671031082,-0.7375825096498485,-1.0574918811403904,-0.6521149808173615,-0.8314726948469859,-0.8997742805676991,-0.7395668879637687,-0.8225397565304897,-0.8504172526604177,-1.0125441902265826,-0.41522638975777376,1.3020460080859382,-0.9678307306379692,-0.7652837708325122,-0.4170356070530765,-0.5350171235891383,-0.7265630567148174,-0.830913435686037,-0.7461831250517359,-0.7249914591549208,-0.2886993683440177,-0.8346658603111407,-0.8291351118973727,-0.7950298875234983,-0.24580973787050808,0.22526650140281265
SIDM01042,-0.608455455416378,-0.8447209875191951,-0.8241206622753006,-0.8183101012655287,-0.984063407600006,-0.9546812191039681,-0.9319763647966665,-0.9365066921221914,-0.7747812388056782,-0.6491078499797481,-0.5847886277190778,0.6933075509210709,-0.46007875208744403,-0.25195219761507603,-0.7599552850734385,-0.7952815651795065,-0.44680421073437476,-0.7045739836339604,-0.806624517040978,-0.8440543605830453,-0.7360208111548024,-0.61754175146664,-0.9247792233469704,-0.2755928312662378,-0.7125417685789962,-0.9353125889752605,-0.5711801026487777,-0.8523046916200138,-0.8746908926184194,-0.9420142308052811,-0.6804196890132531,0.15834168935357423,-0.8741898485481008,-0.7493804602941656,-0.6660971028117019,-0.4478116385306429,-0.7344758509096018,-0.8456887098153525,-0.7411835508733804,-0.6386780352358583,-0.8200791717056111,-0.6414437425577046,-0.8810967573896406,-0.7513811470697034,0.16005432942763223,-0.7954116054300495
SIDM00491,-0.7388017260682331,-0.855058344593572,-0.8462623272041842,-0.8330159995253046,-0.9420885379936633,-0.9472047225908552,-0.9618808688443079,-0.8969710518205862,-0.8873426798217642,-0.8153341049870824,1.5822645524408487,2.936590140277699,-0.5838754290473548,0.3499744104376168,-0.7226880841887351,-0.7954366696792964,-0.6606423226714689,-0.805004226864931,-0.8428254464591657,-0.864490129306228,-0.8240704529019163,-0.6852227154241987,-0.9698570112090015,-0.6491838872956152,-0.7557693076458947,-1.1016607334248723,-0.7805746305007667,-0.8046876206230865,-0.8690295817281108,-0.9835513402832405,-0.6797163191329306,2.0009427219038365,-0.8621067245106839,-0.6474965043305171,-0.6807761686050513,1.4658999161355826,-0.7518148452206035,-0.8433920548608073,-0.6751610278612648,-0.7773302051330314,-0.02682895580010112,-0.7003501617243861,-0.9559584565870761,-0.7572292212494668,0.17275819421896452,-0.822535968547401
SIDM00488,-0.777082840219379,-0.740262334872477,-0.9097246842053467,-0.8497552966173882,-0.9590909228291153,-1.0131816148331547,-0.9779360393279943,-0.95160397363266,-0.8833483638701872,-0.6703589669679999,2.064305847719251,3.381702551378977,-0.5622812044486033,0.5224720316481666,-0.7846336543579803,-0.8795078121511074,-0.7033489267725904,-0.8729093125261137,-0.9130144998763763,-0.8638481340030334,-0.8134761633170037,-0.6727272579274168,-0.9937027460787614,-0.7793887240429707,-0.812293444320808,-1.0086916730936666,-0.8113177245516638,-0.7672603308075202,-0.875133561477239,-0.8732041968248099,-0.1263613105172914,1.5996427907155777,-0.9244829530031291,-0.8803961020721545,-0.41841783522646536,-0.5845710257663624,-0.7604997736993343,-0.7998545682556666,-0.8599142079598162,-0.6106749313526054,0.4062438633147848,-0.7363906845238143,-0.928039526380973,-0.8337952901335651,0.08420768811708797,-0.1803071002905848
SIDM00190,-0.7213992102183794,-0.8403974818035937,-0.8544660784578377,-0.8417181524190714,-0.9417225713895855,-0.9448630947950385,-0.9993848738738074,-0.9489390729643076,-0.8752591533708867,-0.5792869964662981,-0.1470763897555965,2.681280739107074,-0.21670890510978777,0.2417557081198603,-0.8093094850138746,-0.8744812853050127,-0.7977612120591369,-0.8715468501703296,-0.7471994634775855,-0.9468350060971313,-0.7893242564756259,-0.666714256605498,-1.0232497671708758,-0.5363898194682253,-0.8674695370218153,-1.0816229359921028,-0.8883239259621183,-0.7978039824856367,-0.845924913081156,-0.8107883940019737,-0.48104302957198336,1.5310470271661059,-0.9925420348916975,-0.8190657501236441,2.1241237152318955,-0.5856320603597247,-0.14601455840718305,-0.6130452442048272,-0.7705397602460314,-0.7102816912178053,-0.34165827397310355,-0.7790119191368581,-0.9494865469153987,-0.7790466242302065,0.650161104027749,1.2754229806009136
SIDM00542,-0.7860478145365587,-0.8850775027180434,-0.8648758820919707,-0.8675597509110636,-0.988610875931681,-0.9947623339660245,-0.9621648836617218,-0.922021801341815,-0.8132364441859823,-0.7240854854088152,1.61207779637227,2.813890309294286,-0.5821883705914175,0.09904384661295797,-0.7448354992201822,-0.8780527080187583,-0.7392252991877453,-0.8637636208260786,-0.9476710723285191,-0.7986502666395459,-0.7672375335368433,-0.6590856143638189,-0.9572496586631949,-0.6392968070619796,0.19970268225651885,-0.9534118916887212,-0.7773868072282802,-0.8169881994532023,-0.8329536782756292,-1.000249572606691,-0.6852694516343586,1.278535296952021,-0.7916103773737332,-0.7898852054360929,-0.5634445249825895,0.8860404028298583,-0.6600269691279544,-0.8917270128214195,-0.8051705946342801,-0.7481991416798501,1.2561827678585922,-0.8014986353248522,-0.896967198467751,-0.8987435603514914,-0.1955430644304942,-0.850483829990923
SIDM00198,-0.6900073924720994,-0.8170794586627442,-0.8604217702219147,-0.8502929921044413,-0.959053279119065,-0.9419620834646647,-1.0447031615446096,-0.9631267687469862,-0.9734617053226408,-0.47353959368012916,-0.5530216723206794,1.5698290512963362,-0.4963111882140367,0.1649964958750247,-0.8214740220209276,-0.5683174230703831,-0.7154672836559721,-0.771748746577681,-0.9107951717068501,-1.0305750044450295,-0.699498597955544,-0.5471796509821736,-1.0482108460183224,-0.5628812934450467,-0.8029846612946792,-1.0585225133071128,-0.7057497052166019,-0.7861566370221496,-0.8631762777103251,-0.9044169693954784,-0.7068080111912581,1.1832442903696807,-0.9132096336904754,-0.8517651939449755,-0.6904395499688453,-0.34135050023055336,-0.7789691372999739,-0.8122849907640416,-0.768813394590938,-0.8070213503873369,0.2373331494297993,-0.6522505935495461,-0.8846726377726687,-0.6880923522035882,0.1847755576907978,-0.9166059503153838
SIDM00269,-0.7530844400385598,-0.9418819824275165,-0.8393389151758437,-0.8814951427163188,-0.943359214519702,-1.0415238967839822,-0.891692119871096,-1.0289009869564696,-0.9244645482676165,-0.7577891559119864,0.13027878748830554,3.197040684558068,-0.4166978710078035,0.40077983789799115,-0.7537839546844097,-0.959227440128561,-0.8638261590406379,-0.8611810578462693,-0.8892956169158782,-0.8887748643129151,-0.6550090394885603,-0.5727215223201956,-1.04970711922913,-0.7243061696912606,-0.8532303706653634,-0.9412931715820466,-0.7897257094918845,-0.8041494173238614,-0.8855177247926531,-0.9699271157703949,-0.6648180173112925,1.3343214227145692,-0.9335235253539406,-0.8083310753053062,-0.6517161479635307,1.773952386103413,-0.767017270736724,-0.8803880045301484,-0.813773545111898,-0.799198982024713,0.7339062999122226,-0.7660200183883934,-0.9653461087893601,-0.8469581716901339,-0.1574208547387456,-0.9620493525343066
SIDM00621,-0.7623471617753704,-0.8232375703861152,-0.8381936720225371,-0.8988159473971192,-0.9571417049058566,-0.9887171420495467,-0.8513062185451806,-0.9438171155413089,-0.8683869775162025,-0.7447314882451588,0.8410529630879098,2.6721788974262983,-0.48582821970833273,0.27727763208312856,-0.7843874031720999,-0.6541658282944203,-0.8062528755592576,-0.8075484097506573,-0.9464742307728804,-0.940756217760102,-0.7476544053553709,-0.6919296406486235,-0.9245999307417164,-0.6827771081487998,-0.8547820995940486,-0.9988210365200786,-0.8129325751160418,-0.8884347105602547,-0.8843864433422033,-0.952098500077947,-0.7334535764139701,0.49324233415403895,-0.901785201063052,-0.7964618453790909,-0.3309415514145601,0.6644963278307615,-0.47945279959850917,-0.8908156158432411,-0.8345958927983453,-0.7513155830814602,-0.9619972132904897,-0.6841055897522044,-1.0022666621830723,-0.7649746296495111,-0.1858960845668012,-0.9247536789105877
SIDM00599,-0.7262946206622937,-0.8600191239091038,-0.8997234404822193,-0.8566046715161416,-0.9094748241584333,-0.9978011644349499,-1.0099519991530856,-0.9530861583674849,-0.7406862127172122,-0.5560074312623386,-0.44178914656289137,1.7008940084548554,-0.5643012959890473,-0.17067190913920358,-0.788299258083791,0.596834719722786,-0.7847749500024152,-0.803622441659159,-0.9201220705642476,-0.9459236212351415,-0.7626683171883691,-0.5917330800928574,-0.9475428389814069,-0.6049324591743783,-0.6710476325441637,-0.9647777948653894,-0.8017446924938898,-0.8548733816713011,-0.8337748855728958,-0.9268202711683478,-0.7449595357864641,-0.29976123267643523,-0.8786361565554218,-0.8186335582714063,-0.44195227662997133,-0.5795222146756935,-0.791276822618679,-0.7950194316311835,-0.7358018734891257,-0.6106473502336288,0.2849581787965409,-0.7771151370367523,-0.9068102821435975,-0.857394315950789,-0.2120738398993326,-0.8452718858721443
SIDM00118,-0.8042136583978362,-0.8746924913353069,-0.8485061107372985,-0.8372532698929701,-0.9348670952756497,-0.9609089262412452,-0.9201524644095426,-1.0045241976381374,-0.9430702964698023,-0.770495629315103,0.7299040901560061,3.2337463290845565,-0.553312118698587,0.8015607117444171,-0.6914951437624609,-0.8581552984297328,-0.5660472303015245,-0.8236729247639801,-0.7734409349482615,-0.8811698468087161,-0.7971342217898897,-0.7478967885946849,-1.0687284664847363,-0.7339695911686408,-0.842753400995893,-0.8681779315269545,-0.7114703525270394,-0.7979990694119574,-0.856041182095703,-0.687083321149063,0.3434193630990345,2.091460549060836,-0.8792560491961351,-0.79288702968619,-0.6768903863063861,0.5099188354504581,-0.7750165147379916,-0.813771203290579,-0.748420585226984,-0.6424102027048829,-0.444646001501203,-0.8569498373828731,-0.9517944187591957,-0.8023068596664531,-0.34694529344882635,-0.9216112831350174
SIDM00596,-0.7350116086265915,-0.8187932927263546,-0.8464070022049822,-0.8716267579289547,-0.9453434015103764,-0.9552029139455329,-0.9460079722771448,-0.9608251484671251,-0.9143124595040468,-0.7429543271997084,-0.41034011908030266,2.2486312311681864,0.42422089799239976,-0.23591347222149306,-0.8408873279216332,-0.8864674667204002,-0.5998457911482765,-0.7968965138479367,-0.7913361692912455,-0.9238181335381418,-0.6802409359765434,-0.5534787421779351,-0.9602587920111834,-0.5032708140853815,-0.8273855737742709,-1.0293238191181848,-0.7966334614161944,-0.6801310791524684,-0.9082551626292122,-0.9436234855900757,-0.7434722595773272,1.023220959117813,-0.883098668928151,-0.8024294579597017,-0.5900335260532257,0.4213003414941845,-0.8341242115071709,-0.8576953661150778,-0.8057285936769425,-0.6254895318781059,1.3299939075721803,-0.8115297840702212,-0.9136481065314787,-0.6654332444759672,-0.31525696461074565,-0.8764645804597991
SIDM01251,-0.5279015557838362,-0.530643268850651,-0.822304789788049,-0.8391440511009272,-0.9404684430140859,-0.9128827450559837,-0.8997925244139973,-0.951172161541806,-0.8150849979243199,-0.6358789968992713,0.9964542978825469,3.61493690461448,0.508153475830448,0.5997108665990771,-0.504834645642784,-0.8411486070039257,-0.8079669126983388,-0.7460681091675088,-0.841539421486365,-0.9674829800414406,1.7565145037307641,-0.6102308379447272,-0.8874884848746634,-0.5988433906346141,-0.7279354359818331,-1.027962736653389,-0.6454945493770925,0.22868768784392507,-0.8074780202351367,-0.8813982285932184,0.328189578787112,1.5899842111894367,-0.27136263801974714,-0.730580454592154,3.281806303486299,-0.10868716845601128,0.6948773242116684,-0.6406953461724554,-0.6352990807434675,-0.7174191842944694,2.28398139986884,-0.6621318019447919,-0.7739476495707098,-0.7565603647704001,1.4827529060919509,2.8268618038748654
SIDM00197,-0.830135515313801,-1.0258184926102252,-0.9037167247253984,-0.8200764613000631,-0.9564430552154926,-0.9867542258184343,-0.8477420724543513,-1.0002483312117514,-0.9253012684670091,-0.7522552687251762,-0.3706818316647742,2.091245606834433,-0.5113381201484145,0.1711773941093478,-0.7622852862405497,-0.5827151750643438,-0.6994611748341917,-0.8401726459919627,-0.9148438324241839,-0.9520548979539327,-0.7786588344918621,-0.7369027335825712,-0.9649462003346548,-0.5251570858277955,-0.7228528481749118,-1.028543265234456,-0.8576207440154653,-0.7906217779571062,-0.9002854316862869,-0.9800015940444626,-0.6820223919203693,-0.09280700031533332,-0.9321240034895248,-0.7648781692089044,-0.5452064269851948,1.0435160794082539,-0.6713146583615676,-0.7915332130825113,-0.7331437315074829,-0.8100597493817935,1.0080768612955449,-0.761705154521456,-0.9413416897335994,-0.8551168931886661,0.20658041329252175,-0.917384400352748
SIDM00810,-0.7681066829627682,-0.9104910831868513,-0.8779987261087974,-0.8619723393068277,-0.8931099320504983,-0.956077663084976,-1.0990793456985084,-0.97535066433121,-0.8387157638843878,-0.6749326082720526,0.04787579416225086,2.4745498519847327,-0.4818892680172181,0.5878504668075234,-0.7717899281056806,-0.8754743191935189,-0.671312852037548,-0.8852029666470397,-0.9161597906143434,-0.8568971120889964,-0.7815914260309992,-0.5991912710112205,-1.0009819684016408,-0.807977957608609,-0.7140198395184305,-1.0548091111579938,-0.8149414082524239,-0.7688121516910855,-0.8615291075696756,-0.8970352676251077,-0.3377411089168666,1.005671658876873,-0.9571023169763913,-0.7164595338528466,1.0432283699312301,-0.5822237941464606,-0.7469292014382739,-0.8398896260280091,-0.7114484909915029,-0.7073670883807752,0.9537570725835083,-0.7091023275883152,-0.8898674031950539,-0.794014594029452,-0.24518207295136507,-0.8740742146475461
SIDM00174,-0.6855058052429686,-0.81334857597093,-0.8180914038121969,-0.8203223226452953,-0.9505195822074817,-1.0568676861515383,-0.8544580445847723,-0.9071296725026412,-0.9078313704009497,-0.6096821178617285,1.2373633605882,3.6687046073435154,-0.4982072712969934,0.7640664305230942,-0.6132889852150992,-0.9146966909347862,-0.7411392751890122,-0.7486016235007832,-0.733780809450109,-0.9019958321687512,-0.6734615839722365,-0.6791902974558148,-0.980040510991215,-0.4864110790543491,-0.6984922685133409,-0.972367777213113,-0.6987340431255717,-0.8062514766628682,-0.8074769305183316,0.4591568613414412,0.1920952782141571,1.8688253672287467,-0.8465802720273895,-0.8011712633473093,1.8595183894654739,1.7271576256154633,-0.43180977531084674,-0.7849994612641502,-0.6823816454292675,-0.6926317656026932,0.016304269065872373,-0.7238510187530228,-0.9686525270612977,-0.8709331836353201,1.0701992802333107,1.4974319294776866
SIDM00487,-0.7653692732844051,-0.8437720450395149,-0.8684983441868556,-0.7900278054927788,-0.9194480462070959,-0.9311152132910424,-0.8841343135826454,-0.9468861572458229,-0.853112839650587,-0.6171667087516213,1.4120132017143219,2.553361036492803,-0.5737513979350299,0.12830883889081504,-0.7455017759817564,-0.8731349454870413,-0.7612691339779094,-0.7434103204987815,-0.8887829653267382,-0.9994593246308309,-0.6322579424435228,-0.7112638840456249,-0.9461478854568598,-0.5417994114586226,-0.7451357767059565,-0.8920696991882836,-0.6811835880634743,-0.7491102391463069,-0.8347890702569735,-0.9144761901356283,-0.5883708001966137,1.3460723110171064,-0.9547141898153351,-0.7106461315581731,-0.6629630855009092,-0.6311262179186897,-0.7807748215359078,-0.8464375555110446,-0.7531208727821972,-0.7781543931983735,-0.2227412797568045,-0.7501060376457701,-0.9273315515908698,-0.6782829398917852,-0.07556824784076058,-0.851830171142968
SIDM00263,-0.7761552958814797,-0.821114564048598,-0.9204075306150418,-0.8892402252517191,-0.9634395125701813,-0.9403007945398445,-0.8227103542421277,-0.9689582442406235,-0.9426070214113568,-0.7273135154974899,0.009557931498871448,2.8519539087703007,0.32639347335333485,0.038602221532325696,-0.8255030699266847,1.18991010534065,-0.7256247599975791,-0.849428966793757,-0.8807087848487838,-0.9477961636861175,-0.8284584630609843,-0.7344494844581149,-1.025579101878703,-0.5995516303050852,-0.8631373115663598,-0.9528141450849155,-0.5981559389155813,-0.8115501589998081,-0.938189335420187,-0.9500495367219957,-0.4562618780079053,0.8706790358771221,-1.0145417736591684,-0.7998657822434392,1.3426147586996098,1.451468478373554,-0.6130906241432424,-0.7017800616914798,-0.7831734324949251,-0.7602323753670956,0.44273409607151015,-0.7931829482568251,-0.8160314486641959,-0.9083990310709591,-0.07039296094474123,-0.8944882352806524
SIDM00277,-0.7089677942185871,-0.8047580343690843,-0.7777595261115293,0.23186363529536297,-0.8534711299723581,-0.9283607567541652,-1.0850214389680959,-0.9212111755189906,-0.7916933195016953,-0.5881156586419872,-0.13613862401681265,2.6273051390457165,-0.2342169202503624,-0.25840400334994124,-0.7719912613686334,-0.8725823142192147,-0.7160723324733538,-0.7824761771306732,-0.9555678115624341,-0.8999950032018624,-0.5952349900935869,-0.49777956586856176,-0.8922774144741368,-0.4979425333315142,-0.6979359177029713,-0.8350211251893566,-0.8238818721266958,-0.7917060818546053,-0.8030545952198763,-0.8705673620098384,-0.6419054648705732,1.263947949854619,-0.8757142519649282,-0.5429618396452515,-0.07879776298383473,-0.6371646919477032,-0.6141557626242087,-0.8029535479663634,-0.6865092816753252,-0.5951936864457583,-0.11297523768363818,-0.6594076271146486,-0.9281496975803352,-0.640314988122614,0.7912015263214163,2.4226063169754823
SIDM00592,-0.7535750403255431,-0.8128491039883304,-0.8787247874911215,-0.8629891379818454,-0.908568827160224,-1.03455912082306,-0.9725466873090477,-1.0093606816417093,-0.9299025265702199,-0.6537716464521096,1.3106042165573695,3.7369267335999927,-0.6053569255808716,0.7317108005770682,-0.5602392599001008,-0.8154447363725676,-0.7116672502964394,-0.7884697788766761,-0.937109303163887,-0.8579229372828263,-0.6001047181779112,-0.6110447599067306,-0.9505739571591247,-0.6065006793564744,-0.9263243379374003,-1.080196369117478,-0.8294781195974543,-0.8872205945548475,-0.8232240907843381,-0.9941143163981918,0.4195597238530425,2.5247238058780375,-0.9680509300636065,-0.6689322055410564,-0.6613310928020805,1.7621637797053495,-0.753543899496254,-0.7941663776965341,-0.729669599135844,-0.7786729060229913,0.886114155914506,-0.8042436366021599,-0.9836930499965826,-0.7736122884010719,0.21738805349446166,-0.897168227372204
SIDM00496,-0.7392302697083728,-0.9025009739197738,-0.931013573262624,-0.8832553208181381,-0.9791089164470508,-0.983857521081947,-0.9997719244282994,-1.0044270228064298,-0.905187384920937,-0.7743094189887929,0.8279989185643238,3.412210121556241,0.7700309351910325,0.5924618516426425,-0.7259740157229877,-0.9118188236025978,-0.7508769524305805,-0.855365669199088,-0.9694439132285498,-0.9699526084844474,-0.7194809615750438,-0.717230913178795,-0.9866720036565302,-0.6484983390584699,-0.9102782344305752,-1.1140882121815283,-0.8430379641271287,-0.7991081148407914,-0.8848154976870475,0.6574873555153714,0.0416791448740535,1.7642844511918219,-0.9151818946932171,-0.8262128540572369,2.086365363921819,2.2907311339205836,-0.5064785099905662,-0.7515789614143616,-0.7117761977787097,-0.6708471415476925,0.7365830480193765,-0.7320452580821355,-0.907174631276621,-0.7187630269567704,1.3036586542677229,1.7585568921570767
SIDM00793,-0.2620209990408584,-0.3914038890931657,-0.030345398307680446,1.5246485156907577,-0.7809526587033995,-1.0063206490517698,-0.9685212408310874,-0.9371099507543957,-0.8108901242842368,-0.487914122590632,1.7413463010628598,3.645628567132624,0.7918275475011737,0.912335416939552,-0.7555997214101248,-0.7999705484415432,-0.7019147766605561,-0.7517319480857093,-0.7857257886735507,-0.9405313000072563,-0.7784519943282419,-0.5225511314727594,-0.9372824164379364,-0.5945072507991316,-0.8307284859028652,-0.8012238751699707,-0.6956244970754915,-0.7367013568074191,-0.8625987225729115,-0.9984701380973146,-0.5267016866715724,1.8272648828112152,-0.8730019831271257,-0.7546234883293299,2.960284218350961,1.1202131496932692,-0.3344979661531331,-0.7726725213363397,-0.6414571118797741,-0.6057944382882227,0.8276156497125288,-0.76865776244665,-0.9563561176243321,-0.7055862992343,1.3244583718929104,2.3442920107793337
SIDM00121,-0.6916838323831238,-0.6924322336697236,-0.8700355708587308,-0.7715659275841027,0.26998184345685905,-0.93931294437389,-0.5879519569233513,-0.9800520077809912,0.386444355033686,-0.45948724652365314,1.0479555260304427,2.064243112990836,-0.4427312748365255,-0.022398170333596517,-0.7090353317405894,-0.8560558397380384,-0.7482935993766453,-0.8300557841083551,-0.8837261540481873,-0.9098397212943494,-0.6770332443045803,-0.7087584587998138,-0.9649198601425669,-0.6416089277848874,-0.6855066878532735,-1.0226155104695371,-0.7507676963657358,-0.8193600847830127,-0.8048370886978797,-1.040529726838301,-0.7171809142931004,1.12197641625088,-0.917518692850183,-0.7273265459207234,-0.599293912989977,-0.5822514200564384,-0.7469453767213945,-0.7617270244346073,-0.7246709177176275,-0.681886089534857,0.6752388467012389,-0.7188988185799243,-0.16273900556663667,-0.8113389099000352,-0.15354630544457804,-0.8826703541910571
