,GGT7,CSAD,GGT5,GAD1,BAAT,GAD2,GGT6,CDO1,ADO
SIDM00438,-0.6701377169643892,-0.24636919332623075,-0.710186306200643,-0.6086965624131674,-0.7293949589525227,-0.7696196259032594,-0.5712663741668841,-0.8672798791661628,1.7085040931532147
SIDM00231,-0.7252528548797083,-0.3955827003976587,-0.8497336205743027,-0.7894157170100162,-0.6991347613241747,-0.8361715914375467,-0.7392789101007647,-0.9618047483254785,1.459165842303842
SIDM01011,-0.611593073591499,0.3524287396448521,-0.7786455150627528,0.3092914763346076,-0.8167954553435921,-0.8762438546394338,-0.5930052999622145,-1.0366068050394646,1.748011729494411
SIDM00182,-0.7447151564190256,0.434208955776796,-0.8418137373157502,-0.6900111027607854,-0.7468829196408944,-0.7423062923172192,-0.7651815759641657,-1.0015774458700302,1.1543084275722235
SIDM00969,-0.7041439524713154,-0.006126690299334989,-0.7327256935861669,-0.026624450723208692,-0.8340507667676579,-0.7767719769452279,-0.7873387193129328,-0.4270301063345278,1.2077275278015078
SIDM01120,-0.48189732529351204,0.6643945226799813,-0.8087289097406178,0.5235709970266946,-0.7983387027054897,0.6710068859578658,-0.7637895198399446,-0.9679148297196589,1.4060039194795155
SIDM00317,-0.7570326155499228,0.18371127161531853,-0.7992370296270053,-0.6952521079548991,-0.31484649929365904,-0.8745594231743087,-0.8370107545628315,-0.9645915966294589,1.1740837054613564
SIDM00719,-0.36442100731446386,0.6875374673364696,-0.7666492415411723,0.5398179079385023,-0.846609064638525,-0.9065233420116248,-0.717455927339907,-0.48916237654205713,1.147483589123838
SIDM01041,-0.7511467336486485,0.3369802633432078,-0.6933318446914255,-0.6643469526944057,-0.8385503865787606,-0.8992497408174588,-0.7010348022373514,-0.9800222465722642,1.210644787679777
SIDM00668,-0.6410990855507329,0.8304751848748737,-0.7847457757681987,-0.6450381116267965,-0.6535743866880411,-0.9166982081175552,-0.7138651641581512,-0.9899356644372063,1.8006243394513661
SIDM00056,-0.6650748421940544,0.6668368269477633,-0.7858343094209868,-0.730263831393495,-0.7979295912276904,-0.9047481228456514,-0.6867602104397263,-0.6075827264511678,1.6279083500580318
SIDM00181,-0.6767697473391874,0.21637944863823833,-0.8296573155918925,0.0393981816768646,-0.7816371785001771,-0.8494908329765907,-0.7691767165182151,-0.9363692890273674,1.3210449528422095
SIDM01073,-0.7694181263727897,0.46956019171113017,-0.7320576044076641,-0.7736122196291108,-0.8571531964381311,-0.8444467612459765,-0.7529338823733221,-0.9282576514975951,1.512317702747039
SIDM00504,-0.13685581950661882,0.7144823163963995,-0.5163545068485003,-0.7934777029163306,-0.7852236361184718,-0.879673340496805,-0.8010442884513961,-0.9575855400150751,1.2074705085763426
SIDM00472,-0.8266933780959482,0.35455359234626044,-0.7466080637518381,-0.00827343230995318,-0.8874062819462365,-0.8259180226126538,-0.8067185836087651,0.058385198127569225,1.2815009731239555
SIDM00042,0.07518278911753899,0.8234384517288466,-0.8227131352705115,-0.37385145605078673,-0.8252322231739793,-0.9299594668444154,-0.8513124305064509,-0.9583355419922568,1.2098899852407745
