,HLA-DRB5,HLA-DOA,HLA-DOB,IL3,TNF,CCL11,EPX,FCER1G,MS4A2,HLA-DMB,FCER1A,IL9,CD40LG,HLA-DPA1,CD40,HLA-DPB1,IL13,HLA-DQA1,HLA-DQA2,HLA-DQB1,RNASE3,IL4,IL5,IL10,HLA-DRB1,HLA-DRA
SIDM00974,1.161204286635676,-0.7080906547572481,-0.775505554625666,-0.8983192188905771,-0.7316303339107547,-0.8412843161049439,-0.8168606138506895,-0.3755700241289195,-0.8923112139893973,0.042201025931896376,-0.6985591999992923,-0.7405571239300044,-0.8195158003429224,2.894934656983389,-0.6183987863333583,-0.08111320251271215,-0.8287541372518968,-0.7405855774056614,-0.777296370106907,-0.49967083383501143,-0.7743566113164589,-0.8239131647959625,-0.7170169970140096,-0.7912554025171743,0.9102025070807079,2.31163244976804
SIDM00833,-0.7923035800815973,-0.7597315109040975,-0.8830204622615532,-1.0040509096811232,-0.8202797122295229,-0.8444948253769563,-0.9441521871332853,-0.3339432963279901,-0.9174332188336218,-0.42916352565300797,-0.8571873708669073,-0.8327453480950057,-0.8481133642516177,1.233298890841896,-0.6486750666529496,-0.5739566856660377,-0.9524482180029813,-0.8099109977257609,-0.789952154533171,-0.4169162018064178,-0.7641904298042705,-0.896502222028537,-0.720944907811401,-0.8083915283634042,0.2958602274169992,1.4794382325915942
SIDM00562,-1.0456578683959992,-0.7091557679776183,-0.6051142776619378,-0.942832173305454,-0.44647177967552454,-0.8272868610684387,-0.8995528509602411,-0.541437873775935,-0.8713270660322663,-0.5342535918516049,-0.5875783123756779,-0.8473474024341566,-0.7150925265528355,-0.6170455583094293,-0.5297031555505275,-0.7863623037305835,-0.8242659158195496,-0.772547240543743,-0.7169206196553675,-0.5361619441618839,-0.6308297778340883,-0.7572730683425741,-0.7982269096956706,-0.8305742824081439,-0.020867366684247036,-0.894023815348655
SIDM01102,-1.0254982307300244,-0.23525420607918432,-0.48987045481415015,-0.974280446485443,0.1506982549761858,-0.8421091684461888,-0.8806564907038283,-0.04041202028879006,-0.9479363508118722,0.6235310815492026,2.478211494003833,-0.9506161320663613,-0.7131672831755533,3.420889177379407,2.7297519942405803,-0.036750172091693845,-0.8587243233156825,-0.7158785380823426,-0.6758971483095858,-0.5575169663957147,-0.9527012605879386,-0.7068907994952087,-0.703493500605617,-0.7029316176755551,1.0124048317774108,3.3506360901496985
SIDM00418,-0.9638822856320619,-0.753614228315015,-0.9028591956561207,-0.926602354822165,-0.5980765109599855,-0.8218868968562834,-0.7711453785244907,2.7515836937684326,-0.8681445163162188,-0.4633952410949977,-0.8630798270643402,-0.9368673881745845,-0.7128948689637225,-0.6838071918264179,0.4318922963381711,-0.7924577227516806,-0.850292478400491,-0.8198406390691738,-0.6938569853572074,-0.779065706840794,-0.8670480591461454,-0.9034289165482248,-0.7255565742573938,-0.7879779793714032,-0.057051939626222084,-0.894304817217747
SIDM00841,-0.8821463859436418,-0.8015023464252267,-0.5377017501743988,-0.5773405460041869,-0.8576412790860548,-0.8357165762263744,-1.0409793052412648,-0.538255959237585,-0.7356998327828836,-0.4998530725464284,-0.8877231924029667,-0.9642846955406509,-0.6749168703292601,-0.5595512608697498,-0.6105303061239667,-0.7504592982161813,-0.9057231498017344,-0.9034275677918289,-0.6869140981058481,-0.4246941024202779,-0.7396937690583676,-0.734760340250276,-0.6795022955019772,-0.7944893826359366,0.10654892903295564,-0.8380829262350099
SIDM00260,-0.9311975218028046,-0.6852871319022761,-0.8238740483940109,-0.8632986977171256,-0.8110505909333496,-0.959782349921238,-0.9428095745314325,-0.6954697189049317,-0.8109872939360909,-0.5852736027978799,-0.8058190165990358,-0.7944803385066669,-0.8482046921448618,-0.558278334628683,-0.6438000069833737,-0.734173404120411,-0.835276432095398,-0.8584743256504279,-0.7713554689396298,-0.5920894839426508,-0.8593454447780522,-0.7990993787744506,-0.7906002707449776,-0.7629895741850332,0.8817104577052002,-0.8001222230789756
SIDM00111,-1.0885030923283554,-0.7688024034712626,-0.851932272344324,-0.9208564169746616,-0.7084484581150566,-0.870344673840019,-0.8728038753870409,-0.5375346428536706,-0.9081476297780731,-0.648671546138604,-0.7143862994691054,-0.8402588773283957,-0.8932627512683937,-0.6466941033979767,-0.7343750497106727,-0.757625159916393,-0.8489276355281842,-0.8300317480254554,-0.7266590127787566,-0.6855680303810274,-0.9081247325490541,-0.7970778882359563,-0.8236800453739839,-0.916705605013129,-0.14010768301507662,-0.8899996714955785
SIDM01179,-1.12869088399502,-0.7148367266360267,-0.8639609065257864,-0.8912865007588813,-0.7673320326020273,-0.9041401920381094,-0.9263397497060196,-0.5081308351773757,-0.9618660850145514,2.551145857690387,-0.7043607884051577,-0.8325811222784015,-0.8543391793461445,1.1283452127717035,1.5149300980506164,-0.46673164145519314,-0.8175947848809251,-0.842534109594578,-0.7987367441444336,-0.7415607073265293,-0.8107879953832544,-0.892038652808254,-0.7455783308074988,-0.7600973097984367,0.007794336994721282,-0.9116324681660726
SIDM00351,-1.0050148504771204,-0.7687774755281601,-0.7556334936295427,-0.928555435304259,-0.6788769529056731,-0.9081131972489006,-0.9565299095818806,-0.6214174851856342,-0.9319155222144074,-0.5737669130054653,-0.7693281500512277,-0.8719013960160382,-0.8416569352738875,-0.5825700252802836,-0.4765691351885747,-0.7013002755848061,-0.8451872465541888,-0.8545718400296863,-0.7390609164752274,-0.6235620855992016,-0.8064723321710049,-0.8362488834145523,-0.843886483235804,-0.7681800847835331,-0.20236281359869523,-0.7634907073339723
SIDM01205,-0.6467941381923421,-0.7641901675808822,-0.6358696375076197,-0.8573634093888017,-0.6180079944871735,-0.8439095031282883,-0.8936786568609177,1.9781120916110582,-0.8760186223649851,-0.4883628953008998,-0.8361742899311457,-0.8047141137220049,-0.7880333628663749,-0.5180269115149023,-0.6269227772092543,-0.771749488126314,-0.7244919180449194,-0.7800373978480903,-0.729920278742506,-0.6379679487713671,1.9048846413049114,-0.8904633945442102,-0.6555525670293335,-0.8452264357649967,0.6272584389090197,-0.09011162379728917
SIDM01095,-1.0497029818031727,-0.8204981480814959,-0.7992987282305345,-0.7775606056844848,-0.8563490174763123,-0.9121479001193218,-0.836731485999346,-0.73131877642323,-0.9063270800635042,-0.6117792389607389,-0.7897035806660967,-0.8626116374949956,-0.7584773731887963,-0.6255736670323203,-0.6473594844553094,-0.7265580583625335,-0.9391019108045323,-0.8902165901815857,-0.7278551193427765,-0.7365704522767272,-0.9285354809972377,-0.84283465551094,-0.5706713219324303,-0.7586987693315702,0.1561243545668478,-0.9381173189065646
SIDM01159,-0.832685159921439,-0.7501499831461989,-0.8340354836929897,-1.0365868821762563,-0.6701645280035449,-0.8747014836463605,-0.8516993139883142,-0.6595301373848208,-1.0056152366743116,-0.05299538318569581,-0.8113072792658461,-0.8617090570741083,-0.790084387560475,2.502629262635654,1.605804306716644,-0.15264639654220494,-0.8274578188264469,-0.8199752222210921,-0.7596750681977812,-0.7095193362823164,-0.7533310091828144,-0.8809153771884405,-0.730141862501736,-0.8256305252821864,1.160684037148733,2.535064907537037
SIDM01183,-0.8949114673652333,-0.7444507940491185,-0.8554429013374197,-0.9423054392097951,-0.7142625354798494,-0.8772516265548667,-0.9174503986819559,-0.5708740544820052,-0.8157321612699803,-0.5937876674203606,-0.7447221149690394,-0.904391961943591,-0.7835450722620418,-0.6407577206056748,-0.573055128641364,-0.7837828165801275,-0.8476310598955498,-0.803434828601948,-0.743113129497807,-0.5064099986826925,-0.8470895991021491,-0.6349149638301179,-0.9123794196576535,-0.8193282550039326,0.584378430201756,-0.9157014729005143
SIDM00328,-0.8905466337750131,-0.7543593807846636,-0.7276313644838349,-0.8921076565894839,-0.69060803190793,-0.8720783380245207,-0.9549243034560764,-0.6339730258988425,-0.8574416846678785,-0.5662718525265814,-0.8526444041714385,-0.8787393365359757,-0.8920988485519338,-0.6871407161241231,-0.257779715893107,-0.7098002381870867,-0.8793614506129056,-0.8812542337275004,-0.6808337895258627,-0.7597344642558448,-0.7839862133890301,-0.8145092266807815,-0.7276313644838349,-0.7581650829365449,-0.2396440128433234,-0.8180116204802043
SIDM00389,-0.8994149324004088,-0.2872369761762579,0.16429314190508895,-0.8675797992014229,1.4423585289095688,-0.8132917025048844,-0.854025864911625,-0.6361382942622192,-0.7761615990814483,0.9287286562275684,-0.6910963718703386,-0.8641985211240257,-0.8107172928511779,3.1647239659735633,1.418515540471315,0.9191703918835353,-0.83130901559065,-0.7203799904393828,-0.7528988580956227,-0.6409800414091888,-0.6628802248253904,-0.7745975317724784,-0.769235062626517,-0.7071186123570739,0.35832142964379643,2.8313848019265477
SIDM00489,-0.8478382069406167,-0.7818688103735284,-0.763579885182014,-0.8725215457253425,-0.8210837927091457,-0.8349771713676953,-0.9159815634116706,-0.6952824479947053,-0.9066639429436796,-0.4662156955079684,-0.8613526609217692,-0.8395831092684848,-0.779381620152685,-0.3461796617609627,-0.6070654546877724,-0.8036049895467521,-0.9074951110156296,-0.8578640195758163,-0.8259620521349821,-0.6745065173549636,-0.8735428799204726,-0.777566178454974,-0.8358851875610622,-0.8739533943301468,0.10841534207492998,-0.49260950220993416
SIDM00953,-0.9291393863624754,-0.7398464620285996,-0.9084455542201907,-0.9063969909738935,-0.7506568220848154,-0.7765587358441852,-0.9312218405874733,-0.6877598743804969,-0.8300030082111648,-0.42616192930137253,-0.8030597463047204,-0.8811255335074888,-0.7326098041513108,-0.6265029802844551,-0.09383890114905463,-0.7829625832693474,-0.892925156770533,-0.8249766843129582,-0.8490246063374898,-0.7037961367142348,-0.8565268134246162,-0.8973782968598475,-0.7681263809929545,-0.7485074235447099,-0.5192474290339022,-0.4408837224855043
SIDM01245,-0.908883506907154,-0.8191452347878009,-0.7665954119113503,-0.8266012027200884,-0.7417506367865194,-0.8739529887297329,-0.8337108836664375,-0.7583932911746593,-0.9158000869212458,-0.6269605402866545,-0.752247908504702,-0.8970810400132562,-0.6895346403650583,-0.6067498033176673,-0.6488122706074304,-0.6888380366912285,-0.879915307371812,-0.7909776661285691,-0.7978286086165502,-0.6872463703178296,-0.7915853603837837,-0.7733530630873356,-0.561852804049781,-0.8244058102653475,-0.14793684868146822,-0.8436841644109652
SIDM00929,-0.9881422922629604,-0.8208057241690048,-0.8007210726090074,-0.9362064662073356,-0.7578878087735604,-0.9130422503703592,-0.9098958651995727,-0.4604876711858329,-0.8002255859277805,-0.6534064573160431,-0.8645950784245637,-0.8352707295837715,-0.7953773899759792,-0.41279783471675763,-0.5665349799579581,-0.6653951571923387,-0.9125662511673591,-0.8984890221498911,-0.7899816651711064,-0.7410848734032086,-0.8875179929048637,-0.8536933534457631,-0.8187807015820711,-0.8765466692251795,-0.4012906732214269,-0.8398781785399165
SIDM00732,-0.9091786605098331,-0.8158298214816213,-0.6427814581616214,-0.8392910232696055,-0.7976253659435103,-0.9381190154833121,-0.835320472598421,-0.6110034056774537,-0.7360397948172952,-0.5484796542436249,-0.8879678088271795,-0.9468824702164746,-0.7369765511737996,0.905930706100071,-0.7398905631504178,-0.5074002967488334,-0.8680255540590608,-0.8332880277303953,-0.7474243470600856,-0.7080567248114221,-0.8871449403161548,-0.7391974818550717,-0.5546538392879017,-0.7825371403695035,-0.2824704108148968,-0.8817609654353054
SIDM01047,-0.8366190020340029,-0.7560713965917361,-0.7819871311708596,-0.8957451656408982,-0.7506652084181931,-0.9507720170933485,-0.5936010118921534,0.6072322529888838,-0.8603656923501734,-0.5981412021666661,-0.8092061837978666,-0.8617389282593431,-0.7490163991370695,-0.6490905481141095,0.21010657188724394,-0.7117943281452839,-0.8297281248410012,-0.8303402735689914,-0.8212777979197055,-0.4619621002402237,-0.7921657853758962,-0.8262494745267807,-0.7196048700302728,-0.8249769846914596,0.06705353894920063,-0.8611452744666194
SIDM01229,-0.9650843645554861,-0.7229417566920544,-0.7893344339355238,-0.9295279371056161,-0.8166980523234979,-0.9735060749721103,-0.9123035424144939,-0.25144358459044464,-0.6994690392727005,-0.6062167185480203,-0.7347486907883665,-0.8559483848139696,-0.7782386705955748,-0.4710757108118823,-0.6489981670875491,-0.5700563483495131,-0.8360175248348649,-0.8831385382093369,-0.8529144538385868,-0.7274413295362295,-1.0190745435237825,-0.8837521212404388,-0.6720122576078633,-0.8206975596265677,-0.19610862806522752,-0.82913328776843
SIDM00540,-0.9596086218627071,-0.8136801540488305,-0.8618436399509493,-0.9519195774928532,-0.6542756715547038,-0.8282940310269418,-0.8821041603326188,-0.764968474469054,-0.9824100872657001,-0.4278901218828518,-0.8316383620236046,-0.9001371805798583,-0.8374840383298962,-0.6180927950749155,-0.1090372555886446,-0.78460197205381,-0.9178917584715938,-0.9129053939709264,-0.8433830024914015,-0.7487759495183832,-0.972293903663708,-0.8215694534485797,-0.7129238233583419,-0.8617521258770524,-0.1538451237247674,-0.7473958164896882
SIDM00264,-1.0350641252145523,-0.824774024551215,-0.9718991528812783,-0.934189508026422,-0.7425568819069358,-0.9110990002311331,-0.8966631737995822,-0.6234741972015292,-0.8653981215268948,-0.4300860530436108,-0.8369800014662607,-0.9167157684004419,-0.7812298135620892,-0.4411853138179466,0.14826806657979347,-0.522697644459679,-0.9011358576116142,-0.8464211494135522,-0.7858199299363858,-0.6997213233144925,-0.9169549886200319,-0.8933322495525345,-0.8183026014690594,-0.7541733808422212,-0.381302701246769,-0.8709909520655575
SIDM00842,-0.9408139222077274,-0.7065043539165173,-0.6390479981547664,-0.9434416479611258,-0.7657906809352725,-0.8258328013186667,-0.9061813512624479,-0.5807961364990315,-0.8629484777504701,-0.674140386943472,-0.795350678489299,-0.8157321373759401,-0.6733051230684163,-0.5357019867920577,-0.6623645261590314,-0.7502510071915259,-0.8151560448680444,-0.8690070023366486,-0.7384838064748079,-0.7406343057780902,-0.8680187188704584,-0.8467873080496237,-0.6722366756863748,-0.8815839124761707,-0.39665562682982397,-0.8395667865483405
SIDM00923,-0.9016563388586956,-0.7906214097551982,-0.7124126739982696,-0.7663492182431865,-0.8006835015733939,-0.8757919615995998,-0.8781759451840924,-0.765637262370117,-0.8332040824031334,-0.5620350942568626,-0.8145956067827659,-0.9283462972091807,-0.8022666999842015,-0.6752930229497178,1.535244192932333,-0.7657767445293385,-0.863091073261695,-0.8609214041010884,-0.7920177760385068,-0.5705866682120391,-0.8192807260790381,-0.8225640013888141,-0.811027230693989,-0.814735672207993,-0.1239446883517726,-0.8030046523768718
SIDM00120,-1.024335676613904,-0.7915328980721178,-0.8648901319686088,-0.8821030511466269,-0.8398483364300365,-0.8695115418520671,-0.7961870267550217,-0.5616015146604331,-0.8327130435358566,-0.5015369699939412,-0.8703057673830956,-0.8291882504972325,-0.7927028410227844,-0.4584915198002157,0.5003074622786151,-0.7474280687952435,-0.8404030763287588,-0.8512825209012462,-0.8285991457354103,-0.555450396050449,-0.8084090650514266,-0.9230859745000816,-0.8232851529353507,-0.8892770676382751,0.14515816583112737,-0.6758298879470758
SIDM00900,-0.381897752111215,0.020756917698793908,0.21236650223781814,-0.9056471774201176,0.5988803348064615,-0.8215363652587615,-0.8959830808594332,-0.5693994027438226,-0.8995434371380577,1.6061867912154641,-0.8695577801127374,-0.7282623836101988,-0.8069901421105428,3.5158749033075427,2.3986636109163677,1.3078166472581885,-0.8451686574999306,-0.7466341196513278,-0.77061710412887,-0.6989737270867428,-0.8285600257780439,-0.7505111140897036,-0.7072871910279331,-0.03684663859294167,2.7157518111991554,3.3428609049613462
SIDM00962,1.425310699102251,-0.6672219856468672,-0.5917053781976201,-0.8839180937481826,-0.440582607928397,-0.8121475197900012,-0.887292802679907,-0.5780642186587326,-0.8478925714982819,-0.554849129083599,-0.7055845093303194,-0.8011906315630601,-0.7575452115555183,2.7619611602788225,0.2523404000510059,0.14903589289214603,-0.8059449496264146,-0.4873935388160962,-0.7268169369294565,0.1236836622388949,-0.875526133567878,-0.8272289459995892,-0.7147032857955796,-0.8760623108172728,1.1817630223050597,2.6158131836626533
SIDM00889,-0.9225120732109887,-0.7185703563013911,-0.7240157468037957,-0.8200922270916287,-0.666752802405069,-0.8060140378252647,-0.8368613757487748,-0.5332339521776039,-0.8763349723307934,-0.6046177402739679,-0.8434572375648668,-0.7368281047091226,-0.7682103640783144,-0.5585908763019608,-0.5528967384119311,-0.7552562996339927,-0.8843920461499349,-0.84459682510574,-0.7192777664286999,-0.6460884197112243,-0.8138876585944843,-0.8225568717413904,-0.7453211662632884,-0.7939694769686892,-0.048177904058361996,-0.8700105070648897
SIDM00864,-0.6133301973161976,-0.6625948210991156,-0.6767666513936895,-0.920287790228076,-0.5500556719798163,-0.8931489957607274,-0.961118536069378,-0.7489660283274883,-0.8522486024963721,0.8390383189544525,-0.8182941933083391,-0.9606591683321923,-0.8277839782038569,2.96010998356638,1.5348509222324263,-0.3729708412061686,-0.9424155209426287,-0.8395318168702648,-0.8837363435516479,-0.8035987082129126,-0.9780146239630544,-0.8426793774411664,-0.8688865946790176,-0.9238096198289586,2.0543344655853133,2.8872623151893504
SIDM00233,2.762485639689653,0.7607049497295838,-0.34237414250019294,1.0378001730915911,-0.25364800312196756,-0.80947594351925,-0.8609455788283445,-0.5694269391146077,-0.9204502786780231,1.1797016911107299,-0.8559387084144674,-0.8378689184367418,-0.7546090052670622,3.451742042687132,-0.596333405721963,0.8638180299113376,-0.8281460077782282,2.9198841312538124,-0.6511476443966331,0.6923723578889965,-0.8415399346969888,-0.8176254694424796,-0.7856941558661837,-0.8124986517343749,2.629356998579155,3.2397959490736072
SIDM01233,-0.9909271735195618,-0.7966347794287666,-0.8145089966366866,-0.9540464623616405,-0.74859840008224,-0.8577071833549643,-1.0113440925459043,-0.5893658412973186,-0.9083517106317646,-0.6610988992359724,-0.8618861670473799,-0.8921534553248693,-0.8406847603820033,-0.6415397718988683,-0.7245174564051401,-0.8050232879967362,-0.8628406730352675,-0.8184491019911252,-0.8517998076695011,-0.7939848047799116,-0.7678950349759596,-0.8386014886797263,-0.7066721043417714,-0.918238659341947,-0.26948238160587334,-0.8677957598286233
SIDM00964,-0.787742012433938,-0.7009608885834201,-0.7507050082041108,-0.9467758519073274,-0.7714961424464335,-0.97810275895983,-1.0010186109156725,-0.752150698047119,-0.8380118833112686,-0.5907061497667068,-0.8923774305687958,-0.7837832344493041,-0.8061279664985641,0.22585529559302034,0.8742071304079354,-0.4760994819919667,-0.9837153704294145,-0.9630328113108996,-0.8466948199986817,-0.4844036958424166,-0.9574515644626981,-0.7927690615822023,-0.8476122850543897,-0.8933477937027174,-0.4841683939369438,-0.3762317424519858
SIDM00196,-0.9393889791065052,-0.8150707432625663,-0.9153836805416373,-0.919357688738978,-0.5252956411528132,-0.9190243449953447,-0.9406241496716716,-0.5236316115046415,-0.9019191423496207,-0.3742470391436438,-0.6903021709174403,-0.7719389284324577,-0.7947527775571426,-0.5998932629036549,1.1717000492174257,-0.721187764388952,-0.941762554006267,-0.8270741142776469,-0.8221067809148201,-0.7516107088970968,-0.875912190417929,-0.8731365350844418,-0.7988072573816489,-0.8571472956533588,-0.63405675532019,-0.936285652861212
SIDM00287,1.4529419872099714,-0.40875002207577965,0.05810663797682778,-0.9336768579537018,-0.7385843943596878,-0.8747487808805733,-0.9216731389242836,-0.34907437434493255,-0.9745434586311408,0.9504917629752118,-0.8120056719784083,-0.8759196029327582,-0.7721963807173319,2.9070762379477157,1.2538958143511958,0.8162757616550894,-0.870516648891426,1.4557513563662068,-0.7770563989269944,-0.3930635705200822,-0.9042341038112994,-0.8413303579735834,-0.67633884484944,-0.8478734553419355,1.397594375822504,3.1505900268576585
SIDM00501,-0.9762165739204367,-0.7687450150394696,-0.7170909454922857,-0.9351027018790404,-0.3156535897754485,-0.8005541897307514,-0.9615695394656847,-0.7660249321591628,-0.9229821831440238,-0.47507012380528313,-0.8587460210898588,-0.8875549797249539,-0.8631301132014606,0.8430575826430475,0.5954369464123482,-0.7143711391288592,-0.8615669384645428,-0.8545850881194681,-0.7589420074668166,-0.776552194009418,-0.8870035042155756,-0.707202057855365,-0.8222805461566921,-0.8419759233471011,0.019678286737965872,0.9357276841028117
SIDM01237,-0.9612750486481602,-0.7302315931519087,-0.8285657910371421,-0.9229741697662542,-0.6407741382234683,-0.9012537222469629,-0.8540035012675382,-0.23829007209155714,-0.8762318192552366,-0.586774651720431,-0.7580778812733437,-0.8868117765475955,-0.7558848654259731,-0.6428427154881233,-0.2795635580080371,-0.7740605690084501,-0.8446556321295133,-0.8469301164226696,-0.8284664202224424,-0.6779567041836854,-0.8610517801461006,-0.8655112191680481,-0.7521364298101952,-0.7127248711225083,-0.006396326286309383,-0.8904733161365299
SIDM01228,-0.9878587086940469,-0.7849174726935434,-0.7903543941995227,-0.9725535604646307,-0.8003951434702641,-0.8519344146494533,-0.8887503841901893,-0.6281656944597745,-0.9023076420276845,-0.5965892341966109,-0.7955142975683632,-0.8889414264100334,-0.8197080369935132,-0.007567931031370813,0.1365156131911495,-0.3992852780647389,-0.8826893717019371,-0.838861468742318,-0.7217533789666886,-0.6623306759837907,-0.8451512514028872,-0.9085563214258728,-0.9123647291853885,-0.8481408934713368,-0.29609761275593305,-0.8999736339425947
SIDM00935,-0.8522982713289374,-0.7421065672510136,-0.7215827598042425,-0.8306937687602103,-0.1445981462365175,-0.9547961855713427,-0.8758532547286721,-0.7217154270832199,-0.92555611934661,-0.6020560209361616,-0.8763791906116576,-0.8385015288498952,-0.815441879924188,0.15987761277434612,1.1118646323366805,-0.7666387939018064,-0.8521464392526212,-0.9212691530159346,-0.8365269384301002,-0.358205740679327,-0.7959291727310702,-0.9326847806324032,-0.8449318197067013,-0.8249343453302656,0.04546975934546324,0.3648996071624168
SIDM00954,-1.02014107500839,-0.7870731769054593,-0.7884950676342828,-0.8981767218007721,-0.7638486906274267,-0.8511969885256611,-0.9302989953207793,-0.5524824312686148,-0.9213225704901215,-0.639171197932372,-0.7639441577302658,-0.7943159801616212,-0.7496184550012253,-0.6570519393375144,-0.5715831935080804,-0.7773208429507353,-0.8267528066976617,-0.898938115326335,-0.7698518959312679,-0.7368691345786321,-0.8616630571474769,-0.8634860949683862,-0.8228926062165737,-0.8343008492367713,-0.40346267400306324,-0.9459732449877633
SIDM00951,-1.0173431355177787,-0.7977208017189132,-0.6819065898531774,-0.906350482354231,0.3306934776701477,-0.884231740928854,-0.884044218193555,-0.6196205666479297,-0.9131379182734287,-0.5841254565732105,-0.7736680497566869,-0.8617071120643545,-0.8064901456825602,-0.6418447645664552,-0.6725957094212839,-0.7218858068266514,-0.8497227095247408,-0.8472539956412968,-0.7909277357981365,-0.6949033116718326,-0.8679374408337291,-0.7874923814876253,-0.7093075864017613,-0.7577260421339463,-0.259146649640182,-0.8790208012083743
SIDM00948,-0.7651654471879291,-0.4205771156996255,-0.5848376406368724,-0.8998420153837632,-0.6181451854317598,-0.9477969043476475,-0.9055719336974316,-0.3175927973919493,-0.8820426465937796,0.28348928005917645,-0.7194375713649046,-0.8523311494168405,-0.7985567314875612,2.687531679446307,1.1230876854254501,0.3596434382251834,-0.8300495093466725,1.3423979677519042,-0.7884234666950772,0.030439429298819015,-0.847205183553602,-0.8119353485054752,-0.8254845068639843,-0.7662453855440436,1.5078775755421836,2.8937541567563008
SIDM00203,-0.9409019381884218,-0.7728754869961533,-0.8098199346307118,-0.8661812360582033,-0.6575981787836586,-0.9179738419946697,-0.9614197435439293,-0.5526022955449625,-0.9119520250758567,-0.429040100896755,-0.8348223130061038,-0.9492376969092403,-0.774524657381017,-0.5075199898401325,0.9548884298261182,-0.7906134159630721,-0.8860528428850727,-0.8417560889650468,-0.8112906107924084,-0.6977578388032083,-0.8015588690389926,-0.8936908987336087,-0.8150354189721383,-0.8089469711112015,-0.606037947074983,-0.5503379210182825
SIDM00896,-0.7958798020472823,-0.7419404392847914,-0.6926145828125871,-0.8799966694752429,-0.8326205306880009,-0.8377861344165262,1.122216744712455,-0.5110401710523488,-0.868284699296551,-0.4649724658647993,-0.8093388534467589,-0.7049071216813738,-0.7678686665433516,2.5448592238874213,-0.6299144724426258,-0.5690333120701119,-0.8386381661143228,-0.7989822295798098,-0.7628310224732795,-0.677989559374119,-0.8328023727141705,-0.8560028519428424,-0.7495819755516753,2.270422351914894,-0.42904387167162344,1.6685133166494373
SIDM00285,-1.04256192900018,-0.7896284467338871,-0.8909713622378975,-0.9036537529582905,-0.8042984475157275,-0.8635742218988262,-0.9227520110502961,-0.6880942674155144,-0.8871010838633333,-0.63346724872158,-0.8153700612312601,-0.8308178604317422,-0.785350599876922,-0.6608417536684256,-0.5153499757068534,-0.7858178571618825,-0.8912240525473929,-0.9005291328283582,-0.7598233896636689,-0.76831888305564,-0.9241518460172647,-0.8284263843459674,-0.7704940424904225,-0.827874810180098,-0.32917137084201864,-0.9343617130332998
SIDM00930,-0.9683202539669697,-0.6963131009431622,-0.7562825366018068,-0.7998140095911495,-0.7523654801479234,-0.8816349005280093,-0.8028581512331617,-0.6542744283105384,-0.8536731608549896,-0.46224344901834485,-0.6564887180881892,-0.9209745866161176,-0.8063194348027786,1.8273580029047383,0.6045347955386537,-0.3963975375710782,-0.781822133433179,-0.9043836521188037,-0.7693814570253267,-0.7117104714364563,-0.8438144387127162,-0.7534665055222988,-0.7636148062809875,-0.8071202104883906,0.42840735559933346,1.4357525625287408
SIDM00205,-0.8829215242201189,-0.7912983431859685,-0.8351261050621205,-0.8695838014456576,-0.7313848480716134,-0.8290475142399487,-1.048582586942603,-0.4016244945941325,-0.8905303627177609,-0.4874621918795726,-0.6827300546565898,-0.941935724722229,-0.8246660708275318,-0.02288630661467231,0.8065946688138651,-0.6386149331934861,-0.9666701617490433,-0.8477753810869505,-0.826072301424309,-0.6901039440166528,-0.837798425525814,-0.8714136069839955,-0.901879896834389,-0.8630845524607451,-0.564383419273239,-0.7472578099021724
SIDM00535,-0.9589629313049414,-0.7080860035594847,-0.8037348854304406,-0.8943081680794379,-0.610467087346654,-0.8696916086351435,-0.7378303131108028,-0.6225539122841312,-0.9632990406373948,-0.47442397186989615,-0.7116518359426254,-0.8424935421770936,-0.5956956483519356,-0.6101443725866725,-0.5818136853857043,-0.7776585059651965,-0.8540012701893798,-0.8423640742430837,-0.8082760980968705,-0.8353007780184563,-0.6499430985220801,-0.9729686223979611,-0.6317230558545947,-0.6986273567290532,0.14616979969702149,-0.8748800532860679
SIDM01175,-0.9630470800897021,-0.725560657900789,-0.8346180149994051,-1.0009504941135272,-0.7016910913049125,-0.694501501028512,-0.8728385180752359,-0.6061344017351271,-0.8788678480850431,-0.3513578150732351,-0.8281524887288012,-0.7755110813953356,-0.7890139694255375,2.1630746515534347,-0.5744874742403279,-0.29092785846272584,-0.8229901863380273,-0.808851359263629,-0.877422832177506,-0.7666591009584821,-0.6652121725242991,-0.913479073703657,-0.7771962439021157,-0.7748355693491957,0.38511332700192197,1.2555289321116168
SIDM00832,-0.9789825922261204,-0.7441145647524122,-0.8294956538264269,-0.9571328277659723,-0.8375911945078467,-0.9210313830644423,-0.924083211912878,-0.5728177724759868,-0.8176391515654973,-0.5918525545238539,-0.715555132122498,-0.8320853194918972,-0.7666696201740495,-0.7311595575816326,-0.5282430501082939,-0.8324601753721869,-0.871765198978071,-0.8654820465848404,-0.7326370041204988,-0.679324607743413,-0.7835455208859478,-1.0224559620474616,-0.7014386205601205,-0.7998838068527198,-0.3811400008521883,-0.900947428642828
