,CYP2E1,CYP3A5,CYP2J2,CYP3A4,PLA2G3,AKR1B10,CYP1A2,ALOX15,PLA2G4E,PLA2G6,PLA2G2E,PLA2G10,PLA2G2A,PLA2G4A,CYP3A43,PLA2G5,PLA2G12B,PLA2G2F,PLA2G2C,PLA2G2D,CYP2C9,PLA2G12A,CYP2C19,CYP2C8,CYP3A7,PLA2G1B
SIDM00974,-0.7012464009163285,-0.7922216776209825,-0.07092211552463666,-0.7893956981801739,-0.7493401709701938,-0.920115350952905,-0.9767151517624139,-0.8254831072711489,-0.8977976287203261,-0.6438527421751444,-0.8379044510018074,-0.8070378687085786,-0.921408017261457,0.10779675930888728,-0.9110649454111319,-0.9615000775746313,-0.8177866022396688,-0.9356047596907113,-0.8631873563568058,-0.8260453193494454,-0.802675843619612,0.4375680992921819,-0.817769775961843,-0.9426864255543916,-0.8468429105041798,-0.9850115248766471
SIDM00833,-0.7249268654431493,-0.6118768797089192,0.045530372454469455,-0.8129057876557727,-0.8234914925880883,-0.8156051294944509,-0.8365623708866049,-0.7628691462932964,-0.9596947425076315,-0.7298857794210573,-0.7722429322183451,-0.9782553848800812,-0.9978766821246113,1.7960155010943581,-0.8761131307199046,-0.9542777364237015,-0.7208306363686824,-0.8810466218800861,-0.816988512141149,-0.8020136238568871,-0.7889682783819977,1.1951161613092929,-0.8234238760833189,-0.9977708316999627,-0.274079709717394,-0.9521424196419654
SIDM00562,-0.6566821325528541,-0.7569612336913439,-0.7968852360185591,-0.8239798076430188,1.1717477515297052,-0.23578078985432302,-0.8910626131765573,-0.8112760534675644,-0.8147179011505822,-0.7108540923363186,-0.7940367311805405,-0.8380098560433316,-0.834155814472792,-1.0135816834827571,-0.8988821764629928,-1.0254039407028683,-0.9133188085284086,-0.8992032056215427,-0.8888081459829872,-0.781758974954311,-0.8209501812935331,1.6300989820021181,-0.7512525980552105,-0.9681384814247805,-0.7732870071233736,-0.8212375814321196
SIDM01102,0.5313040701597365,-0.7445212609368296,-0.6998724701104619,-0.7311102581582796,-0.6531985442773673,-0.6742084892781635,-0.8538465359086269,-0.8032999170463465,-0.7310363320563841,-0.5056839301430966,-0.7387686046866028,-0.7659030513222832,-0.874344113570473,-0.9370651895999657,-0.9103920403481928,-0.9284750456497487,-0.8982259023072786,-0.9289769741845771,-0.7937244725229198,-0.6926811024917959,-0.8744068822107166,0.3940367995551868,-0.746293048175815,-0.9691200702016337,-0.8282315423878092,-0.8913509961892347
SIDM00418,-0.4321257570168403,-0.8571997463995359,-0.7774673531946515,-0.8837478596868651,-0.6013503457458682,-0.7324186156239371,-0.9313760808749857,-0.7645170565874404,-0.7290303370388395,-0.741621445106291,-0.8314388703451268,-1.0750878976337126,-0.8961664067824486,-1.0492377561692223,-0.9330191019376521,-0.9748912509475189,-0.8182859430472322,-0.9430732399635561,-0.8412328938906563,-0.8317880697849976,-0.8213516875976575,0.48437607848997466,-0.894005523610827,-0.9675227049927607,-0.8412141153808976,-0.9574720319377392
SIDM00841,-0.6226479993638221,-0.5596443496879586,-0.29483532960902614,-0.817992114433637,-0.7583302894296982,-0.9233367887942358,-0.7884578105394818,-0.8206735611369804,-0.8411487264415085,-0.5650927680870421,-0.732328121970897,-0.8117993520374659,-0.8002811594140521,-0.9370036673619319,-0.8513467233051565,-0.9907530051162752,-0.8905985882839067,-0.9117725324399041,-0.8632691092290654,-0.6744021725330975,-0.799704873726953,1.107909300324422,-0.7936792649484729,-1.018976090237531,-0.7984843441073336,-0.9750048867114313
SIDM00260,-0.6456529397527121,-0.09431133347970933,-0.6830239082450791,-0.8715139014240434,-0.7543270798134987,-0.7052668767528828,-0.34099156759187815,-0.8205438291527777,-0.803936214599975,-0.7473336701752549,-0.8533538592028925,-0.3980812111528416,-0.9065898582384005,0.500667015097836,-0.9008335362512424,-1.000885468691662,-0.8007564950380404,-0.8586293545121487,-0.9245897626012547,-0.7497146205624194,-0.8262959153837429,1.144430671293616,-0.8336932667059871,-0.913195076972766,-0.8456313037706689,-0.9199116458921699
SIDM00111,-0.602029259302431,-0.8553300586638769,-0.6694582004536894,-0.8299498494538603,-0.5958649332815457,-0.6165301467331361,-0.9064618949106137,-0.8531949907208459,-0.9501850394869308,-0.7811309067069332,-0.7574117053738074,-0.9947874673997488,-0.9392359676099776,-0.5676744227001379,-0.9269526855090344,-0.9568649254617924,-0.8417371504452057,-0.9194219768668791,-0.947397937150922,-0.8275836276618161,-0.765512549399591,1.3127699127596875,-0.8918188813193935,-0.977903136117256,-0.8574722693466565,-0.9826859168481137
SIDM01179,-0.6907461626566825,1.2198359825256644,-0.8156933392617739,-0.7696759893857847,-0.650393280682539,-0.8099293082928104,-0.8849410282488757,-0.8083170554418007,-0.8576175197911077,-0.7481233846591986,-0.9276299386916296,-0.9321261414930075,-0.9041271869005242,-1.0272053650266724,-0.9372429814818677,-1.0304451127201983,-0.8873415973923799,-0.823468461239894,-0.7929552618155065,-0.8018365834382528,-0.8452827572183162,0.41906119997231006,-0.7660720722090391,-0.6398932443786433,-0.8007667002816611,-0.9567197028550036
SIDM00351,-0.750185244417355,-0.744487421889752,-0.8545339971028525,-0.811093906924749,-0.6829131197662744,-0.8432569146586972,-0.9143053113257619,-0.8165902059768246,-0.7876247588862111,-0.7715745516696997,-0.886495830502722,-0.8604871766695518,-0.9340951960083934,-1.0962796069312597,-0.9419331545648287,-0.9450562938848286,-0.8262713825953311,-1.0380959327517545,-0.7752139961664344,-0.8196310730025663,-0.8102706651433055,0.6834292096742802,-0.8873100451267735,-1.0031065244022812,-0.8013913889164234,-0.9876250847878031
SIDM01205,-0.6358700531005762,-0.8632732621318134,-0.9292099777897147,-0.8276276524188974,-0.6877010501485468,-0.8985801879562642,-0.7415371250931725,-0.8338127332036276,-0.8244815114529896,-0.6950996833987678,-0.7201178718796117,-0.8350800742274694,-0.8471941589572249,1.3476503575480854,-0.9055454611932797,-1.0706760823239923,-0.7701553060844138,-0.8723116551412781,-0.3800627739258874,-0.8104933691145729,-0.9206155669306191,0.7847088795430175,-0.7948382433745262,-0.9744692215874197,-0.8186507466626324,-0.9337554410171556
SIDM01095,-0.8167733893687273,-0.8728547459629834,0.040219006473844084,-0.8667251982800422,-0.6254214922960286,-0.8721203842206443,-0.9076413716791302,-0.8296553911233318,-0.8655477363866296,-0.7705440024429674,-0.7852973622325748,-0.627874686248887,-0.8725641333164054,-1.0074285750552896,-0.892058746226066,-0.9772117821859403,-0.8382568887086331,-0.9606195109682761,-0.8717749337956315,-0.7925345473761323,-0.8375121108301645,1.6267358882389313,-0.7695652535829837,-0.9500966822029567,-0.8189731744479823,-1.005834710869878
SIDM01159,-0.7514329573092304,-0.847403560677917,-0.8558920711686199,-0.8666867688756474,-0.7851879685086488,2.150914021577906,-0.9759643721606425,-0.8625240131150559,-0.9764307347964745,-0.7787236708916678,-0.8383880957350442,-0.9948543019185125,-0.8940363190515485,-0.8896826864738497,-0.9781975407020724,-0.6643754572719854,-0.8506443644890517,-0.9643424040725624,-0.8373896067286618,-0.8778888466869408,-0.8377930064381247,0.9375366071814677,-0.7843321425930414,-1.0107845168191545,-0.8760420894473971,-0.9586239212222174
SIDM01183,-0.7721369062341105,-0.7933534071525017,-0.5104174071238141,-0.8023803660248333,-0.23242499637201633,3.804346038942039,-0.7468519389298245,-0.850559350022038,-0.8416311710071633,-0.6979604476290832,-0.7575802853781051,0.058882996696621656,-0.8343642362842397,-0.974892275282232,-0.881492234739998,-0.966733779800934,-0.8453236240286117,-0.9246320625483061,-0.8032716040103185,-0.7665966496858212,-0.8321304775870405,1.6905285646416859,-0.6587802915663376,-0.7367773942810464,-0.8408904455087567,-0.8823065037827666
SIDM00328,-0.7088998024783056,-0.8555277117049316,-0.24049096569145492,-0.8129069191604114,-0.7426756912465927,2.621521782145087,-0.7629326850273663,-0.8511671830741275,-0.8456445062943716,-0.746029834716147,-0.7073474423395626,-0.9702526729087602,-0.8876705857539143,-0.2052865614467345,-0.9428664040176981,-1.0295781691507757,-0.7744562531934136,-0.9808299347289863,-0.81723349882308,-0.8371669673866454,-0.8083393046330629,1.254206335065777,-0.8897468884731173,-0.9902297152484363,-0.8107767099770709,-0.9307102477969427
SIDM00389,-0.5791849806604379,-0.8015190027349535,-0.7813560966489772,-0.7643998419518364,-0.546361260892344,-0.844812466502489,-0.7573814109175034,-0.7960813960458358,-0.836377709135171,-0.57548374061886,-0.7510432716828358,-0.8144310578971665,-0.7856776794881749,-1.0061051224778652,-0.903678446720829,-1.0165836462348068,-0.8436856126019927,-0.9159251557468142,-0.7981335866054301,-0.6834444301714226,-0.7497643056518353,1.1060521590612589,-0.7587325151601445,-0.8844043958936603,-0.7184256135938508,-0.8870324536563788
SIDM00489,-0.6741445919367134,-0.8256948959197705,-0.6942092087895431,-0.8588313241198435,-0.5717178297016812,-0.9108942342611717,-0.9396048860640684,-0.8882978368813023,-0.838853443122494,-0.6668167066696193,-0.7996556452243885,-0.5797083350394157,-0.9215808725246494,0.8412262293006263,-0.9293653017077185,-1.0035547169518584,-0.7911631089346749,-0.9423152341418901,-0.8255101173634933,-0.8325673109025116,-0.8701466383493522,0.6714672384186231,-0.9031983134724577,-1.0133334428683325,-0.8787009034092923,-0.8464559653307199
SIDM00953,-0.8421366177171886,-0.840782735258585,-0.6969256676606771,-0.8189462144509095,1.1488894165820345,0.8429755501530277,-0.8801524523148639,-0.8241926256951672,-0.8478176565544633,-0.6064081420718715,-0.803276649950875,-1.0353499679799436,-0.8646415347138909,-0.7230579070858552,-0.9117573383652677,-0.985886829687657,-0.8414687814567136,-0.9182846272973179,-0.886643936738262,-0.7893335644540231,-0.8763154528379509,1.2751322003486711,-0.8172474749810146,-0.9662786701025508,-0.880463357429946,-0.9039548861850458
SIDM01245,-0.10700184205095999,-0.7960011817829344,-0.8636517185619906,-0.7769798506727423,-0.6804617769926599,-0.9650366905223018,-0.7911694765246765,-0.8640046603071925,-0.83477258579183,-0.6351656486932464,-0.8100787304991974,-0.8202468474995694,-0.8885011952478145,-0.9147299492488622,-0.9095081003336486,-1.0153251988812122,-0.853104272083985,-0.9051824467180463,-0.8055813573786378,-0.7793553897842039,-0.8107550055880492,1.0344735240709853,-0.7807235659712526,-0.9593706120585919,-0.8362214868779334,-0.8463505249495269
SIDM00929,-0.7105512138547448,-0.8162000380901462,-0.976527056846797,-0.8833629519885485,-0.6643265138990736,-0.6804200584184317,-0.9085431626710159,-0.8717646535770054,-0.8347283488674777,-0.7423793280454691,-0.8421395428515605,-0.9899611665909531,-0.8374880375393398,0.31398064913881574,-0.9632182168926204,-0.9391340324869373,-0.8972905374814918,-0.9170446245841697,-0.8677704991992892,-0.7797342481077709,-0.844777549725831,1.4672190851927749,-0.8209117644497197,-0.9731300118778955,-0.8433802989170147,-0.8481657936912244
SIDM00732,-0.0472735700918768,-0.8243115421307591,-0.8307309561989242,-0.7877996872984805,-0.597336764395655,-0.7023936221416113,-0.8866393781873912,-0.8441087493023264,-0.7945919349984958,-0.6636786222125197,-0.8628000172281084,-1.0403067899905738,-0.8673532591521166,0.42012136952693235,-0.9160683978019214,-0.9230505202379865,-0.7614420037282689,-0.9669371951116713,-0.8350719027853324,-0.7304473111980869,-0.8283771077320502,1.2520619040279064,-0.8474243517278731,-0.9427225881138674,-0.8714928525072196,-0.7749793953834784
SIDM01047,-0.7693345178166472,-0.8158202395439103,-0.7916712652470471,-0.7951172082055791,-0.6556660058912673,-0.8779070796128043,-0.8757359651192587,-0.7154830300391378,-0.8412925287003001,-0.684092476608474,-0.7693141992382906,-0.951748795685076,-0.8964807010776898,0.29405479357393915,-0.9156233809681416,-0.9666912271651453,-0.8607795467217937,-0.8277059354379114,-0.6261879363572929,-0.8130258948512802,-0.8505021052851182,1.0894496316274,-0.7602175597563784,-1.0152619815459027,-0.7860484389518868,-0.901180759720079
SIDM01229,-0.5037751426502776,-0.8447671159385799,-0.5109861789389367,-0.8261624213102156,-0.7029818427652978,-0.9899922778822365,-0.8907706849407917,-0.8472183023309521,-0.7339519556297947,-0.7220701041047489,-0.8057651507924717,-0.9001216278820195,-0.9114003822209795,-0.8852799198544788,-0.8904908120312279,-1.0463530704213118,-0.7942466308574564,-0.8437039408053596,-0.7758758953037334,-0.8008176609331373,-0.8416194668996716,0.9904923784947351,-0.7934344209535296,-0.9657488061623454,-0.8750021573877451,-0.8947279486526907
SIDM00540,-0.6887072202528257,-0.7596572727257465,-0.8794899678212713,-0.8799981893192612,-0.7554609421131191,-0.44841226427923947,-0.8286401381893217,-0.83288048675123,-0.8925256497059226,-0.6861409457796817,-0.8722517141760413,-0.7730144370936566,-0.90441918384754,0.4728927202834388,-0.9629515779261211,-1.0118424029805488,-0.9115496241732894,-1.0402499717475928,-0.7581626319522247,-0.8171837727785365,-0.8115455866800612,0.5397274037559872,-0.79604184995558,-0.8206957909320506,-0.8959728646174246,-0.8853738449744469
SIDM00264,-0.7686860568318,1.3204634723571502,0.18218494765330825,-0.8379075668868741,-0.6965552149083357,-0.7969713011874439,-0.932371953016411,-0.8455964883839262,-0.8206161356829168,-0.7623723405223388,-0.9013117510051643,-0.8271913643886469,-0.9039633602830697,-0.7639523923069484,-0.948930628320244,-0.9705762154154998,-0.8701941040510733,-0.9213024247064704,-0.9155375587203464,-0.8437117738246455,-0.8772744138991262,1.174381484259529,-0.7848662770220068,-0.9789915786481763,0.27557693326559435,-0.9212417589853472
SIDM00842,-0.44511218904663397,-0.856314887003052,-0.20867219270222695,-0.8774433671535028,0.2784731994137166,-0.8010311233933539,-0.826548996254033,-0.8766992011952017,-0.7702383129850162,-0.7412535153050643,-0.8886259368155732,-0.7602574327745113,-0.8552983400427291,0.9488696446743823,-0.8707232375898666,-0.9853690121255586,-0.7437425130457049,-0.9283096222503361,-0.8681124989074814,-0.8187309482569486,-0.8682494530725139,0.9866007871561808,-0.7802323079495197,-0.9485042701075578,-0.8140148539480149,-0.8491917867364711
SIDM00923,-0.7095458232685863,-0.8355313523438915,-0.184895239486475,-0.8697089659274868,-0.6674620215270868,-0.9396555274269919,-0.9199291685298635,-0.851653807694466,-0.9119517697650095,-0.6473189240954594,-0.8789179438853476,-0.9112812217976979,-0.8861878636696953,-0.9295015449128542,-0.9551166975367092,-0.999272899662089,-0.8439939477541719,-0.9421886047109875,-0.8138099884819268,-0.7509489029172853,-0.9021729383492776,0.7783122132760854,-0.7414412345629138,-0.9745993787140026,-0.6126931283642463,-0.9094235551005655
SIDM00120,-0.7932102621123333,-0.7929727731855962,-0.20925036496879007,-0.8445967296670026,-0.5839703524798582,-0.5375062833681803,-0.851600543303633,-0.7817306757898992,-0.8551063988671282,-0.7077529601063136,-0.7875601897099841,-0.9157560181336675,-0.8335954754330515,-0.9626113435426109,-0.9473893130458307,-1.0444409610003547,-0.8388022366170572,-0.9259048458742413,-0.9639767532553811,-0.8191457587266241,-0.8503572275923428,1.0657988208482239,-0.8060980284402103,-0.9574215492762432,-0.8957845655310426,-0.8120807718705766
SIDM00900,-0.5152594421425811,-0.7650782866352533,-0.8393904601580277,-0.7987374762367873,-0.7571904553741999,-0.7044971523837269,-0.7248152876321868,-0.7910847165385295,-0.8459864628791823,-0.6224037949264669,-0.7860177266110727,-0.9185907201097638,-0.8759881443445229,0.38317241403953023,-0.9529640587034628,-0.9220326962237477,-0.7732958312041514,-0.9092453769823997,-0.7918850059105612,-0.7826371136747035,-0.805632540034757,0.6568413101324033,-0.7964904967991074,-0.9494620033926372,-0.8672879587682573,-0.9447926832262775
SIDM00962,-0.7073089619160486,-0.7812588047115824,-0.8845082915208026,-0.8198980450878246,-0.7417635071581852,-0.9204502526397698,-0.8259141688168355,-0.7748823754926525,-0.9091618989616682,-0.5680830213040408,-0.7640303653075858,-0.8493358326305357,-0.8648801888145123,-1.0662117168912784,-0.9369130450568165,-1.0898787885196226,-0.8151068971606233,-0.6852935190348987,-0.807746151382145,-0.7774102180508288,-0.8666448856225771,0.6872958083398406,-0.7327621343875956,-0.9541794232477683,-0.8770374462824765,-0.8945934957570529
SIDM00889,-0.69578767769895,-0.809044365072853,-0.7843275729485354,-0.8848681988659608,-0.7240078829149871,-0.8054896668363837,-0.8927999101915107,-0.817118134813671,-0.7510650634860957,-0.7204634041888612,-0.802929444026056,-0.893774628143195,-0.8505381764399488,-1.0671337104373717,-0.9092468350422814,-0.9788417758651756,-0.7089314977662259,-0.9515563245855304,-0.7584992225318078,-0.7690074732780647,-0.8453387031029079,1.0262474280645435,-0.7997668528882014,-0.9963941133689415,-0.8297235648243134,-0.9457405035798692
SIDM00864,-0.8974402800655292,-0.4514132231246785,0.3682229768739909,-0.8873152540196558,-0.11529095557216354,-0.8567150327660005,-0.9800666200791457,-0.8287414126049091,-0.878900513925813,-0.7345173773259687,-0.8198139702450608,-0.7596971592249578,-0.9128174978183091,-1.055491547410447,-0.9372867361684631,-1.0438131728667155,-0.8859312612818586,-0.999407616380858,-0.8342928130973881,-0.8255759356510648,-0.8956778742298089,0.9519801221374119,-0.8394396170496113,-0.6683423927048429,-0.8704449289605756,-0.9586733484684907
SIDM00233,-0.8301634275159716,-0.7811452176200273,-0.12813642848397636,-0.7506538185728222,-0.667710885388508,-0.9112216278879288,-0.8789286087685273,-0.7786165915979077,-0.8002191746627126,-0.6714447271363911,-0.8228642386278969,-0.9097512137914981,-0.8812320186657218,-0.9703458441893407,-0.8571441815437865,-0.9609465095061136,-0.832569397618477,-0.9597784779511229,-0.8634103234462907,-0.7976253537685017,-0.829369665763342,0.6306062691557053,-0.7619540308637718,-0.9887832152819741,-0.8847958049254733,-0.8889775899786134
SIDM01233,-0.7715457122578475,-0.015671361878899188,-0.6383862407014357,-0.8983415448571996,-0.7430786504285842,-0.7829729578179171,-0.9165112760323627,-0.8509799458947759,-0.9633234388643614,-0.7901106094772178,-0.9130530753005143,0.6102005514601272,1.2581932396963769,-0.9625943617838039,-0.8959938059276067,-0.913965644702356,0.702995775964741,-0.9302690314110763,-0.8201920951181852,-0.8361844601953072,-0.8075014928213071,1.058952636520898,-0.8595682423325193,-1.0098979410420723,-0.7842431527369145,-0.9382347687704012
SIDM00964,-0.5984007605848347,-0.7912474344589793,0.13183685813257076,-0.8854581403385953,-0.695542003163052,0.08039864847633058,-0.883957549420762,-0.8180970916046554,-0.8626966209867245,-0.7973868089204856,-0.8018212628174342,-0.5433270554581188,-0.952010234969934,-0.634568890141649,-0.9661211839663824,-0.9126344132972376,-0.9319487495028945,-0.9937482217644505,-0.9035896981287886,-0.8372702581235721,-0.8706236312829634,0.8395864642342346,-0.9044822445079794,-0.9947772458897061,-0.8240111286713251,-0.9380066969191196
SIDM00196,-0.729026141071179,-0.8371159662220237,-0.23204800134930728,-0.881776483474811,0.5519972410185984,-0.8654715074369157,-0.9100680541180345,-0.788506623595768,-0.7608966540500677,-0.7033579299031024,-0.83855536087377,-1.1347775836192806,-0.8638627112751711,-0.7977161383446517,-0.9770976804824771,-0.9819642256975497,-0.9052013771917402,-0.994730687566451,-0.8986506427201132,-0.7992563317513199,-0.8944641888373207,1.2712580125237514,-0.7642482854933246,-0.9673692146536862,-0.8507457023772538,-0.8982123538132949
SIDM00287,-0.724743923833604,-0.8405937179243537,-0.7852678362472006,-0.7726230427268199,-0.8110058593402678,-0.8277526155503162,-0.9202467851259569,-0.7880052482234601,-0.8209481707107902,-0.6745487457517384,-0.856410808948795,-0.699871395251474,-0.8841726183545865,-0.9612655346176289,-0.8258141616998959,-0.971842898228654,-0.8229353044219654,-0.8651253481943675,-0.7864935028394647,-0.7775797984350705,-0.8514730154691371,0.962879235288413,-0.8074382051208014,-0.9706191710573281,-0.7832153503706127,-0.9700307632094561
SIDM00501,-0.637469339170949,-0.7384419953365914,-0.3569281394665098,-0.8443750658450069,-0.40719328970393653,-0.030678222342060083,-0.8537894825723867,-0.9057787708771151,-0.7762970698837343,-0.7245689393424692,-0.8576728678425398,-0.7880308923429091,-0.8255515317532642,-0.5841899042452762,-0.900862984834073,-0.9458322693670812,-0.8281387766944438,-0.9082813601852796,-0.9465208251037922,-0.8110459928681224,-0.8601435830932388,1.1072129631691447,-0.7917536835983828,-0.9705215606957632,-0.8950368745443149,-0.9366182132097218
SIDM01237,-0.7991036107961109,0.9936283860079189,-0.6350986907033166,-0.8363425631150371,-0.630342621329452,-0.05429797408163476,-0.9071609657710631,-0.8488980758375466,-0.8714945715344306,-0.643550390695377,-0.6906310145123392,-0.7065673317856722,-0.4155069803713947,-0.8332133744178369,-0.7886671347428271,-0.9040668889388593,0.36587476826669085,-0.8832222852964358,-0.8787365911888433,-0.7817960179879125,-0.8422839837202866,0.8041314457978197,-0.8228607332488564,-0.8901196864586932,0.9380071057717252,-0.9239773969299702
SIDM01228,-0.7744065090539307,-0.8608994755196419,0.2780204624244604,-0.8250266870974415,-0.6937912962525075,0.4179694901269876,-0.8803750480044218,-0.831977587122914,-0.763491828340289,-0.6760483630608564,-0.7738310628213279,-0.9152477260529357,-0.6207827258218888,1.1586165964768451,-1.0002967424137377,-1.0104024908653315,-0.8602162162297968,-0.8766900682278507,-0.9228154930831274,-0.823591537172739,-0.885511534113582,0.9382244674804849,-0.8341940711564756,-0.9852496803906053,-0.828651169218777,-0.9682008776460942
SIDM00935,-0.7590654983377683,-0.7410987012253468,0.7142604972704069,-0.8981153410699458,-0.7656311600023059,2.696133745943358,-0.9533439416469697,-0.8581291458819008,-0.9494425047664422,-0.7302713802361283,-0.7868973040459731,0.8611206952797674,-0.9235520106156352,-0.19979706761605873,-0.9562753436044041,-0.8574749932764318,-0.8484284191766299,-0.9094012368032103,-0.8721298707081819,-0.799658118028266,-0.8912840299544785,0.9332570873545704,-0.8678743536225888,-1.0318489597491902,-0.8706665436891871,-0.9862715050993731
SIDM00954,-0.8413476445351604,-0.7928085552841767,-0.9447580578176825,-0.8872447789686617,-0.7067403849935971,-0.81036899192351,-0.9419082808092718,-0.8595291240704739,-0.7977324656767533,-0.6112419373886828,-0.9379535582537898,-0.8322435310098862,-0.9034063205672465,-0.9359667354561619,-0.9092102387895269,-1.0427424172019688,-0.8318909444958698,-0.9821656629044389,-0.8849075411519436,-0.8487572453557606,-0.8119811104666856,1.0749114886344138,-0.8607027650750295,-0.9965610958413681,-0.8550039276261819,-0.941668737410391
SIDM00951,-0.11590398581902255,-0.7873999643044881,-0.8212264544732203,-0.8124613036864664,-0.6904725253100997,-0.7998898466065779,-0.9079117472220003,-0.7778287346041467,-0.7913157472034261,-0.6763865621672679,-0.8304524230988586,-0.7499757442047252,-0.8285563255444423,-0.8052937702389252,-0.8222925485601225,-0.8818848590302188,-0.8752737904651056,-0.7996157024555018,-0.7985064357673417,-0.8203471737156726,-0.8325981133416239,1.0846810917296326,-0.753703266181134,-0.9236861302425279,-0.7614291382008181,-0.9189627923081322
SIDM00948,0.07158378610907037,-0.8343889181904934,-0.9224094121781279,-0.86407541180569,-0.6287976978417676,-0.9989258413192699,-0.93336086362379,-0.8033178751607151,-0.7145703523757607,-0.6568259596111331,-0.8485870795946394,-0.9054847090963578,-0.8950786527088296,-0.9237341954813404,-0.9251222897016038,-1.0506577363947038,-0.9339348488360197,-0.955007147105718,-0.832813279802269,-0.7823357130260484,-0.7761983891185412,0.8453813915906461,-0.7943383288854503,-0.9350510214076684,-0.7981672310309281,-0.863515473368662
SIDM00203,0.38308531770800053,-0.8771046433359121,0.13367503622839033,-0.8430141352051809,-0.6655575361195823,-0.6885362025238474,-0.9113782070248458,-0.7823380914505997,-0.8022290293151307,-0.7185219111044241,-0.8298994598309233,-1.06703014982335,-0.8817304828179021,-0.9510498721992834,-0.90565724986716,-1.0291380694482846,-0.9131520633413976,-0.858648784489154,-0.9152820820296412,-0.8562626581271362,-0.8206689468329806,1.0851065697411133,-0.8822289967193954,-0.9905194213336194,-0.8893580586873463,-0.8593481195956183
SIDM00896,-0.20124800334599527,-0.7978467960520652,-0.2702341931131514,-0.8198439085728388,-0.5776673086111119,-0.914556775813754,-0.7337793395993151,-0.7225822998078006,-0.7721756066824831,-0.5766390122018153,-0.7557568461447104,-0.8745978466758855,-0.8851240806490425,-0.9002286355560707,-0.7816424265674253,-0.953419766114631,-0.7746558636184052,-0.8850180516489087,-0.8374509729732016,-0.7411943410634367,-0.8212077704943045,0.8333977874053587,-0.8459480594021291,-0.9570733822342973,-0.7605200414872708,-0.8537986286571235
SIDM00285,-0.789334628802574,-0.8568448075536835,-0.8611397593200624,-0.8043202798297155,-0.6540496933778106,-0.9348459775679535,-0.7930928305627453,-0.8474749757308837,-0.9162284991182068,-0.6972438717262273,-0.8025148475372782,0.07206879157845214,-0.9680238825201509,-1.0848707387716758,-0.9918115293883633,-0.9798431875908297,-0.941727115561445,-0.8393543783819527,-0.9014313582079774,-0.7807541368260351,-0.8823997545590556,0.7318266259198621,-0.837966444169643,-0.8908956006107746,-0.8512980152372035,-0.9237820001980207
SIDM00930,-0.8110093261973291,-0.7702557940299832,-0.7552584505252955,-0.8474106214842243,-0.6427934403106215,-0.7169104562392024,-0.8230293298121546,-0.8558015385276223,-0.7754433177868008,-0.800568366117048,-0.8030285147256168,-1.0538544500742506,-0.8978575741228708,-0.45538614529254046,-0.8513293422813865,-0.9628827853356482,-0.8836651601435593,-0.8237671946064109,-0.8687445018345096,-0.7972009062173182,-0.8146634613765169,0.4299527793678788,-0.7627169330863263,-1.0112286345748516,-0.8279326689005381,-0.9087591806131325
SIDM00205,-0.45803403983793606,-0.783679923110879,0.5267174389585049,-0.8341319218523654,1.1246982967223986,-0.32080071758223094,-0.9246587534143593,-0.8713810421320621,-0.7976962664460329,-0.6010675046040223,-0.8402225612476348,-1.0091047229512986,-0.8868200839281698,-1.0411855072682015,-0.8586276856491176,-1.0113012380365622,-0.8939191051730571,-0.8302466144069659,-0.8139874417563803,-0.8334853914879458,-0.8285309599196473,1.414670822996221,-0.8642957986087562,-1.0050149176754024,-0.8413219120931389,-0.8507756432995206
SIDM00535,-0.7087758342476795,-0.8499739634804891,-0.8407683544775827,-0.9109978810490865,-0.5441159994332876,-0.7347465155036275,-0.849708459980293,-0.8288544665294434,-0.9272419795123814,-0.7024323354833559,-0.8435304032182505,-0.9731995607532992,-0.8511522813880554,-1.0943456139245604,-0.9708504903576402,-0.956900238946431,-0.8402611945291354,-0.8784645757414964,-0.6104881434777605,-0.7792341117476358,-0.7684381169592029,0.9207289458228913,-0.8252231540968888,-0.8810773243571568,-0.9030077001614452,-0.9517711320816559
SIDM01175,-0.6927409389317083,-0.7877029096722805,-0.9123881291450974,-0.7873648905804501,-0.6364034180171583,0.7228597164891085,-0.7114632877386663,-0.757552826863356,-0.7799617772847753,-0.7122171105842664,-0.7328081406966588,-0.908319734448018,-0.8970100004012365,-0.9251989941341101,-0.9448299018864538,-0.9495621275287947,-0.7633079116171043,-0.8871759603492814,-0.8380095793613385,-0.6977708802843686,-0.8413977307987222,0.9934089851081291,-0.8680689191156945,-0.9740048225317309,-0.8627731243722597,-0.920600054892279
SIDM00832,-0.6179823810577686,0.7119532625108899,0.8576803956235078,-0.7897662430140115,-0.5818814150298115,0.14556937887379492,-0.9958678698511233,-0.7421239680191228,-0.7867432509349558,-0.6667270899606513,-0.8165447019770992,0.6543610372077643,-0.7739758267234155,0.6706086693612764,-0.9628251368456556,-1.040787560500306,-0.7074158345535069,-0.7543711925856027,-0.7961826864090794,-0.8029043606553572,-0.7174335455007067,1.3353071397671525,-0.9207445201320681,-0.9745580441763105,-0.8575017819432612,-0.8866901018216349
