,CYP2E1,CYP3A5,UGT2B28,CYP3A4,GSTP1,GSTT1,GSTZ1,CYP2D6,ADH1B,FMO4,ADH1C,ADH4,ADH5,GSTO1,ADH1A,GSTA5,MGST2,MGST1,FMO1,FMO2,MGST3,FMO3,GSTA3,UGT2B11,CYP2C9,FMO5,GSTA4,CYP2C19,GSTM4,CYP2C8,GSTM3,CYP2B6,UGT2A3,CYP2A13,CYP3A7,GSTA1,MAOB,GSTA2,MAOA,AOX1,ALDH3A1,GSTK1,ADH7,CYP1A2,ADH6,UGT2A1,ALDH1A3,ALDH3B1,ALDH3B2,CYP3A43,GSTO2,UGT2B10,UGT2B7,UGT2B4,UGT2B17,UGT2B15
SIDM00367,-0.6803231348612683,-0.7974329093942849,-0.8022084218193186,-0.8376443585667783,3.194414697289617,0.7710090518414862,0.9334044781590896,-0.3959784774108258,-0.8509867709685001,-0.6892004763638463,-0.929933040054694,-0.886811634713345,1.9605435458791014,2.0710121144922082,-0.8740223974901,-0.7330146941288341,1.7351164760572355,1.963675295408388,-0.9530110653358935,-0.8288073447134461,1.8445191131313565,-0.8675733976213794,-0.5052956117170578,-0.9913588529540506,-0.8266994890256268,-0.8023713907372356,0.34924736091888053,-0.9016702796192677,-0.5101889768612475,-1.0022986960567484,0.9525345473527427,-0.7462235921078205,-0.9564912051067962,-0.7306227028111283,-0.8453673856427746,-0.9251918226607686,-0.7188687920774752,-0.8902114122179209,-0.5427264987755913,-0.49662391399521594,-0.5803036718624361,-0.5465042484206069,1.6270656049972614,-0.8240955854465415,-0.8282007492232364,-0.8028804070542437,-0.8747557464463575,-0.11359019115019806,-0.8798533332445593,-0.9235522335696653,-0.8634866849193428,-0.8162614121531253,-0.857335673318662,-0.9757390738408679,-0.9536759991641385,-0.8796648569943673
SIDM00632,-0.5698864146208327,-0.7792102314303005,-0.7708410547677622,-0.860335703217882,3.3583725871745282,-0.5534654541351669,0.5284691160930182,-0.4479570272805392,-0.9009342259107329,-0.40810981352327336,-0.985506613270517,-0.9932562162256832,1.1942359503326878,2.4269838327800395,-0.743248524737629,-0.6410864165078564,-0.5064645877095871,2.599006968377467,-0.891500848682251,-0.8373120251618635,1.5748603383019881,-0.8271733398575667,-0.4263833378207181,-1.082821474299282,-0.8417901296636144,-0.9439708041796517,-0.2831768170556135,-0.9179040232013687,-0.11902969407762497,-0.9379363794395894,-0.7810104903926848,-0.7618344234452609,-0.8801806128519016,-0.6404942044046699,-0.8753273005417919,-0.8578239679500946,-0.9563121600570192,-0.8628530104546139,-0.5691628079979442,-0.5324850325948448,-0.7697655040844368,-0.4600069733117163,-0.8208615064140314,-0.8631378324853449,-0.7690562002949795,-0.8323069524689104,-0.7869447230133213,-0.4415978246580603,-0.7897292500288409,-0.8913069419278599,-0.6203277670191664,-0.7208700012403952,-0.810078246586724,-0.9602800753373268,-0.44637600538226613,-0.622644871131218
SIDM00550,-0.5013275381760833,-0.7720037659559362,-0.861655410337292,-0.8284779037060787,3.663206681988046,-0.5428602521022294,1.030251024240263,-0.5167552486671373,-0.7938389018991748,-0.030458060052990822,-0.8771233266959747,-0.9109745451564926,1.800825059521703,2.659444214609838,-0.7562851765335626,-0.7575906643635756,-0.4582984833443313,-0.16021069416574854,-0.9742872910262914,-0.787687061032738,2.156141575282538,-0.8259009442817988,-0.33601061553909994,-1.0639196262231294,-0.8682127713313924,-0.901211753998217,0.7015660053035238,-0.8790606380325147,-0.8336489190077135,-1.0174288376074796,-0.17264730102866974,-0.8259565706240627,-0.9349569212276377,-0.6076895715374352,-0.8598384777340264,-0.8129007509365375,-0.9126195847919993,-0.8395671133098662,-0.6228323969460899,-0.5836205443122228,0.04621130950613045,-0.6395559293920241,0.7138694240297876,-0.8773422699221683,-0.8051832355950079,-0.8416738154068939,0.022984068637064474,-0.2798990462406677,-0.6804847834930218,-0.9721387856981685,-0.6528565987906425,-0.8712995945468571,-0.7929337346040896,-0.8821601127313484,-0.9877583781262524,-0.8292280997792068
SIDM00230,-0.5783769037925846,-0.849045334734869,-0.6941598375664172,-0.785617405738815,3.468399253591723,0.3887777683317391,0.2956358843238671,-0.6391808176707832,-0.8439081338864171,-0.049895293929050115,-0.7362571769623357,-0.9775509484478582,1.9847108914468654,1.5831194743836647,-0.6877215572210171,-0.8466023575974151,0.4414789118471885,3.0825409763663902,-0.9425538229201554,-0.895932370892191,3.0753515773620674,-0.9239284320954643,-0.4074137628050954,-1.065835049617907,-0.9037736168742397,-0.6565890027823145,1.8246818846612403,-0.856867695647014,-0.751349871436007,-0.9778586941748053,0.2572573073009842,-0.780855724240817,-0.9606024251137614,-0.6629089624758909,-0.7014771510967891,-0.8583840123553433,-0.870984565341731,-0.9169825020023584,-0.6523635971149098,-0.5721698512530082,-0.5696711621786319,-0.4347182229783432,-0.8407259741442384,-0.8946283433870739,-0.777639621840396,-0.8111812585189359,-0.7745782638594773,-0.4051693159227835,-0.8246198065972493,-0.9143789022878023,-0.7131179411069691,-0.8926192789020078,-0.8663018692406207,-0.9490586335046246,-1.0799885949037855,-0.6626625157181183
SIDM01206,-0.7356335309014433,-0.8044936408442799,-0.7249712716748238,-0.9016099578333494,2.85006666396115,0.9230741557556368,0.6311145975948627,-0.36524186459625535,-0.821463346331368,-0.6291519277362708,-0.9494160242927181,-0.7405500457826791,1.71663136170589,2.0485270198111385,-0.8264493397055783,-0.875637662116761,-0.20955255650139834,1.894415086037571,-1.0103685904004718,-0.854636432011284,2.654302699754672,-0.9032858042119533,-0.33745419807868327,-1.06120977692987,-0.8303707584047002,-0.9603862199490646,2.3544718107756966,-0.9539263942702657,-0.6249139891214266,-0.9739308092450605,0.31577628287983805,-0.7586066792749494,-0.97388371876182,-0.5015441517967304,-0.8159896534616976,-0.8831858525745395,-0.8363389922815607,-1.0127961008973048,0.3598047640358307,-0.6280066589361383,-0.7524553254613561,-0.6109652437197334,-0.9640936999588203,-0.9753387905870844,-0.7017749449849331,-0.8435548660057969,-0.7157610786221865,-0.4133594339161291,-0.8414825614732045,-0.9053181703335003,-0.516479370785883,-0.81563590375571,-0.71122992159331,-1.0310383826877727,-1.0776917482363686,-0.8332257855401638
SIDM00127,-0.7103881290328542,-0.7852040432240481,-0.8101887087484614,-0.8657014856215457,3.67626099423746,0.8605575639508788,0.2819410495661946,-0.4095999480574951,-0.8350347546840661,0.2360686309875513,-0.8863808975966554,-0.9633693040169384,1.1559781252493313,2.2011414683748862,-0.7928598362664059,-0.7080121928873616,1.8652021778643457,2.9802232327043585,-1.010787324190373,-0.8274446034234602,2.1481320691747485,-0.9409877595538951,-0.37697896367191785,-1.0594877657995914,-0.8652911496452312,-0.8803368096464629,0.23930248318139113,-0.9238455688796325,-0.8485674160304926,-0.9472612229512747,-0.5919066165484188,-0.7061962427695838,-0.9606819872983099,-0.619672638964914,-0.5697985634239137,-0.8076035288011585,-0.8676402356289713,-1.0000081244993344,0.337214394573895,-0.3290553656306801,1.7394501311728523,-0.3260189995611963,-0.7781158936363822,-0.9552005576245481,-0.8425928037935208,-0.777385819955329,0.70925184165555,0.8030137155592751,-0.7882400681102952,-0.9557765653277048,-0.6935567508552754,-0.8944994713020078,-0.9083836461445953,-0.9663999371765797,-0.8755451708821291,-0.8117571485559859
SIDM01042,-0.716197206319153,-0.7685092502179838,-0.7778350901365132,-0.8458297425873,-0.1676538287535775,0.5638801059847127,2.0112544893052102,-0.4725632173724807,-0.8231481104785184,-0.6618886076445748,-0.8363334702006138,-0.8313008836736326,1.4205227233432314,-0.1069487400993835,-0.8330973148187392,-0.7286364228118891,1.9533936983703046,2.8455442995344016,-0.9367945862004677,-0.7650620675075601,1.975833023292162,-0.788242844793034,-0.5616804329581506,-0.9532645067862628,-0.79284609115801,-0.8846943335405327,0.3952033484985116,-0.7429097857102566,-0.8149296290201575,-1.0089934201943738,1.459127943505059,-0.7636799843300468,-0.8092561065862599,-0.576884295322344,-0.8796174588384434,-0.7690855320362002,-0.8524253583381731,-0.856123714363647,-0.4771794197507821,-0.4385590138845828,-0.6260521862796374,-0.2679597103743182,-0.7275609483172654,-0.8557511088515586,-0.6408186085279528,-0.8622562360549297,-0.7723411853766043,-0.21588178238454345,0.07334330534438493,-0.8702292220269634,0.07820081893336255,-0.7022425879200703,-0.8277503228538388,-0.8398814370316803,-1.004570168561916,-0.7344190552131612
SIDM00491,-0.06820136548184828,-0.8133066834955827,-0.7736867860921331,-0.8423873378484007,2.501091375798198,0.037716811031337,1.4117775725817705,-0.6236486467835421,-0.8725777726495418,-0.8361748033753248,-0.909406186086299,-0.9141621271470123,1.6445140398829647,2.899637412129989,-0.721128854403588,-0.7588806241134226,0.1031007736834904,2.783368556435714,-0.9271428951672331,-0.8946244182478668,2.2978419571109545,-0.8893871660469231,-0.45863275044637813,-1.0184943301409308,-0.8257118368595753,-0.8408889987420501,0.2065385738862446,-0.8402313704967459,-0.8727012294918242,-1.0122596435062743,0.31052129565611936,-0.6279537822251785,-0.8978344773371957,-0.47132683212369025,-0.763809690734882,-0.917282896951282,-0.9133514979045663,-0.882094557222468,-0.5089546547933761,2.526065309381327,-0.658969500623305,-0.6247005528183259,-0.7963865449498986,-0.7668391329756232,-0.7275555310369837,-0.870756406787812,-0.5470139942516123,-0.1840793583642567,-0.9063437762320239,-0.9711045918994549,0.7417243257196591,-0.8185508182059528,-0.7953837082506016,-0.900056833291929,-0.9983329266606601,-0.8271490000325492
SIDM00488,-0.11552877253231464,-0.8087863750330397,-0.814923845555278,-0.9059572063747919,3.378752377175324,0.8448213912406886,0.14028434246256127,-0.5831193998738996,-0.8768513072954723,-0.700422759973944,-0.9308269442052605,-0.9749770259624618,1.360237729572845,2.232812275686464,-0.8227224195884807,-0.7846416621114746,1.546745949284024,1.5665860866499322,-0.9899705881071685,-0.8752199149054887,2.3442702239501503,-0.9424520284053403,-0.5453463018541475,-0.9653987089859296,-0.83256844078091,-0.931205046583745,-0.6213271614250406,-0.8974558726313995,-0.8306186420840938,-1.013373719613811,-0.19228239676853096,-0.7998256108976547,-1.0030504782301095,-0.7547334353644225,-0.48518774374267787,-0.9160968025072631,-0.8841253786378832,-0.9254216920180017,0.8314900775564644,-0.6362109919962354,-0.5889855432493717,-0.3603360927003224,-0.926369267405619,-0.9103237326149319,-0.8205631236573503,-0.8524328194879337,2.3773222384048034,0.4338963764018204,-0.810645186784215,-0.8831750504300973,-0.6576884871572112,-0.8541389111086993,0.5258661833976371,-0.9874095156097403,-1.054903677080502,-0.9065747528648164
SIDM00190,-0.7335085318448009,-0.8138835804650019,-0.7912953689996243,-0.8450956542637393,3.4363168815343887,-0.466795388396755,0.6480165960914038,-0.4707767355528457,-0.8503616334995978,-0.3044879488004283,-0.8729296141279576,-0.9025798168423013,1.2482257963856238,2.4920965128782178,-0.8757510662660902,-0.7259593335058157,1.8496732681445816,2.75405345469197,-0.9639213613158967,-0.9226961325278252,2.8947222334758784,-0.8426945726906828,-0.5399024515823804,-1.0373376837471902,-0.8316560031349042,-0.5715865969628634,2.1446769799299954,-0.9380286019084132,-0.7807279724718275,-1.0066102051748846,-0.04736748585737076,-0.7345939358395713,-0.9208099386474169,-0.6497771164395161,-0.8581652031623372,-0.8417878884803551,-0.5023698606708087,-0.910057586612577,0.21030158843737093,-0.6544923542860245,-0.5129514469562404,-0.2801778753723655,-0.8488757375964586,-0.8593221600360269,-0.7454830696470025,-0.8801070734349512,1.3145586803910392,-0.07065651057620463,-0.8114986569351472,-0.8946968155231938,-0.8164753026062996,-0.8137740218696026,-0.6890243134181177,-0.9863225085864902,-1.0917268650547236,-0.8761560970594982
SIDM00542,-0.728695841072954,-0.8828755581511625,-0.6551204817671354,-0.8674785920147461,3.13604033806232,-0.23659468906508865,0.2937665154924121,-0.6444529384282257,-0.9050539153657209,-0.5152744038154711,-0.9228064192751864,-0.9762932231976343,1.7416268122718526,1.711678529207314,-0.8785187794317104,-0.8922989179925357,1.5569142530617623,0.5802201517227082,-0.883448212621372,-0.947736448752871,2.8049331824326407,-0.8552291290454146,-0.5899651331056001,-1.01168434949346,-0.866528647155929,-0.8558645284600623,1.5478217666091894,-0.8190509663491533,-0.7760180767577299,-1.04463372128146,-0.3142889409691158,-0.7733090319546262,-0.9194286258354905,-0.735349837618901,-0.7953201617677664,-0.7267003884475479,-0.8440226798212064,-0.9266297627691009,-0.5391657988898374,-0.12394990634343073,-0.6363245425878029,-0.33535803115393836,-0.7973390037503748,-0.9445385832059761,-0.7951486026501627,-0.7567553344478734,-0.8085701836264463,0.09999429275250733,-0.9139193377833567,-0.9928389789811132,-0.7926592586043456,-0.7724916202167604,-0.7299581347028574,-1.0036415339354525,-1.052869316907061,-0.8384611124152623
SIDM00198,-0.6824617083803934,-0.7721351861135851,-0.8212556031207847,-0.7726456228650115,3.117686622101568,-0.2882834020875806,0.7744271916922438,-0.33649952230927926,-0.9458214693519356,-0.36981971625580645,-0.8672351654660092,-0.9820911247285419,2.0334434758332924,2.4758860677046406,-0.8122917716240458,-0.8459174490174433,-0.03922326068148499,0.656937534451304,-0.8732221735152215,-0.9086954164534468,2.845399401214794,-0.9143131740634897,-0.3788791564962877,-1.0454640395942456,-0.9357027479276083,-0.7040085889687178,2.034582738455666,-0.729870271500256,-0.6794459583344593,-1.0429662292632158,0.6237274783554417,-0.7539243609528323,-0.954376752552707,-0.482105842205109,-0.9089953767988953,-0.9037031523835953,-0.8519780643163768,-0.9308701058354152,-0.05661734251788971,-0.4984059805036619,-0.7064616896330718,-0.7182187606911543,-0.8041659168573599,-0.8222796959654175,-0.7045960775689274,-0.84665550800234,-0.7013019079914817,-0.43709448407977397,-0.8434539945550023,-0.8902046607265729,-0.7010275376250041,-0.8093588060940393,-0.7739949219927897,-0.9288759782658451,-0.9878272972075144,-0.8194447946544595
SIDM00269,-0.823531396751496,-0.7778914338495042,-0.7164027912205154,-0.9181985485523841,2.8689224462799716,0.8604515683657402,0.862597014126003,-0.3940431231606329,-0.9071176474004771,-0.7255674101407107,-0.926483293556205,-0.9794038222140962,1.5719237709237288,1.9790808499352799,-0.8374142187377901,-0.9248926114865175,0.42072808049377175,3.3227588592840056,-1.017923420738422,-0.925911813388981,2.2253372586408804,-0.8166780924562492,-0.6352150003340055,-1.0774862635235742,-0.8540579515731836,-0.9487617224215927,1.8025311960687045,-0.9628055033208441,-0.4558038317531991,-1.0077175333875465,0.45382821520694305,-0.7625472006859424,-0.9167582416640901,-0.5869628707206966,-0.7726727308791358,-0.8896820453780828,-0.9025144728604682,-0.791339778714951,-0.06057197161978272,-0.43995619405191755,-0.774999913140616,-0.20125930318768745,-0.8809180188982592,-0.8580214306190637,-0.834854184605177,-0.8314616095164094,-0.7936287139288254,-0.5247160752407393,-0.9103821486808185,-1.0134094439453658,-0.7509569695523173,-0.7424942027712731,-0.6903489122499606,-1.0133372537958312,-0.9691402962629545,-0.7994424354878721
SIDM00621,-0.34963068564958155,-0.8440363798764375,-0.8493846176308967,-0.7926159390359465,3.133796477425519,0.08782976745073265,0.38681139399868153,-0.6399563033949812,-0.8679823293969291,-0.6278585769246511,-0.9111846959632828,-0.9897345751100488,2.132363715501469,1.7912338444589313,-0.8325917709529981,-0.7550838971838651,-0.19397414791941253,0.9128981676134426,-0.9447580076928804,-0.8545025381114286,2.8274238158632583,-0.860818466702372,-0.33865301180486973,-1.0041429324684803,-0.8739908968842899,-0.8223479330507855,2.18617996848067,-0.8910848138708529,-0.6645868466110574,-0.9600608945316055,0.050955932202187054,-0.7058365852716046,-0.9557235468125541,-0.6112675139966957,-0.856527055399705,-0.890971407167182,-0.8910918839768934,-0.9388093304660854,0.12219233728541384,-0.5399615901399041,-0.8378118836432135,-0.8053273168434258,-0.8732886287198214,-0.9485526636137964,-0.7651597816021453,-0.7864986945129844,-0.8314318875145567,-0.501852662578445,-0.8947052196788476,-0.9512384244958524,0.21314015333668304,-0.815079476515257,-0.7480472063844983,-1.046448003618614,-0.9981431551022125,-0.8617370042108806
SIDM00599,-0.7807816992275088,-0.8713144316288404,-0.806010267359175,-0.8108312835065083,3.6077542825184596,-0.08951067233757251,1.0477904189335578,-0.45247297368163203,-0.9133056585844455,-0.5918743647493877,-0.898571263042941,-0.9607940300883123,1.133083832065762,2.15393538234873,-0.7676577759317914,-0.7320280504292112,1.5911861692318685,1.1282986820125676,-0.9954686320325224,-0.8714019821407947,2.652710850384571,-0.8875836590643725,-0.4830918083813641,-1.0050057475029317,-0.8673591764682055,-0.9027392827335742,1.686690853482763,-0.8057953964678047,-0.8407500315602713,-0.6950595681766418,0.2076478690250476,-0.6652149770585943,-0.8390801570251673,-0.5725201620185961,-0.9152646401207053,-0.8350379774499843,-0.7387129643417638,-0.8379931684554355,0.7631742002937278,-0.5769703275956916,-0.7523148530596715,-0.6283940614496358,-0.7626200712349966,-0.7647918010667797,-0.746449448305237,-0.7868380405445248,-0.6319327610645785,0.22916108808729865,-0.7766028041860612,-1.0185005190811318,-0.631606817585809,-0.6976828838666366,-0.7644087659597765,-0.9804663232959985,-1.0681579031619937,-0.8156588586822675
SIDM00118,-0.5302313309859303,0.8631593540077042,-0.7355468311997615,-0.8745122751868026,3.5615920355265738,1.2681176067372533,0.5352392773409981,-0.055472375937327685,-0.8803796474369833,-0.37955891292332994,0.42546105001482054,-0.8112489468364747,1.727490265034389,2.2346751512394842,-0.8882686054843185,-0.8310314561150672,2.2745668332710776,3.096943317108729,-0.9849347173249018,-0.8290807615813126,2.597911137458092,-0.8224294735175621,-0.45241396017125796,-0.863903311291776,-0.807326258268533,-0.770962073760843,-0.24715772257109095,-0.8033484187237325,-0.8040765175759984,-0.9828816419951183,-0.7895656933509771,-0.7178967771694831,-0.8460310742108431,-0.780189671879921,-0.8354686409984423,-0.7306074768514411,-0.8939197439140808,-0.8817027066549818,0.9312399501381582,-0.5541394011513141,0.42825532243417014,-0.05428120695593122,-0.8321398593373119,-0.8607291223370249,-0.6327771140890447,-0.875780133962723,-0.4647126534052777,0.2994524252633296,-0.8275311192660358,-0.948755064798509,1.1624023801669012,-0.918123230524986,-0.6714726234942496,-1.0291588890125367,-0.9871730210626677,-0.37626781635523454
SIDM00596,-0.49653847243375165,-0.8026662831534177,-0.8694772849293432,-0.8615828866096529,3.5359421224624645,-0.6518071826549181,0.42986820876235304,-0.6209656853841515,-0.8493894285388613,-0.49457098798922955,-0.8174369318539974,-0.8831805934526576,1.644344964612177,2.3119095449819764,-0.8703241673709944,-0.7986823341119627,1.9784824927325353,2.756145571886823,-0.9444650506019927,-0.8521663551292211,2.549645494111461,-0.8504389687335205,-0.3723010656709154,-0.9962937552628479,-0.7822234124413411,-0.9030720277985871,0.07183232867644161,-0.8798904823873595,-0.7989257664497013,-0.9628023016719088,-0.8222567836484962,-0.6541131130286446,-0.8883675475461675,-0.6532865075911478,-0.8894507303002835,-0.8077735766945793,-0.935329369936085,-0.8058925467775736,-0.6085776667041128,-0.5963467222363995,-0.5336776801262424,-0.20319168380572555,-0.9103481836871797,-0.9733772813244445,-0.7435196177749663,-0.8494651199949531,-0.8864525888874624,0.6885234749081042,-0.8334346930437538,-0.9564331261190809,-0.7435201169695597,-0.8852029425226656,1.1309061717713147,-0.8535177849435008,-0.9397850388343276,-0.8036687187614404
SIDM01251,-0.5908652317145469,-0.7612726332119562,-0.6312847579753036,-0.7664477307668984,-0.5355171776240661,-0.542296224777598,0.3826061167100699,-0.4592344883339064,-0.8746753898520243,-0.5518212360346454,-0.8753419393903789,-0.8026751322887737,1.2483167732617564,2.204812378659835,-0.7604211968999175,-0.8364609447506569,1.7107376714088092,0.3534519855799882,-0.872338253052498,-0.7815360322003342,1.7590742167073417,-0.8295525521479769,-0.38269068909383763,-0.9730209157264583,-0.8442666021538066,-0.8220829156769932,0.4903692815889508,-0.7685127455383325,-0.6170499873058364,-0.9027608400948138,-0.6714692424750129,-0.7090159241980967,-0.9219306221093914,-0.5246619643827845,-0.7616344482568699,-0.8269471950060341,-0.8822683722356717,-0.7940292365047369,-0.5158663897870738,-0.642953708586575,-0.3926062677947957,-0.29578490403554364,-0.8288107220317407,-0.8275497320602417,-0.7131125550197684,-0.7532700815766722,-0.8203779167804509,-0.3658241219170299,-0.7504465418300241,-1.00259055160627,-0.418000086247755,-0.7642560235237853,-0.7173526353424454,-0.9763398442668885,-0.9942859571995977,-0.8372128119510699
SIDM00197,-0.6517390180933362,-0.8331758246669374,-0.7731527522475832,-0.8857637003039286,3.327479060046778,0.02371182618178081,0.6336534400923686,-0.40477288681406637,-0.8068325671003814,-0.618966010257684,-0.8811364105385625,-0.8640667836403331,2.0629609574489645,2.048897079136123,-0.8812136562629518,-0.8630470670481818,-0.11714153715539914,3.1325996049503466,-0.9158600388378126,-0.9055782364972995,2.734432486855286,-0.8718759799506214,-0.2676426669282617,-1.101089772817289,-0.9341151752757577,-0.9066150649764829,2.101657533283402,-0.8021308578871194,0.830959038131315,-0.9573674442404664,0.6374802417907852,-0.7271857657569702,-1.036822365852747,-0.7862989645346447,-0.8599676151907698,-0.9322989187301587,-0.8566894174493624,-0.9383711144884738,-0.19872683230453775,0.214350334996069,-0.6993467220127372,-0.5472889453527924,-0.8351002200557022,-0.7015159592874862,-0.8102442373802032,-0.8622538458311962,-0.8010452245164077,-0.4454652133657666,-0.8200429469732156,-0.8525690632749541,-0.7340472048989681,-0.9133151086496806,-0.7916609957047668,-0.9361708817378017,-1.0801815647322128,-0.9683603174478496
SIDM00810,-0.7456420607073372,-0.8307276389726611,-0.7231912642660494,-0.8578219563391181,3.232614909130487,0.699116537901986,0.7612871056401671,-0.6260683784532274,-0.8916490930964187,-0.4904486061794028,-0.9071892964852634,-0.8963682969528807,1.6670591196172713,2.3555658380278603,-0.7881303730198153,-0.850368616194299,-0.26657043714195056,0.9210041260336002,-0.9688129697825845,-0.8531861864977445,2.901857566760055,-0.8692965817706308,-0.5714612083440348,-0.9566019745508095,-0.8244599850421361,-0.8576280040312177,1.2773004268343906,-0.8183100055892437,-0.6886727135128686,-0.9905318543062469,-0.5699019029761186,-0.6780482068684146,-0.9672434874939564,-0.5334775743762368,-0.8406964328965115,-0.8701330967115263,-0.9317692247794487,-0.8933140029543982,-0.6244405361970785,-0.5760271499178674,-0.7826958724082985,-0.4549821152406071,-0.8448250661920952,-0.8370022223285972,-0.7643049733697596,-0.7523590739548214,-0.5250795497355014,-0.3535325959763437,-0.8048295054984715,-0.9859075750273686,1.5011449239791583,-0.8198209409204212,-0.630886452626552,-0.9559421673051139,-0.937081894333247,-0.85261166639991
SIDM00174,-0.7725514836796463,-0.7882720132086667,-0.7484037802602838,-0.8157058355962414,3.364568970925487,-0.5870822756795018,0.5251974653934401,-0.6200000026172029,-0.9236168669454479,-0.8786017355097208,-0.9017947988317776,-0.7762042818063003,1.9183580267501212,2.520323337355035,-0.8062853954688741,-0.825178987172915,1.9033760457861244,-0.2534305967073745,-0.9156217136484885,-0.9111162749052489,2.6177124655550603,-0.8300427685110204,-0.2951812072867356,-1.0690040060136865,-0.8853869425766255,-0.801670624358086,1.371676845986262,-0.761793497483394,-0.7804044011177614,-1.0148089471504902,-0.7751509466976481,-0.6809146095656617,-0.9448232588891423,-0.18862586038900966,-0.8529291444065658,-0.8115745000620928,-0.9776835492345854,-0.93346619248915,0.12333654413314654,1.1883489126109361,-0.6195753928876702,-0.5261920728624783,-0.8166223178489267,-0.7847456413894939,-0.8513320213969682,-0.8154891049220915,0.7193123435840236,0.6452195660696496,-0.7844876281314813,-0.9650529534267832,-0.5151635934764043,-0.7853982892406376,-0.7575164354968648,-0.9834406258536061,-0.9828293867018988,-0.8612030129058074
SIDM00487,-0.7562283970311917,0.024500533604372352,-0.808788241248319,-0.8764894978604084,3.0977359434510916,-0.5217512594915914,0.8756826006651622,-0.2950171405375427,-0.827247595350257,-0.18145381073950445,1.2490345570191677,-0.9533843227369179,1.9038603221810027,2.334900179318007,-0.8186737933752898,-0.838721187665443,2.3059692801070364,2.4823859249445417,-0.9485609546530026,-0.8909621858562731,2.3644313533761077,-0.8359108175765295,-0.2802537617516265,-0.9234632114034489,-0.7444399125828125,-0.8719709965488671,1.1648869808967943,-0.8238515292311128,-0.5493790973450671,-0.8140206716117236,-0.7229338822865033,-0.6728480956776298,-0.8847204792644051,-0.6995128523890181,-0.856121344519459,-0.6915984347903782,0.07836932508888321,-0.9051513310543263,2.33386140618548,-0.21816913380632097,-0.4978460031199427,0.06108577718673671,-0.8345587891633736,-0.8967670761326568,-0.48390965096024113,-0.7460123937818118,-0.6622319666467416,-0.06740357358048914,-0.8181017795954812,-1.0339490600863257,-0.582779294526347,-0.12117349745594752,-0.6768032432756748,-0.9323248765134772,-1.044991969528819,-0.6173946533006548
SIDM00263,-0.7896992621836368,-0.5501869273119522,-0.6966288895569772,-0.8672637083357067,3.186197550976779,-0.4429755046489556,0.02121723662820227,-0.4621270772822946,-0.8723635076779377,-0.2954967004339874,-0.8784143391908095,-0.9281503318619612,2.0399039213149415,2.0715630594201113,-0.8635500084558011,-0.81176824816294,0.8410214148564805,2.860762678925662,-0.8652091802977642,-0.8738085790462284,3.200518383200594,-0.9464452446092031,-0.3564750318143457,-1.08499448661536,-0.8803811998426572,-0.7886710755410495,2.242266068064736,-0.9617316240657033,-0.11135248439760599,-1.0096087929388993,0.7844953500158403,-0.8228931006270088,-0.9359220283500284,-0.749341695908939,-0.8901424120271254,-0.7585288465843905,-0.9396942795615921,-0.8604730875622841,0.02211568223578967,-0.5888360779396214,-0.8150100449206459,-0.6368906568458149,-0.8829447701581076,-0.9146741633055272,-0.7782592009952943,-0.9155311914930868,-0.8010824983857266,-0.4766218897860516,-0.8383698039585993,-0.9550144918479246,-0.6908186027759123,-0.8149965287620904,-0.8075631611167834,-0.9679032875388719,-1.0088416834354563,-0.7145116263220103
SIDM00277,-0.6407665374849989,-0.8727746438469179,-0.7395008357856296,-0.7592976317763604,3.1525695128143507,-0.29982746916919006,-0.38562818999973936,-0.7800972877147874,-0.8419819266051715,-0.42467402628661416,-0.7718715138778858,-0.8743315917607204,1.6451808197132876,2.369927938263182,-0.6943517523398902,-0.8385149475160715,2.3733806530425925,2.810661359363925,-0.9602334472055122,-0.7783223070144625,2.1276254891892394,-0.7061279680581511,-0.5124231208355338,-0.928148378154662,-0.7562530512249022,-0.8254931061279996,0.4339695602722705,-0.8752268917053027,-0.5861391982850753,-1.0061875445967257,-0.6722664750814449,-0.5933692283789066,-0.8855021345265444,-0.6381770569705268,-0.8106572376919546,-0.6204778724811871,-0.9187262371632973,-0.7294827096931478,-0.5276339619131406,-0.45262319348499613,-0.6783085987325487,0.03340314158942353,-0.7732828428996685,-0.9169869534404901,-0.7236198425329217,-0.8399978686862991,-0.8077514761230724,-0.09201957629048231,-0.6838155871665863,-0.9828290307926926,-0.7350877412322829,-0.7133259222486388,-0.9420762673977755,-0.9551440267275823,-0.9374899075666948,-0.8708137560873657
