,SRD5A3,AKR1C4,CYP3A5,HSD3B2,UGT2B28,HSD3B1,COMT,SULT2B1,CYP3A4,CYP7A1,CYP11A1,AKR1C3,HSD11B2,SULT1E1,HSD11B1,HSD17B2,HSD17B3,HSD17B1,CYP19A1,CYP17A1,CYP11B2,CYP11B1,UGT2B11,UGT2A3,CYP3A7,HSD17B8,AKR1C2,AKR1C1,CYP1A1,CYP1B1,STS,UGT2A1,SRD5A2,SRD5A1,CYP3A43,CYP7B1,AKR1D1,HSD17B12,UGT2B10,UGT2B7,UGT2B4,UGT2B17,UGT2B15
SIDM00935,1.2909755684224091,-0.7452232252221258,-0.7410987012253468,-0.9077379263598642,-0.817882880382808,-0.2630281972541066,1.814585986740882,-0.3186574262267139,-0.8981153410699458,-0.9480431415406538,-0.8487105297044205,3.1658276841613366,-0.7915781665640825,-0.456794484576793,-0.9004065252709338,-0.7294264995522443,-0.8940917461988849,-0.11957128489110386,-0.8943003431276615,-0.9715054770476693,-0.8646021376120623,-0.9039996944644698,-1.0559186610903128,-0.953520220553127,-0.8706665436891871,1.381186264755122,2.689284423924604,3.528537934322117,-0.6564391141406664,1.5459438681760975,-0.3354678418736755,-0.9043511526221808,-0.6651340225500387,-0.6307671710077127,-0.9562753436044041,0.2517029666425761,-0.9123856103458106,1.0768145115987833,-0.9261260552381706,-0.8345348435143479,-0.9103962213523925,-1.0519675407108946,-0.8477262114401694
SIDM00954,1.0437649374092932,-0.7993564638688127,-0.7928085552841767,-0.9081743351595083,-0.7777777978516973,-0.6324225489358821,1.5825483796394328,-0.8370816043278648,-0.8872447789686617,-0.9522572862266938,-0.8803602505436534,-0.6789289565239155,-0.5333232290973059,-0.9406890821373847,-0.8561376273613513,-0.8185965756529925,-1.0223156514890572,-0.6337749257490342,-0.8992254111110373,-0.9485848382450466,-0.8645793502241527,-0.829796528453487,-1.0189309233838695,-0.8790211591946483,-0.8550039276261819,-0.9042107318474953,-1.0260654256965016,-0.8685414949349841,-0.7843282256154499,-0.12968228187589798,-0.7360274367743951,-0.8090254917506234,-0.70545845001301,0.2501324776068981,-0.9092102387895269,-0.4841897966391187,-0.9005090038661053,1.1580762208591666,-0.8123563988001411,-0.9193526259529762,-0.9361245109826516,-1.0281401554337941,-0.8049858731721177
SIDM00951,1.1524612323939607,-0.7319773658343879,-0.7873999643044881,-0.8135387096302588,-0.7429744414112017,-0.6641839340607041,1.514219315629046,-0.9751576525649577,-0.8124613036864664,-0.8311265012088938,-0.8395253615675153,-0.35726341842688686,-0.7273897874073357,-0.8416022611489499,-0.8266437849032786,-0.9353091169815836,-0.9649181451981237,-0.5918524071343229,-0.8234648466194268,-0.9177339162316202,-0.8892363110109422,-0.835759329171902,-1.014101158859643,-0.8833721723156401,-0.7614291382008181,1.1037197437628687,-0.8275647272256613,-0.8723291886595791,-0.8078983681722649,1.2409956593616227,-0.6203739978463954,-0.7697675894975224,-0.666819228828593,-0.0830541723289628,-0.8222925485601225,-0.8671579198587067,-0.9882856023915341,1.0303494163250124,-0.784807133134935,-0.8761139606319032,-0.9761139968421603,-1.028221543458992,-0.7226493965664292
SIDM00948,0.9113364248777347,-0.8176395106053708,-0.8343889181904934,-0.8158362708176312,-0.7404334085911571,-0.8590595091319577,1.4424738564163808,-0.9422217311183437,-0.86407541180569,-0.9308815835059212,-0.8601222044751038,-0.6361899143401754,-0.6750795371092757,-0.8839513015977968,-0.8435777267518303,-0.8946965006588842,-0.7717495178191758,-0.6888026854977805,-0.8083779282708858,-0.9643366378486569,-0.901515689923187,-0.8435940105433535,-0.9370637516120626,-0.9026279079081703,-0.7981672310309281,1.1327843997506921,-0.9490103119723381,-0.7829168549564026,-0.7200359110846543,-0.8243302775792621,1.7368984332278996,-0.8306141681256417,-0.6655030099112792,0.06558639866078425,-0.9251222897016038,-0.8316591837184769,-0.9829798892639561,1.345826964575608,-0.7607555264686179,-0.9027244361821174,-0.9355313977490667,-1.0152815921332279,-0.5874090564783125
SIDM00203,1.4984897024832082,-0.8206534644247322,-0.8771046433359121,-0.8338329217155809,-0.8438241974070718,-0.7286409282916384,1.0219256904167102,-0.9191486669982516,-0.8430141352051809,-0.8878593832257474,-0.919842467130013,0.5498181429237093,-0.5134329823019779,-0.816769094274032,-0.8296707360598665,-0.5911226512371295,-0.969093718020324,-0.6732907314307158,-0.8409837251081188,-0.8674180471667315,-0.949604854434246,-0.8539192212999274,-0.9897503088880271,-0.9386934500877842,-0.8893580586873463,1.0869507153379045,-0.9409282200812745,-0.7550441531356485,-0.892201192285728,-0.6613957172570759,-0.28758664156797487,-0.8278224220676117,-0.7278411152621604,0.007588033522333456,-0.90565724986716,-0.7544469534181373,-0.9379605772584734,1.516139432167225,-0.8441147222205978,-0.8955250988974178,-0.9659540458031494,-0.9902316500083521,-0.8334225737151437
SIDM00896,0.8791946578762925,-0.6790828339597581,-0.7978467960520652,-0.8278319206026533,-0.7565432895472926,-0.7299223835058236,1.826087660398981,-0.9805284516213754,-0.8198439085728388,-0.8196751731162946,-0.8412817926970485,-0.12389863942321715,-0.6870641928276947,-0.8815071937506896,-0.7919292824845126,-0.9610887086520529,-0.9602243192361422,-0.3928083062029636,-0.739877322493908,-0.9131184394322349,-0.9548110198735914,-0.8657952160494315,-1.0096417362564094,-0.8972267850325691,-0.7605200414872708,1.9928120461126764,-0.7724985544624619,-0.770986274363136,-0.8324381237109744,-0.7395523982832503,-0.7782094872829667,-0.7566581377447469,-0.696175698452322,-0.5168649684089724,-0.7816424265674253,-0.8556078764563189,-0.8547596621462435,0.6923502572015543,-0.76873849886682,-0.8267328253888501,-0.9130283951135657,-0.7056168819728241,-0.6334046180006355
SIDM00285,0.608018085223461,-0.7376771297998913,-0.8568448075536835,-0.925473168952361,-0.761869265413388,-0.8037774156270249,1.41284316887765,-0.928977736880828,-0.8043202798297155,-0.967775720737617,-0.9102721171507924,-0.4385540489989181,-0.13166097086034284,-0.8960301601002205,-0.8766315043488672,-0.811402468145524,-0.9682464942258932,-0.4832506410308228,-0.9088396966739628,-0.8642822232030493,-0.8922998864478925,-0.8546774985372136,-1.064029594636435,-0.9724741277485213,-0.8512980152372035,1.09299949544363,-0.8755745201344882,-0.5553009526703728,-0.8653093908375004,0.11897820598040856,-0.6240724859044068,-0.8298736040175171,-0.7542073007415907,-0.14506524012127817,-0.9918115293883633,-0.7789930533610873,-0.9974775703025531,1.135489945749213,-0.8169214252677914,-0.8376089360492815,-0.9739154613897691,-1.0693244050718442,-0.7294158705997211
SIDM00930,0.9605323693467552,-0.8011246884858841,-0.7702557940299832,-0.8484735078055413,-0.7315143466852579,-0.6783265743757257,1.2968271207009037,-0.8541444050904378,-0.8474106214842243,-0.8681708067774915,-0.7360151790035677,1.3281203521267249,-0.6807527353145851,-0.8605263457737313,-0.7920645843305708,-0.8088964321911679,-0.9438492957173215,-0.5398171698971579,-0.8427958597559353,-0.9223382691544991,-0.873509859788454,-0.8484654171048096,-1.0156630871275845,-0.8703774491594747,-0.8279326689005381,0.764802038656676,0.42840735559933346,1.650934495437988,-0.7403321761697438,1.7276130006922734,-0.4364100258420092,-0.7704333908646661,-0.6715047337580332,-0.04972465177359027,-0.8513293422813865,-0.7546012486142305,-0.8750152275331362,0.7566066908143132,-0.8699132729273701,-0.7113661734370673,-0.9985155354023774,-0.9405426463864809,-0.6441408810470112
SIDM00205,1.3057577396901359,-0.7436085662299778,-0.783679923110879,-0.817443072299177,-0.8822544665974138,-0.7877568756941729,1.2326646306644593,-0.7170900189927772,-0.8341319218523654,-0.9036878729363602,-0.9818446472359208,0.694524669704327,-0.4574490157185777,-0.5963223011369703,-0.6314942094924199,1.5561976181316441,-0.936065572275774,-0.5511646473761831,-0.8500870613877923,-1.0357617930080742,-0.971527954843064,-0.8176356162422123,-0.9708927579235526,-0.9982498461855872,-0.8413219120931389,0.6708097993840297,-0.44560971552105477,0.21504010824441314,-0.8892674478390288,-0.6698702961299116,-0.8115160567921342,-0.8782075777775079,-0.7130869054157624,0.325914079787653,-0.8586276856491176,-0.6514483843932588,-0.9837640691430573,1.3877303715003095,-0.8427723885929381,-0.7917113342914301,-1.0241991243926278,-1.0913315389053002,-0.8791818760246769
SIDM00535,1.1244285767308106,-0.8077601655695937,-0.8499739634804891,-0.9404719930703858,-0.7454456683414076,-0.8265070622803848,0.9453611349254104,-0.8767862672610185,-0.9109978810490865,-0.9534265170517299,-0.785217538440859,-0.8095597354269682,-0.6082913855536024,-0.9071994268918976,-0.8515184720287359,-0.8233994184872678,-0.8755403541732557,1.1957635454410458,-0.8479034469720703,-0.8837060075800206,-0.8171772594633224,-0.7845733094474714,-0.992537506015038,-0.976595342341692,-0.9030077001614452,0.9474189133755033,-1.0947611934192842,-0.6870384626947852,-0.9223108644693663,-0.785255421790799,-0.24589306902410213,-0.7725787123056268,-0.6267601799687147,-0.15377645394287756,-0.9708504903576402,0.04114560197840334,-0.7147635815416317,1.336781106643465,-0.7347465155036275,-0.7456318541873306,-0.9314245431090751,-0.9931710640420638,-0.668905991716933
SIDM01175,0.9407280952452831,-0.7781582670582234,-0.7877029096722805,-0.9030441070324406,-0.8207786362842499,-0.7186053044008891,1.9104546798158397,-0.7993186876040475,-0.7873648905804501,-0.9061103878042878,-0.8886401460873535,1.0225560929031405,-0.6404939902832875,-0.972324135923057,-0.8395296915505375,-0.9467390627120457,-0.9240253017346136,0.22355633066541825,-0.9042131825421091,-0.9451620890155262,-0.8868572622789681,-0.8143767797577117,-1.015029450515175,-0.9524301607654547,-0.8627731243722597,0.5984937505384702,-0.9715849405471187,1.1354326538374915,-0.7594758712121973,-0.51672604048923,-0.5858785060213123,-0.8620042901879648,-0.745528898542448,-0.02583632951826089,-0.9448299018864538,-0.9089573131869997,-0.7572133597529086,1.0778057289379959,-0.8375224600632519,-0.8439876219272892,-0.8990026229321176,-1.0579935050503524,-0.8508323697797934
SIDM00832,0.7948149717017977,-0.5622467533964792,0.7119532625108899,-0.8786372568634152,-0.6868866121096391,-0.7439636058855695,1.4602647507122855,-0.6228679755547962,-0.7897662430140115,-0.9854431456191882,-0.9168726797640517,2.04709396698686,-0.041830573071168234,-0.9416123434609985,-0.7911969833051276,-0.7252505989345861,-0.6579713792518718,-0.5540475875552285,-0.8686842978910411,-0.9593717521331286,-0.7438785517153024,-0.7138800235866459,-1.014755053442104,-0.8298488830894317,-0.8575017819432612,1.7700688258058364,0.26561037650172875,-0.3542861232523977,-0.9755372195573019,-0.5091950831747836,-0.49662466465056676,-0.8180397870473559,-0.7064313721185794,0.20885380488216118,-0.9628251368456556,-0.8676025364157853,-0.8038260290223787,1.538434873985271,-0.9459432146841287,-0.6955051177144309,-0.9806000017315959,-0.8638692812211116,-0.3116352650032217
SIDM00528,1.3370394599540156,1.055301308663199,-0.9096483126175728,-0.9349797205662246,-0.7943199469543056,-0.767160016623005,2.221275250499707,0.13002048285186427,-0.8705067238628829,-0.9501751277262724,-0.839292690700815,-0.7988282884435856,-0.5120811331979739,-0.8890613229808408,-0.889338399590205,2.1539835416342883,-1.0057443543786213,-0.31620572519844325,-0.9196753381321509,-1.0000887997235421,-0.9107377267875562,-0.9323394046954865,-1.0906484588106193,-0.9710224880730897,-0.8393477464531978,1.85882745182288,-0.9213997052868632,-0.9265699141256362,-0.8028062789961884,1.1779588653469957,0.5216156396117168,-0.8286744720033848,-0.8030639468634163,0.1791321047635357,-0.8783986882827015,-0.9378576202803156,-0.8293752436128562,0.9792483393029395,-0.8433471486521624,-0.9144234780362681,-0.9129793530001282,-1.034604488054596,0.051002779369169374
SIDM00371,0.8035066668211397,-0.49560420910725855,2.069397012299349,-0.8722396126541035,-0.6388026747674083,-0.8341704443702866,1.6386842126376377,-0.9429882662002053,-0.8384036612496834,-0.9187719372845934,-0.8249812025636721,2.771845126668979,-0.7264228975364468,-0.9298041369435888,-0.8357982808079263,3.5102907615276746,-0.8905982772113515,-0.5413088128954643,-0.873814364272903,-0.9360441510486137,-0.7839878006729164,-0.9081347880946694,-0.9560542051774411,-0.9216263621429585,-0.6711863099926227,1.0828834333452348,1.1325685806834378,1.326682494507467,-0.9428231826240736,-0.7526805236935774,-0.814143911921646,-0.8484207936169746,-0.7625224480107219,0.12940979592236776,-0.9215474365057766,-0.8825020000097049,-0.9443597149909445,1.1945136149893074,-0.657560007003317,-0.6214780929880439,-0.9137480663289601,-0.9704733266972891,-0.7973932484745205
SIDM00688,0.5505529781544756,-0.8737286534553399,-0.8103699142810321,-0.9288645928327149,-0.8137333218611764,-0.7588402783843778,1.2759305033735133,-0.7902638260476919,-0.8079675398849686,-0.8520737342971689,-0.7407408113675926,-0.5861158917137789,-0.6871719736032189,-0.9835674467681319,-0.7857419970000377,-0.8323658436348066,-0.9408001742370542,-0.5666645767736508,-0.7350507230164782,-0.7291134824597241,-0.8896918181413862,-0.7848156779443352,-0.9361035944743475,-0.859938683867373,-0.8064388937214574,1.8439253012611003,-1.0728717600087874,-0.7950238879042056,-0.9165212892772929,-0.7729238504305899,-0.3780550775696002,-0.5991009399048586,-0.661550329961362,-0.039952521777805464,-0.7337757557237263,-0.980726528504565,-0.8788474705418206,0.9407005749721707,-0.7672928686318318,-0.8499945086635871,-0.8312691778940636,-1.0797832146570954,-0.21253676502486205
SIDM00583,0.8085489167803356,-0.8399077551756419,-0.8923332301243304,-0.895908394917667,-0.8196168412355023,-0.745179810262099,0.9844948154419906,-0.537857784630366,-0.8737247311065968,-0.929817711580957,-0.8142925436505032,-0.7155532053190983,-0.7772559459881353,-0.9385939409532909,-0.8579299202835133,-0.932724718883063,-0.8351385744033266,0.17488935338564449,-0.8393559249767587,-0.9838213079761656,-0.9003456329958891,-0.8624970985459746,-1.0250582291895527,-0.9708174570746276,-0.8769994287840233,0.8467762011350565,-0.8958224115221186,-0.9208187808212117,-0.952895396944725,1.1946151831601741,-0.647161353249459,-0.803988256847353,-0.7006052004652713,-0.1660781904696301,-0.8692580869291678,-0.8966431570297997,-0.9170014804320132,1.012475472911764,-0.6862722259121753,-0.8140416242850109,-0.997576496446607,-1.0000431759459272,-0.94492601621973
SIDM00188,0.6751341239646712,-0.716017455542811,0.6721807728352674,-0.9161902977713612,-0.8061521298226154,-0.7804285544112879,1.0987689950828587,-0.7250742113523473,-0.9208217249341148,-0.88357087951967,-0.8519150102277926,3.194488827672778,-0.7435342569972977,-0.996917039346902,-0.8247299524741953,-0.8903837078252217,-0.8003785980955227,-0.636007526764868,-0.8273475276055742,-0.9352121776156227,-0.8383192001727152,-0.929828535538642,-0.9842784701724708,-0.842603278841995,-0.7340802485580218,0.6717955577408251,2.596883329810173,2.7172474968731533,-0.9286604324096153,-0.7487824592437632,-0.4225479553702206,-0.8247735769225862,-0.7868563828464664,0.47353732189595255,-0.9319094862506794,-0.8844145083687842,-0.9085523714955346,1.3193757802293122,-0.7941182802701413,2.5293314672298415,-0.9472666636179351,-0.942023925815228,-0.8093562123095942
SIDM00096,1.1310675126253757,-0.5694460319124829,-0.7968886032237049,-0.8984034689856765,-0.6188977073345094,-0.8074663174478897,1.4220793003150034,-0.9545356093850567,-0.8068253523379757,-0.8779547022607237,-0.8533334514721711,-0.09275448493741988,-0.6204527401630847,-0.8857799082279694,-0.8010633397635536,-0.8811384546161535,-0.9634022286096227,-0.6252842358016308,-0.7738353256910964,-0.8884727050175077,-0.8257963994285383,-0.8396455213561694,-0.8748102062697943,-0.9511877185413761,-0.8553491558943657,0.8017766218652784,-0.8523057950139324,-0.7617591247780141,-0.9231301377193453,1.3328930425150016,-0.21882618309042443,-0.7778224219503176,-0.6839756551256513,-0.016456625478768683,-0.8551068545514104,-0.9591363423663615,-0.8313796716887287,0.8522045225805215,-0.8193278085474954,-0.7696363969134632,-0.9364135446345964,-1.0631102716203091,-0.7875674090842839
SIDM00379,0.42219949445301985,-0.6522918443054327,-0.7392048363241613,-0.8727242885382595,-0.8384688898454212,-0.7747589091370332,1.171884939464008,-0.9111562553210755,-0.8916300725207053,-0.8887900605873015,-0.7101490993235176,1.5706356073441967,-0.7200805704752978,-0.9127379500965063,0.5484482298842009,-0.8803393900256897,-0.9939656173671363,-0.7072830456943505,-0.8096045876156704,-0.8906756094730565,-0.8485113609082616,-0.8867496004498686,-1.0498378515062914,-0.8992190985210915,-0.7809461009150535,0.6790525989809829,-1.0015536970141903,-0.02073058254066096,-0.8308725319322265,-0.4937431989821019,-0.17745620846397206,-0.8737530823930875,-0.7985537805769706,0.808470960936738,-0.8974335773632319,-0.889103392852691,-0.8577835371906585,1.1487366415817248,-0.6968272138556376,-0.17038434143235337,-0.9631508537564802,-1.0409795802435142,-0.8666535513068573
SIDM00381,1.1320299240079175,-0.7473083522987405,-0.8125278516585717,-0.9314448795924208,-0.8808277646210046,-0.6649429513871509,1.7890217708866247,-0.9837043464165958,-0.8738556619749848,-0.9205881920958624,-0.09541318449760641,2.17075428544022,-0.4443471834355122,-0.9733719050270607,-0.8638334769260423,1.3253191907731474,-0.9300582489994766,1.2447924856185506,-0.908616255460056,-0.9703947352037382,-0.9520633108043296,-0.8957710894598776,-1.0393827078394193,-0.9880736898653244,-0.8120407334116229,1.0357043223162186,2.513179192155097,2.018511112532597,-0.7077589911054056,1.2775626261414148,-0.6980375286431144,-0.9029448856245498,-0.8416965312067514,-0.5453597915906669,-0.9107032539370121,0.2140982718211391,-0.9047893637460975,1.1197206687120576,-0.9288178655217039,-0.8293405373180132,-0.9597485152573009,-0.9828365032440995,-0.8085907031614885
SIDM00606,0.5523022853335491,-0.7863365724753384,-0.8288445007886451,-0.9755815374436186,-0.7402811958403949,-0.7863237546562564,1.5768911178925207,-0.9538884875846056,-0.8952513428908483,-0.9405814703999756,-0.8476786835311593,1.8160528359079942,-0.5583680742580941,-0.7036546275231077,-0.8356764023523802,-0.9708779118767653,-0.838195153926666,0.5732453766654994,-0.8535795985834933,-0.9310434389907432,-0.8286243605398819,-0.9076841540979547,-1.1248535834850526,-0.9897881140881013,-0.8453326643696597,1.678568034271598,1.438672495540978,0.8931550908904854,-0.713747335869832,1.5058228024825486,-0.645713800324875,-0.8843150589117097,-0.8113950910346424,0.5593493299786078,-0.8985230003583428,-0.920661203576071,-0.9933258218239259,1.3023955789238701,-0.78952034102149,-0.7603516618375089,-0.9615275428556751,-1.0402207265932957,-0.8540372741305413
SIDM00541,0.5778308695751452,-0.44473510282943257,0.9880120840342043,-0.8614300806617593,-0.8746710524099495,-0.7886929837384759,1.6821901167672244,0.043397254227412724,-0.9211857000046413,-0.9360759546952785,-0.8593906829450162,2.385192718334303,0.3970802100531113,-0.9446265541374176,-0.8340820860944961,-0.7088066087962233,-0.3879326087868162,-0.5910920095192927,-0.8368989704208731,-0.9857821304157436,-0.9546036278423097,-0.8809938552887311,-1.0923661174190882,-0.9090589916003794,-0.714801894543372,0.6111603724211163,-0.2485448635574322,-0.5851710979523445,-0.8407104934232074,-0.6397558681914431,-0.47026274545311386,-0.8503838852375857,-0.819047550222347,0.12048106398893979,-0.9078556015273749,-0.9483656787719369,-0.8097399992071942,1.2404187199676753,-0.925110788915318,-0.7310956667611038,-0.954072109758844,-1.0657556987024526,-0.8004949557927488
SIDM00808,0.8621057538372289,-0.838270591939818,-0.8507870627986018,-0.8983553567185665,-0.7579836964085546,-0.7539814609805439,1.1209818415176624,-0.9471532410430082,-0.773412051570974,-0.9037331215692315,-0.627695846518726,-0.6326081745736867,-0.7743632370256269,-0.9216900018443079,-0.5577562422852793,-0.842527271392706,-0.8060073784057209,-0.5374933357318356,-0.7597292934549842,-0.8897127394558146,-0.944430136758217,-0.736526903280849,-0.9257901585337018,-0.9905005402389403,-0.8478042542120318,2.130761724424461,-0.9600084488941624,-0.688962227879467,-0.8721004047296448,-0.8069974263983148,1.0458083283284758,-0.6889149643903136,-0.6893607798029614,-0.17000797355724132,-0.9424014733755036,-0.8508939324906248,-0.9592916320855045,0.8301942778366622,-0.8636810106624865,-0.6926871198874353,-0.915809339545105,0.7782927195219504,-0.6047558505931571
SIDM00377,0.5050602703958095,-0.7038738233075761,-0.8693393795284458,-0.9566645737877959,-0.8318799977669492,-0.6881213774117522,1.6378093845503046,-0.8511373944056413,-0.8788077673879671,-0.8693330799610476,-0.8541071691703092,0.8517779332326828,-0.8398623274799291,-0.9651263173961965,-0.8185186657731289,-0.8823052946224019,-0.9718773219874961,-0.4965750005474249,-0.8593133360372687,-0.9368077819378923,-0.829635588259873,-0.8950679859766402,-1.0698442918478772,-0.8936212975918628,-0.8510086205370123,0.3246924547231415,-0.8499899259748651,-0.18412848177411192,-0.934663918195362,-0.7584373766636838,-0.7110903373651374,-0.8406617567281354,-0.6703622157550708,0.7907303071577427,-0.9053760453047528,-0.878004693838956,-0.9606148437653786,1.3127287729786536,-0.7687970998875868,-0.9019319185645276,-1.0070617410983826,-0.9791215616548099,-0.8549198133648058
SIDM00289,-0.04786125838224247,-0.8476498321343593,-0.7949716663083659,-0.8926029367617124,-0.8249710187756434,-0.7290360808055997,1.6681548159616764,-0.9654608790658447,-0.8850320112354428,-0.8408682202040683,-0.9360285101195858,0.8155061163055216,-0.5055967854489601,-0.9074676064886661,-0.8604901037417629,-0.7994188122143908,-0.9908243231227625,-0.6456667035131824,-0.8895096814353711,-0.8425182964403936,-0.7218310268233395,-0.8589673192627122,-1.02395646826324,-0.9813176560269409,-0.26155110083608796,0.5816644635433424,-0.929122883703406,-0.8586904312532377,-0.8232276493663229,-0.7213106340366292,-0.6404713080924032,-0.8233069878475033,-0.7606060131840799,-0.2967051377163258,-0.8916237242486901,-0.9443811110971806,-0.9151079676320631,1.0908496765888935,-0.7466658776409092,-0.9660300105906531,-0.8592034572406843,-0.9462834154359689,-0.7833001878881314
SIDM00064,1.069864355718606,-0.8745215260123924,-0.8584879394895707,-1.0120139751045722,-0.8460600627235665,-0.7702905998381401,0.9729789746341385,-0.37090919023627666,-0.8953427628144716,-0.8450805248452028,-0.8879219972932851,0.5357697948370793,-0.7516256440374045,-0.9400637045740877,-0.7886623162624157,-0.9100772312262405,-0.8564526018482417,-0.6746387158470879,-0.8370170293482722,-0.967065804819331,-0.8852045143297328,-0.8391271556605577,-1.0708297178503905,-0.9022983085587736,-0.7758780677829625,-0.7538131598056453,-0.8897553264547198,-0.7413117557441262,-0.8853317808249133,0.43804612142342075,-0.8017057976014832,-0.8845925903148677,-0.7075548889571028,-0.30851965697703876,-0.9133344127679675,-0.9310541723017528,-0.9728697936072096,0.962820846907677,-0.8300093685101101,0.47336000734370365,-0.9058915746184806,-0.9621063986092231,-0.7625125629061184
SIDM01097,1.578964386765624,-0.8467187590015349,-0.6326215176952903,-0.9363699200091767,-0.8096244597860991,-0.719456720658143,1.4255834209355003,-0.7030143144668356,-0.8111752548347283,-0.9586523955492234,-0.858655818572014,1.467379736126009,-0.6318783997315456,-0.9296157726577603,-0.8136522314000073,1.4064914066622702,-1.0356765214130523,-0.5211079803418287,-0.8418924345919595,-0.9184429274309045,-0.9034595131063278,-0.7868429969507243,-1.1025443362713498,-0.9118250500049638,-0.8073330811320855,0.6560730948578557,-0.8277467132493361,1.0366885630791967,-0.9604209492725717,-0.6632056965456179,-0.49411570604618243,-0.8232649311511608,-0.7422108893833139,-0.020121412389140784,-0.9107298538973086,-0.9531604894354861,-0.9724565883050817,0.9264655671741078,-0.8558099481483311,-0.798642450098028,-0.9882133461263224,-1.047075015767755,-0.8053228361560699
SIDM00350,0.8659125528911925,-0.8001288421673919,-0.8283183283451488,-0.8808118245028536,-0.8618894354126614,-0.775182718261039,1.6439891606291352,-0.7700310075431941,-0.8298026295960411,-0.8810939702774119,-0.8923164461378925,2.6948670622096973,-0.7594661130095933,-0.17132388262657394,-0.8822332031698773,-0.8248720513920633,-0.7188650363473514,-0.5830203970236922,-0.8916849344057023,-0.9258536544568158,-0.8710066012251282,-0.7963855517447784,-1.0683609597193064,-0.9617085328651249,-0.8379551397522358,1.7379868247544619,2.750825296322569,2.01936991564466,0.41857522907724615,0.6583327738600515,-0.7063906483049652,-0.7887101084918485,-0.6243546955691366,0.5641466675667122,-0.919429983107011,-0.896613021307345,-0.8648157457652131,1.1449694651140507,-0.8146004725418415,-0.6221528470407679,-0.872875412550184,-0.9697350376974443,-0.8648157457652131
SIDM01163,0.3635196319704884,-0.8888270575209104,-0.7469059291527452,-0.9460106785084406,-0.7494776335592351,-0.7583868277050486,1.1532966821646617,-0.8073071995495382,-0.8257500228420063,-1.0059577964334834,-0.8962593119361055,-0.3777648882713749,-0.655803927420211,-0.979745376355187,-0.8998546950544836,-0.4970871883018122,-0.6823382958633517,-0.019236913106635542,-0.8436377369182722,-1.000710717268019,-0.7786528073468667,-0.8520366845808024,-1.1123631054138008,-0.9742651011476225,-0.8345346055834081,1.1401004224664992,-0.987336668131078,-0.7759524803265798,-0.8859670790743914,-0.3185971611530013,-0.5519337570091901,-0.7684667221182917,-0.5720019655999592,0.0020319644406860543,-0.8769206498728119,-0.8907780332249151,-0.9885587817973961,1.0778093060131166,-0.8851949650740881,-0.9257898554523253,-0.9703920788987292,-1.0749355802784115,-0.48509776626120027
SIDM00375,0.8649215732335637,-0.7903698071272605,-0.7250395521864718,-0.8983239878286972,-0.7664135018230183,-0.7034549227097576,1.4687389254055723,-0.4743820111528785,-0.9002457150346831,-0.9168495214160457,-0.688254945484948,1.0796482255258741,-0.697697258024557,-0.9714492603271945,-0.7652087258702898,0.5287576184394359,1.1006994803264403,0.20778153402368868,-0.8745935181221544,-0.879993024036879,-0.7623633189527751,-0.9834956102055284,-1.0441362217521697,-0.9668807505457956,-0.8531469901075943,1.2814053075050174,0.7348663688687717,0.12013634689646165,1.7506719197109157,0.05594316709318751,-0.8565014732836987,-0.7638490190238528,-0.7926445170529025,-0.12600652695348225,-0.9931738074895221,-1.0137428181526018,-0.9945594937450105,0.7231207730132696,-0.7868675825132472,-0.9424536821078211,-0.9864933630499133,-1.0086143079259093,-0.8346210915240078
SIDM00600,0.3247503929177976,-0.8989226765384718,-0.7669730803028174,-0.8866108576523611,-0.741031605728376,-0.7169113323328828,1.6334921862841087,-0.8499384259242011,-0.8303642329606715,-0.9630827399691333,-0.9323315863700566,-0.7737444402615818,-0.8535838006514727,-0.9138481492309408,-0.7592205033142013,-0.8624987359373447,-0.8013871777836388,0.20643721242152865,-0.8598934532513446,-0.9771050188318444,-0.8771926324225432,-0.8001170178159552,-1.1275339523393417,-0.9421736050875993,-0.8629508204428911,-0.8429093138878558,-1.0425400169507122,-0.9147115291363015,-0.7793919915036183,-0.8800422715706807,-0.7963395071422275,-0.9164472072943612,-0.6447202020050584,-0.5590914728998821,-0.934377874947571,-0.8925119879194368,-0.813530747147604,1.0804533970765624,-0.8187430986364501,-0.9151383553576489,-0.9490643203172086,-1.0167114812094673,-0.6589676026669273
SIDM00367,0.6878616420958595,-0.7589150472394426,-0.7974329093942849,-0.8986404296574843,-0.8022084218193186,-0.7553576611424145,0.8260960406265633,-0.9450296318953909,-0.8376443585667783,-0.9083215680111323,-0.9161029125419559,0.5068452773998005,-0.5067125995573915,-0.9655974022327868,-0.9160127108781705,-0.813039109370024,-0.30513074797890255,-0.4796368349466734,-0.8685824099491645,-0.8360326468992433,-0.9155335772277277,-0.9479380418120246,-0.9913588529540506,-0.9564912051067962,-0.8453673856427746,0.9464973441580934,0.29042615550954576,1.3992078767039253,-0.8598787311195966,-0.3629039345833111,-0.6926150753638717,-0.8028804070542437,-0.7848141067130521,0.24867504430719334,-0.9235522335696653,-0.859875768608156,-0.9190739664540646,1.2269589629448654,-0.8162614121531253,-0.857335673318662,-0.9757390738408679,-0.9536759991641385,-0.8796648569943673
