,GRM4,PLCB2,ADCY8,ADCY6,TAS2R42,TAS1R2,TAS1R1,TRPM5,ASIC2,PDE1A,CACNA1A,ITPR3,CACNA1B,TAS2R5,ADCY4,GNAT3,GNG13,TAS2R9,TAS1R3,TAS2R1,KCNB1,TAS2R16,SCNN1G,GNB3,PRKX,GNG3,SCNN1B,SCNN1A,TAS2R40,TAS2R39,PRKACA,PRKACB,PRKACG,GNAS,TAS2R38,GNB1,TAS2R8,TAS2R7
SIDM01175,-0.7927349269199472,-0.795336750099837,-0.7163422267923546,-0.40288743222080925,-0.8841522139632491,-0.634037351598824,-0.7448019039257378,-0.778114819997066,-0.74544198670621,-0.8344413398144621,-0.4459727810205962,0.3751860859134338,-0.7399491803097799,-0.8040096632446303,-0.7932460920855067,-0.9009927781726578,-0.8741631382472037,-1.0033784535230317,-0.5147813190151022,-0.9456257853973462,-0.9052246963879597,-1.0100623895633176,-0.9101738106198678,-0.8264719151209997,-0.4245073927979383,-0.9095632057520475,-0.7858511220301312,-0.5518666996389269,-0.7559614753676676,-0.8952430375264628,-0.5443406604533007,0.20978443022660095,-0.6736011541123426,2.972901508287232,-0.8773185108310055,2.079712782237358,-0.9091825042257814,-0.8176048794999812
SIDM00832,-0.8187201454691541,-0.841950373450422,-0.6705032588545285,0.08872626535224191,-0.8280524714881446,-0.7733245218852103,-0.785110052908216,-0.7994791224748279,-0.7199003204996092,-0.8748079975526969,-0.7930085122907587,0.2263527811990872,-0.7363589051979718,-0.7188055839506802,-0.5338760433242743,-0.7135937954456039,-0.9241688618931063,-1.0248233616714553,-0.6802330096833403,-0.8981529320198701,-0.9604906304048912,-0.9535631359494087,-0.9665214385071454,-0.9103201005270954,0.9918650130766349,-0.9019264691284768,-0.9952054771536357,0.31817074987357324,-0.8339028666824744,-0.8310067739170732,-0.627446502877605,-0.733996568533592,-0.8713767057225976,3.368010751321825,-0.8856008669700028,1.3023378760164732,-1.0257736290794803,-0.7697256393608559
SIDM00528,-0.7438194220819578,-0.786258897686631,-0.7446429602107969,0.30611268143941833,-0.8061967950312146,-0.7233263976214015,-0.7139188936653472,-0.7640590203314277,-0.8284207622404172,-0.7431290079215077,-0.7674919976269886,0.22602161509926674,-0.7534690357267716,-0.735961914481995,-0.7759155715804258,-0.9538602643702772,-0.7404191772213571,-0.9384147679835668,-0.5610741204156402,-1.075245528798122,-0.9988585451824774,-1.0334585778732563,-0.9067074485351054,-0.7308976051359735,-0.06783886380508222,-0.937077584060922,-0.8153893703982208,0.36993635016633686,-0.7744675347541605,-1.000988942364446,-0.719542094503155,-0.07740356736491567,-0.5908645250730016,3.509866054745444,-0.8749120745771269,1.6814232822535695,-0.9719463003227984,-0.8397795015368993
SIDM00371,-0.8453330007803559,-0.8341025255352285,-0.7331186243511526,0.22908006481858756,-0.8968372734726057,-0.7433157822776041,-0.8188322742324491,-0.8134968906754048,-0.7450918972686233,-0.8855269252320255,-0.6820066657807717,0.23951955129221209,-0.710464504169541,-0.7960197077937432,-0.6749728648829074,-0.8244296557483929,-0.8987237714813372,-0.8160576934699243,-0.49468937823628034,-0.9552517873011896,-0.9398716648244982,-0.9289478295913077,-0.8099410579946589,-0.8847884403832578,0.2590879558446424,-1.0317214478815337,-0.8358455284649979,0.6438363480408203,-0.7651005829487644,-0.9403019285658698,-0.7066591262325076,0.7891066378436314,-0.8511241601429244,3.2256201108998175,-0.8355150280511192,1.7074745262316458,-0.9532618151088452,-0.8883805499113646
SIDM00688,-0.7634869613884206,-0.4877466622235511,-0.6792264533448302,-0.5108309431993817,-0.9464801144422839,-0.7550397485834835,-0.7492418579874115,-0.608943291299372,-0.725190130135871,-0.8726047088020422,-0.7552987930611161,-0.32871817953848287,-0.709229790397762,-0.6603824980351292,-0.7216381354149657,-0.9462571064212895,-0.8755765687712019,-0.8834898994963515,-0.3232751808678963,-1.0129360293547498,-0.8752281680020707,-1.0200321452815337,-0.8061607330604983,-0.8635487741500567,0.7570262250817759,-0.5904165583831228,-0.7329024472431603,-0.5002083159309739,-0.6315982608920148,-0.8319790773942546,-0.5245006803167684,1.042486547036202,-0.8020518935178628,3.2691805067235946,-0.9877769937097527,1.7805458334725823,-0.910304021065099,-0.6728903798801383
SIDM00583,-0.7941531947557713,-0.8008709284476251,-0.7811847877127427,-0.39734029973247087,-0.9295741660701587,-0.6689749650316904,-0.7986180670631117,-0.6533752064534802,-0.4915971015096346,-0.8286496254581539,-0.6816798162056437,0.11657650704575134,-0.7613706982639995,-0.8254867263220224,-0.7563181193372055,-0.9162588815891506,-0.8965392523016527,-0.8644098545123408,-0.6052163402618076,-1.0859407032464805,-0.6046360390673642,-0.9766858912147642,-0.8835796441683128,-0.9886775251389891,-0.4865954653349179,-0.9171516269401253,-0.8747894317175466,-0.5039706421149307,-0.7059121758034751,-0.8646458240512295,-0.7161441504593054,0.3607857252285753,-0.7660647755869631,2.698191591933959,-0.782608747053453,1.882974057369849,-0.9173168986106879,-0.815999467352463
SIDM00188,-0.8012766250321802,-0.723207551812374,-0.8046757264749052,0.21699799786748364,-0.9118084497785005,-0.7359938575223685,-0.7667194969252283,-0.7461301405055167,-0.7234297185693186,-0.9026729840380157,-0.8228962385497198,0.1476538961562526,-0.7925652969550616,-0.7953599213418052,-0.8082608431710538,-0.8793411691304158,-0.9232340820521147,-0.9816606345139602,-0.5284553905777571,-1.096023587630269,-0.9771075555892927,-0.9387409221386235,-0.9171190755364106,-0.81923596697665,0.15865366983943766,-0.9926834003468624,-0.7683824948168494,-0.500120180532873,-0.7804951007278511,-0.9060410259343045,-0.7381913480369375,-0.22043005384853445,-0.6914092562307281,3.196541514033236,-0.799869344224281,1.7588010563974896,-0.9705339834406779,-0.780172982423118
SIDM00096,-0.8121524343880502,-0.6390164278835971,-0.8073167396964644,-0.36032231764033734,-0.8630712321992443,-0.746054228671661,-0.769534238246442,-0.6744618188021964,-0.685937529516711,-0.7711556176939832,-0.7249734167769853,-0.002859591202016924,-0.7526735557339614,-0.6723176932522608,-0.8340606935753955,-0.8071372816451532,-0.7919354780086302,-0.8597163302428793,-0.4352970051517618,-1.1099694326476484,-0.9587543256729381,-0.9948176747921604,-0.910126352038258,-0.7514329539485594,0.23371601532835223,-0.9566270936887012,-0.7814905597194007,-0.5480576541353481,-0.5307763893559054,-0.8377876038419585,-0.6427607408860775,-0.228669693617005,-0.6977357209517682,3.14545193758096,-0.8546893809072517,1.7620271115427415,-0.907557243025033,-0.7038596121113043
SIDM00379,-0.8231783604126074,-0.8345322801762298,-0.7878724926974529,-0.39973384406793305,-0.8485113609082616,-0.6716024015497057,-0.8432023762994403,-0.8615607270738515,-0.7505642121997594,-0.817790330939245,-0.5818892423837982,0.26970087842315144,-0.7378769848744784,-0.8081528781104536,-0.7308013365517467,-0.9496736756829353,-0.813429691430814,-0.9502295241023646,-0.6056723329062895,-1.0646382266000005,-0.9336549115582321,-0.8995131855212656,-0.9642717553842588,-0.5330836711652699,-0.15491664937482474,-0.9896904810190127,-0.8484151667672516,-0.5149204480428115,-0.8146617447172276,-0.8098323219573726,-0.5882632238481821,0.29565009013566185,-0.8183422291856447,3.108422835479558,-0.8504598958819157,1.7849172967537112,-1.0018655072123166,-0.6852812026735229
SIDM00381,-0.8210494495800035,-0.8467158094785825,-0.8910404680886359,-0.191583275121567,-0.9268870890308316,-0.858089192134515,-0.82660611033301,-0.7478618537531583,-0.7404670267465842,-0.8705132055184605,-0.7483035845733403,-0.13701863142011272,-0.6362355701498993,-0.7941086319768894,-0.6151602183493347,-0.9420158505417375,-0.8922242569948701,-0.9713852459705707,-0.5610253560291804,-1.0077140968957061,-0.9465683782973264,-1.0075950533935836,-0.9337452009368368,-0.664883687186483,-0.04074259388100065,-0.9538017630303265,-0.7316041947141467,0.13989824492061695,-0.7700696870349882,-0.8172133401338845,-0.648714621349858,0.11059452186204956,-0.7208437608783117,3.0981178695710607,-0.8020962364381279,1.6714914355155759,-1.0272673610679084,-0.7798962061991835
SIDM00606,-0.8203760638380285,-0.733377472990468,-0.830499245291125,-0.27641772849051016,-0.891984323028602,-0.7831324306828046,-0.7722605801677428,-0.682056788667299,-0.7871163161780654,-0.8585129153410163,-0.7633858201654404,0.0700239921757511,-0.7763916084491165,-0.900213576343652,-0.7008459381650329,-0.9902653014613232,-0.8987469774808228,-0.8757911904573468,-0.6218570294584569,-1.0864304813684669,-0.9338032942433179,-1.0033756659345547,-0.8511877904832634,-0.9120713370039052,0.22291935413345607,-0.9642944367881976,-0.8420208233986441,0.16461911133447546,-0.8214393749851666,-0.8933094803941114,-0.7145954667065694,-0.09791415848090908,-0.7934085273513005,3.389357792788775,-0.8702206182341804,1.6126582156102203,-0.9264883248983878,-0.7662526673870813
SIDM00541,-0.8147418193353109,-0.7905058855978032,-0.8808454090765615,0.2603090325193004,-0.9376726611554567,-0.7794936627937992,-0.8053914196507486,-0.6764822962310192,-0.7838709252936896,-0.8608212661433379,-0.6624555616038247,0.4738618812875144,-0.6974399640430534,-0.8136730265731275,-0.28209363631912404,-0.8412354307951811,-0.8996021241154732,-0.8986590698556874,-0.4857307370816825,-1.0405862573463662,-0.9337909574628672,-0.9561821718346566,-0.9567954748961892,-0.7982883827704624,0.7151974406554226,-0.8805290710412341,-0.7750428859137547,0.8567733562760246,-0.7545889840768191,-0.86942049224267,-0.719157532014093,-0.8072741037541067,-0.9011647973945389,3.672430510286218,-0.8793819994636366,1.2126122502213768,-0.9465630365810505,-0.8146537823545371
SIDM00808,-0.8316998787982242,-0.7621207899546575,-0.8294969523798842,-0.42704709268154784,-0.9267677474800394,-0.7328232252565655,-0.7719707306788061,-0.7347308540726541,-0.670313157438106,-0.8828564472433865,-0.5173622019578384,-0.16196511405478853,-0.8021462845321652,-0.8241901652434206,-0.6197830254561424,-0.8625906718660433,-0.887906093161906,-0.835703286461084,-0.28250838513397075,-0.9290409739114853,-1.0021798993187045,-1.0863073841097215,-0.9433844092843379,-0.5137675993751494,-0.11342834042224018,-0.9155125729867243,-0.8360268521977623,-0.49788814454232844,-0.7274983805371864,-0.9100547860245349,-0.7100730009702022,-0.02619932432137511,-0.7084788189710148,3.1484523025746114,-0.9034479572953412,1.6270769514747407,-0.9653104921707434,-0.8027608188824104
SIDM00377,-0.8254410091200709,-0.8083403781236332,-0.7768158659949742,-0.33990617167647064,-0.9143808505226656,-0.8187300885286035,-0.7977443515454116,-0.7071489450328295,-0.4320075194062993,-0.5951256591217255,-0.690997677610837,0.09355463437960014,-0.8026175317826817,-0.7519542479765319,-0.778873229828275,-1.0629115818913315,-0.8897047886316632,-0.8294369720884848,-0.46735984074417525,-0.8976291524279295,-0.7862979115686428,-0.9532331777114678,-0.7872230501160692,-0.46023767200673427,-0.5730073350528466,-1.025464157699835,-0.6792610401329866,-0.6974145755906633,-0.6754516792638642,-0.8948761176147015,-0.5690751988352362,0.33802750502402445,-0.8187938200902052,3.3765598452640266,-0.8727058338029164,2.027709099589251,-0.9414435373533383,-0.8788092975146649
SIDM00289,-0.819679255581011,-0.7288510489473268,-0.8248951212567793,-0.3637638512077762,-0.8831312748368039,-0.8129543870502189,-0.8123615795858847,-0.7336249877601925,-0.7601951716235946,-0.8334699499567834,0.14425386541696986,-0.0046202523487336895,-0.7155059423960644,-0.8068918035884975,-0.7749384100899043,-0.957170347306567,-0.8626688631138676,-0.8974147715673643,-0.5621497932837539,-1.012969657300962,-0.98599613567996,-1.0076107558630405,-0.8880310456933201,-0.9173904036450842,0.4465875232225307,-0.961948525867618,-0.903309536984471,-0.6557745740943901,-0.7569859502402004,-0.9567200967436574,-0.6394306633837207,0.2066303731646965,-0.7840753167584621,3.1115541684076233,-0.8810527919537383,1.906070308729012,-0.9840321836935613,-0.704511917379526
SIDM00064,-0.8361667694286995,-0.8646538054066081,-0.47626851196974446,-0.19196297071265722,-0.8403409615195024,-0.7996837641254532,-0.8094613945123532,-0.7816116208005937,-0.7293604718632529,-0.7724176310497533,-0.7717547826383117,-0.09191444737357153,-0.7006416386545008,-0.8573893165188929,-0.6456043800776236,-0.9442258623405418,-0.9112466136685451,-0.8715120454686979,-0.5534440912438878,-1.0403371454961663,-0.11104556068141229,-0.9879702128978172,-0.9228298527294585,-0.852194862226323,-0.3030250522786883,-0.7711608934092843,-0.8556317773941116,-0.48798958459843567,-0.7065143010913955,-0.8300070446251213,-0.7026560385321637,-0.2365058992227667,-0.8645608016197368,3.2979836354098047,-0.8287030468035269,1.6028712576591857,-0.8750255122157864,-0.7283123164599251
SIDM01097,-0.8397165295192204,-0.7811682170372678,-0.6018873927090229,-0.03620336918244401,-0.8168008721785139,-0.6986317589257068,-0.742793290642416,-0.8472111801146069,-0.15095855922969664,1.3686167722513045,1.4495302038202287,-0.6475153112280138,-0.6515287158918042,-0.8252154157300041,-0.6230613069088421,-0.9408060333590055,-0.8915803568800654,-0.8225911970701851,-0.5986880705311105,-0.9072175942201344,-0.9270349371745353,-0.9338668293425274,-0.4231175344978523,-0.4684923331865079,0.2715914557256119,-0.9942227640224612,-0.6359373878821802,-0.46895319143513475,-0.5810410460904823,-1.0348559689507975,-0.6623053853558089,0.31498678716781536,-0.7346391113149705,3.309752553256646,-0.9382408424544104,2.1100785233020205,-0.9790981933759794,-0.8189991531627168
SIDM00350,-0.8292788332480903,-0.8186366418771329,-0.8054964172692798,-0.409371448230733,-0.9354415578213271,-0.7825388871965642,-0.8167165293652938,-0.6546989159662462,-0.7207386879771125,-0.776270389108446,-0.7943168557167914,0.16176371278912985,-0.8283471477196414,-0.7737231387747215,-0.6490194590147838,-0.7972355132170879,-0.9026330300019405,-0.9695091605545112,-0.6379843152686372,-1.088630212235421,-0.9982014899831935,-0.9819576055274697,-0.8890856627406698,-0.8160275479375787,-0.1523293474907712,-0.9089746562327452,-0.922023255529843,0.13457467142613216,-0.780668731936277,-0.7814895567273982,-0.6875094462165684,0.048391414298696915,-0.7183003413267153,2.4343272505068025,-0.8045671348735923,1.381781371451176,-0.9878177919660683,-0.7895199456493116
SIDM01163,-0.8594697647099093,-0.7411315144898902,-0.8692122845868266,-0.22185113957194696,-0.8899691050850683,-0.6370274627053507,-0.7608968250186993,-0.7555644039927124,-0.5808117507286502,-0.8819909678415867,-0.7453945352649387,0.2463863972134098,-0.8804796499111845,-0.8872007514375325,-0.7395063469589305,-0.939636175687021,-0.8724806246099038,-0.7959741851093035,-0.49386172195139133,-1.0379056790601284,-0.28960732660066224,-1.0153265853214548,-0.948622294464405,-0.8283844012126351,0.6273124724930915,-0.9442879143007996,-0.7277912906363174,-0.04521011209707478,-0.4221986877037919,-0.8741948297292969,-0.694973781671783,-0.0012177049059611605,-0.7045427620042338,3.255663873616594,-0.7940370675613913,1.3690983270649204,-1.0276779075051012,-0.8116773609517177
SIDM00375,-0.8928924149698607,-0.825735190032854,-0.787521297701164,-0.33097653828560714,-0.9368496186474965,-0.8193152028101244,-0.6481103031862374,-0.6822805709843681,-0.7768513829093509,-0.833685132773948,-0.577660238847127,-0.07300607786206219,-0.796871627182112,-0.8958808539871458,-0.7601373264927334,-0.9968397508154269,-0.9240084915604303,-0.8856380075715609,-0.6743463934437948,-0.9954359504595126,-1.030383385924494,-1.0008367569290229,-0.9465456451201044,-0.6275067142194805,-0.06211552575645078,-0.9817828769534325,-0.7108520425373521,0.6452445370945977,-0.772515576248133,-0.9286564127911191,-0.7088525344472373,0.11838685343304926,-0.8992519574644767,3.092551661819336,-0.8905228990857734,1.6067848797377418,-0.9836961231804875,-0.9197565060785333
SIDM00600,-0.862890020016553,-0.8545037145541665,-0.8251291628531484,-0.291494502392777,-0.7461845657256096,-0.6591437409293402,-0.6264103595508443,-0.8854214633630695,-0.7006548482182257,-0.9117576929712509,-0.6618999683624505,0.41193169540618924,-0.8441192058301936,-0.7717089903917774,-0.7468912196672471,-0.752533968389676,-0.8276272122426817,-0.9274009852443693,-0.5154915415075201,-0.9077322207127592,-0.9607211136105964,-1.0228404307217105,-0.9798805617865993,-0.6673464479796848,-0.10222001432912507,-0.8495467542442475,-0.7195859386922766,-0.44668160555084796,-0.6170739673451818,-0.9144608708273598,-0.7691636472886433,-0.1592045160661146,-0.7918389083399805,2.9439495032485627,-0.8019300363826319,1.7874192633635924,-0.8897162060323078,-0.8301721320812014
SIDM00367,-0.837315807257021,-0.8186685227473608,-0.8179502657900616,-0.023615863108451846,-0.8870440888044367,-0.7474184159990231,-0.873654602037922,-0.7992138895003031,-0.6824676208091212,-0.7850213556498038,-0.591142179180002,-0.711169691153772,-0.7150400291098646,-0.8371489293079882,-0.7375952827113686,-0.899612449801504,-0.8114175100746761,-0.9718834675111108,-0.5998464933555934,-1.0923241652641185,-0.8785509326105599,-1.0262679099570162,-0.9623275113948492,-0.7033205184081269,-0.06683297358181006,-0.8937973724407957,-0.7388188204713172,-0.4537171584471656,-0.7263758771532618,-0.9572773847606192,-0.6123780429075943,0.06602306163494359,-0.7507301015761414,3.7106556793812357,-0.9160119512756612,1.7755521153103206,-1.0139630187331612,-0.8087582344219224
SIDM00632,-0.8679692964944159,-0.7937227823906593,-0.821925083865007,-0.3309008584990692,-0.7411930183798633,-0.7494524272886426,-0.8085210105775703,-0.8546834366581703,-0.8475236701261611,-0.7899403047260238,-0.7158772335233305,0.377778987490857,-0.7583487817761316,-0.6373969540542954,-0.5805202767340568,-0.8972008651913602,-0.899326027722942,-0.7767113839476445,-0.5652964701165563,-1.0081242090995084,-0.9723439938655761,-0.9601386602485837,-0.9494330911367075,-0.800961754675423,0.8540217596349643,-1.0214655882294994,-0.8129072909407598,-0.4878944976534242,-0.6758738831850285,-0.8149240844360133,-0.6767018992653309,-0.2352123898656534,-0.7973969173123195,2.9331975165942983,-0.7279260896423406,1.9052252458892465,-1.0045265847718292,-0.9403555810203016
SIDM00550,-0.8229129060050703,-0.8442012820687875,-0.7593519102305664,-0.25582573690749294,-0.8231590050255224,-0.8579588492581037,-0.7310962043694295,-0.6755022596295442,-0.8224637678348928,-0.8987746212320348,-0.774040862226641,0.09070367039005256,-0.844124644822848,-0.9220654712324882,-0.834768327485452,-0.8649788411314618,-0.8777869471418986,-0.8702003842400318,-0.7367102579012892,-1.0140298378543098,-0.9755643693765438,-0.8620609004727444,-0.8576008496421078,-0.7216628978819146,-0.09826864612484448,-0.949114243562891,-0.8145177653998915,0.3125819942178312,-0.8364902884360317,-0.9478085275595405,-0.6968918307753322,-0.5825416739213023,-0.7261463228489702,3.381184073867287,-0.7782491356661019,1.7777907612041195,-0.9614440527016576,-0.7879309867456272
SIDM00230,-0.8482608612365765,-0.7360342509177873,-0.7707704329326075,-0.16228076784636347,-0.8547859671884751,-0.7751741533278331,-0.7743920473928679,0.6493199589988167,-0.7128255629739693,-0.7888719933275006,0.5145684145627448,-0.3585643279742349,-0.30796826182097226,-0.771058230041935,-0.7450475214873218,-0.8820174921055444,-0.8972120573567884,-0.882644385818583,-0.6652920862694348,-1.1077894913431028,-0.9815188041611572,-1.0104011039207748,-0.9437965724379314,-0.6171092118291212,0.8510941494156995,-1.0090653258662976,-0.9996619787998794,-0.007301752557801313,-0.733005032430627,-0.9352030136519872,-0.6028940140972724,-0.3017863191538295,-0.6963910270654887,3.206365639216887,-0.883089773654167,1.8201567882532423,-0.9789391971830029,-0.7493464567773236
SIDM01206,-0.780018424466308,-0.8183568693890233,-0.7257052485649335,-0.23825177027941402,-0.7945307207173669,-0.7872901289284435,-0.8433178153101819,-0.7808070774824927,-0.6874749393425476,-0.5739512171710153,-0.7434342424483064,-0.592520058675064,0.09090728787272143,-0.7172751320594355,-0.7158116749718372,-0.9091958552554561,-0.8845885280579839,-0.9423730935039124,-0.487125452435808,-1.072530783181244,-0.6919171210981293,-0.9696583695165668,-0.9042204303727801,-0.5026777975357724,0.5508247837018163,-0.9631074345586914,-0.8619877248711736,-0.465799396307757,-0.818854974161409,-0.9345017828918839,-0.7108048811646648,0.0514457472633171,-0.7436882219819726,3.391135176471689,-0.8758425040796086,1.4716332921155437,-1.029491858053109,-0.8363520763869411
SIDM00127,-0.8604722158130945,-0.8437285381617963,-0.7971675753298492,-0.4360783337116261,-0.7721880855693266,-0.7454700545125293,-0.7978924885904918,-0.6756395205323599,-0.7238019813719668,-0.7509599633302335,-0.6971724058663357,0.6477601793460053,-0.7648294689568848,-0.7647163384973859,-0.6269614148431722,-0.9099530586636717,-0.9069255302375016,-0.9808917215626596,-0.6469516174808363,-1.0742399667964289,-1.0273636409674152,-0.9423637758156405,-0.8626538935608625,-0.9281301424932481,-0.4052756091044466,-0.976221126726376,-0.7330084696425407,0.1309928075926351,-0.745336070852353,-0.9247422477964831,-0.639097869102026,-0.11641302947561281,-0.7254798352049847,3.455982303275841,-0.8377074204240285,1.6598729898393314,-0.9836866327229707,-0.7940177511436884
SIDM01042,-0.78853363111218,-0.8084573571812113,-0.5660653204435543,0.2101552406789666,-0.7650994756744263,-0.6444784516121604,-0.8022594810523143,-0.5218117730813512,-0.6921579218637576,-0.7924622844635738,-0.6681850077874596,0.10528733056453617,-0.6981298307954437,-0.783361971795355,-0.7751753559004984,-0.7592611210535051,-0.8626712669674376,-1.0257057707008852,-0.6087972270404645,-0.9069487211930181,-0.9233026732194523,-1.0089934201943738,-0.9469398783422414,-0.7862534929602808,-0.3835365674685457,-0.9374472496488369,-0.7579270862515497,0.605411749929124,-0.8531365488218742,-0.731436396319844,-0.6825528980786274,0.12959473259855334,-0.6718238308296564,3.9452875745216156,-0.7300485748684548,2.4466183863545417,-0.9008406459606305,-0.331886747027617
SIDM00491,-0.7491693624505409,-0.8570886947055487,-0.7898008869937463,-0.2888456036976815,-0.97244687377794,-0.6083758952095162,-0.7747764717388445,-0.8100699382688336,-0.7390363549662534,-0.7820817232425575,-0.8022379239948492,-0.09837743437330565,-0.7934118848141115,-0.809384169971472,-0.7789109135173461,-0.8997610277466043,-0.8767536032338539,-0.9541958190973758,-0.5105825646113362,-0.9785497109100891,-0.9804336673625316,-1.0334847742543818,-0.9153257313886193,-0.47751876419486466,-0.44150826735917903,-0.8786687232668788,-0.8658945696848421,-0.42338782063302777,-0.7867290477468575,-0.9181245153373282,-0.7768434211970432,-0.22496512025684526,-0.7348431063983112,3.4254254274120823,-0.8441664986776768,2.1531861173992692,-0.9899414513733802,-0.7522594118543868
SIDM00488,-0.8460821921792006,-0.8477810432923668,-0.7595868037870083,-0.20812904297122142,-0.8161167406488071,-0.8104997080831114,-0.8443562217533074,-0.840214404730077,-0.776603377840364,-0.8633422999647932,-0.7845398671298972,0.397319621008657,-0.7987645577553388,-0.8060322212144271,-0.7840022798827302,-0.8957117045682872,-0.9287548424946501,-0.9906067239110449,-0.533694216558302,-1.107880709371268,-0.9373402073554414,-0.9582924670840919,-0.26428890867204874,-0.9196536090527322,-0.15497224289218473,-0.9488805220620136,-0.15138854320651354,-0.10223498445472609,-0.8141224607890121,-0.9614521674807934,-0.7741321885853689,0.0168188408251355,-0.7181513655965289,3.09721144832428,-0.8321120378377114,2.171981150857891,-0.8794376417147505,-0.7679104595692908
SIDM00190,-0.8508612326623699,-0.5999241591638859,-0.7318162519537903,-0.07153944499298148,-0.9810416338451714,-0.7607585609750948,-0.7508897412356811,-0.7728821298891515,-0.6418406528882347,-0.8101099946044494,-0.7465774105396144,0.27478331004553885,-0.7290375048060996,-0.8085047922562782,-0.7773926206980452,-0.9420217020978472,-0.9018301194283105,-0.9655414659013828,-0.36245327283311957,-1.0484070150616474,-0.9519496023384023,-1.0338649564543096,-0.8961238337241726,-0.4841134276865666,-0.41746507090566676,-0.8288635995511543,-0.8146798943934604,-0.516142881539856,-0.810740083887655,-0.8473536614415526,-0.6058980318514144,0.02511696293845954,-0.726029830328749,3.0786478581332104,-0.8776879393588751,1.913189736632222,-1.006817967785807,-0.8935426850745178
SIDM00542,-0.7850061668741548,-0.800427467497672,-0.7663175255613192,-0.24561398301011667,-0.869680082210028,-0.7909760751108806,-0.8268947685641097,-0.6906862634744466,-0.6673104653083216,-0.8340989550792287,0.5847225227213567,-0.3904901470047268,-0.8385139744146164,-0.9911884224078427,-0.7010636047746717,-0.9503435329263407,-0.8268032906328201,-1.0274669061455695,-0.5881204996198393,-0.9714172459375118,-0.6758338834408306,-1.0201608579886283,-0.9546305782682888,-0.514320323760343,-0.1949650585702823,-0.9947526392131323,-0.760406007122836,-0.6064673362050791,-0.7903696149296704,-0.821670840848667,-0.6151565000675323,0.03462023854507711,-0.7734649772699383,3.630002631721178,-0.8958001661857842,2.110226290053564,-0.9486158194798326,-0.6776658774447024
SIDM00198,-0.7400398483957332,-0.8176382986077825,-0.8266251458616725,-0.31951845993461947,-0.8630897817765228,-0.8072135483335703,-0.7331159823890503,-0.8058328244666887,-0.5545906962990517,-0.644900273733132,-0.6552824539637883,-0.2487138658624848,-0.7234351257545484,-0.8587335125357926,-0.8486019175766378,-0.9618943179916566,-0.9005902738122963,-0.9197184955429449,-0.41165187187064384,-0.9959157537880037,-0.9448270579353337,-1.0014423377096953,0.18465223802045314,-0.7620164092045643,0.09756614734330002,-0.9499694031009044,-0.8131914235671553,-0.5694037223459198,-0.578775441721876,-0.8358634875966029,-0.7318076900921155,0.17380816667826704,-0.7843917694330196,3.3771492117363655,-0.8586495099840004,2.1675610859833743,-1.0118660429126904,-0.8837825952360743
SIDM00269,-0.8718093044031291,-0.8023719198614995,-0.876069395311324,0.11274143802996675,-0.9927363340963755,-0.6795067046454119,-0.8465161925361032,-0.8190870191712366,-0.13590560880648872,-0.6074537263779628,-0.40902933567854155,-0.2319611070949654,-0.8432921896351011,-0.8322001150814791,-0.7180337566912357,-1.0327965227942986,-0.861346364025213,-0.9320959995216315,-0.6212133658851973,-1.0996658234489114,-0.9435001555690501,-1.0366012769560715,-0.8346584159433237,-0.4895640610361481,-0.1383159593193578,-1.0114196009612082,-0.9371220848144045,-0.6643215051694886,-0.7733533829838342,-0.7786784357360272,-0.6800200688243978,0.06720624500482489,-0.8212985961431625,3.331881216161864,-0.8629522304111525,1.9170685524133058,-0.9007140839952185,-0.8845439701751933
SIDM00621,-0.8404357584508119,-0.8555717035672048,-0.6676479401862964,-0.22675539143659687,-0.8226999337559933,-0.7991865404677182,-0.767654266024326,-0.7105468777895341,-0.12885813810834656,-0.7628466714176854,1.5421645868615816,-0.33548100585708174,-0.682016004483035,-0.8728690762710872,-0.5299489255840253,-0.9418051601974017,-0.90396815965571,-0.9479285403146871,-0.37578209787664774,-1.0000114108429219,-0.5743721594107385,-1.0337326874007822,-0.6330701111750061,-0.36306465806683347,-0.0949526444936656,-0.8657637332286863,-0.9313882621662207,-0.5217682175919084,-0.675714355282103,-0.9106645085080537,-0.74136122383204,-0.0085932731601813,-0.8479180615238308,3.553967032757931,-0.9055169591746609,2.0950731136321514,-0.9026203805707538,-0.7372654561309975
SIDM00599,-0.8738189307717783,-0.848908037330666,-0.7225932352366119,0.03567254348614035,-0.9288910881878785,-0.6084312528847791,-0.6580783806784631,-0.8294488488206119,-0.7938004495711132,-0.8398924980396769,-0.4240455586501125,-0.4419346318911282,-0.7677773829948994,-0.8876742183929727,-0.6973342337820996,-0.7934560308211225,-0.8561077428054572,-0.9501782073431793,-0.3971084664592239,-1.0402488459036086,-0.9093766416241639,-0.9904784903272341,-0.9340293948550411,-0.8522904969845136,0.036268329604598755,-0.9646960963442663,-0.7896364743390384,-0.6147076145101505,-0.7821259028243949,-0.9312806232906684,-0.6035097922086353,0.09537022251133861,-0.8138960908264282,3.452769299686451,-0.910311247864574,2.1778319714218,-0.9491028235174368,-0.8324984340174147
