,RPE,UGT2B28,CRYL1,UGDH,UGT2A1,GUSB,DCXR,DHDH,UGT2B11,UGP2,XYLB,UGT2B10,UGT2B7,UGT2B4,UGT2A3,UGT2B17,UGT2B15
SIDM00381,1.0189484781739702,-0.8808277646210046,-0.33281907773974323,0.24450958790543167,-0.9029448856245498,2.4917744747778854,2.222940860195168,-0.41293184766516255,-1.0393827078394193,2.9971459601821304,-0.8577143428941875,-0.9288178655217039,-0.8293405373180132,-0.9597485152573009,-0.9880736898653244,-0.9828365032440995,-0.8085907031614885
SIDM00606,1.388964639257184,-0.7402811958403949,0.2286154473319708,1.484428335158561,-0.8843150589117097,2.0944000297857706,1.7763161247698613,-0.20605048786906255,-1.1248535834850526,2.698203519004651,-0.6566748556146182,-0.78952034102149,-0.7603516618375089,-0.9615275428556751,-0.9897881140881013,-1.0402207265932957,-0.8540372741305413
SIDM00541,1.1956198676943603,-0.8746710524099495,2.0591589500921703,0.9437654228706941,-0.8503838852375857,2.417348309513206,1.8268310368758682,-0.6698352504781788,-1.0923661174190882,2.823593998344206,-0.7700322812537849,-0.925110788915318,-0.7310956667611038,-0.954072109758844,-0.9090589916003794,-1.0657556987024526,-0.8004949557927488
SIDM00808,1.043219541286779,-0.7579836964085546,0.8530574522877736,0.6308101070953719,-0.6889149643903136,2.3888101563043187,1.7507411209051653,-0.19983644514167484,-0.9257901585337018,2.810592878311381,-0.7517858750097766,-0.8636810106624865,-0.6926871198874353,-0.915809339545105,-0.9905005402389403,0.7782927195219504,-0.6047558505931571
SIDM00377,0.969427889590701,-0.8318799977669492,0.5685534973119526,1.6272499060838257,-0.8406617567281354,1.7788699185221344,1.7012485497377998,-0.8343785714196826,-1.0698442918478772,2.905319581276515,-0.8089034122619443,-0.7687970998875868,-0.9019319185645276,-1.0070617410983826,-0.8936212975918628,-0.9791215616548099,-0.8549198133648058
SIDM00289,1.0001407706900551,-0.8249710187756434,0.6284916046334353,0.7971827193927155,-0.8233069878475033,2.390743906214097,1.5137441703129952,-0.6574984235934344,-1.02395646826324,2.988278917079084,-0.7429734915738806,-0.7466658776409092,-0.9660300105906531,-0.8592034572406843,-0.9813176560269409,-0.9462834154359689,-0.7833001878881314
SIDM00064,0.9033672117918969,-0.8460600627235665,0.4870090319140243,1.1151783378024267,-0.8845925903148677,1.7143812962640335,1.4104400854607713,-0.3922204335531339,-1.0708297178503905,2.8046735332918837,-0.6110763832738465,-0.8300093685101101,0.47336000734370365,-0.9058915746184806,-0.9022983085587736,-0.9621063986092231,-0.7625125629061184
SIDM01097,1.3946073830185348,-0.8096244597860991,-0.051728497557659216,0.9288111374157263,-0.8232649311511608,2.1538576914537453,0.9875549193578489,-0.4303993841328549,-1.1025443362713498,2.5952127425826843,-0.7882455534448581,-0.8558099481483311,-0.798642450098028,-0.9882133461263224,-0.9118250500049638,-1.047075015767755,-0.8053228361560699
SIDM00350,1.1210019403448606,-0.8618894354126614,0.61701843784422,1.1468186391372244,-0.7887101084918485,1.6090825563129956,1.8308435135211847,-0.30612276503745417,-1.0683609597193064,2.8250124607882388,-0.7448175889126759,-0.8146004725418415,-0.6221528470407679,-0.872875412550184,-0.9617085328651249,-0.9697350376974443,-0.8648157457652131
SIDM01163,1.0827281704307736,-0.7494776335592351,0.9277593727906837,1.050312545075326,-0.7684667221182917,2.3109682448974667,1.4036489666596454,-0.7898130023728889,-1.1123631054138008,2.799870579520744,-0.8330115782020491,-0.8851949650740881,-0.9257898554523253,-0.9703920788987292,-0.9742651011476225,-1.0749355802784115,-0.48509776626120027
SIDM00375,0.8301337956979952,-0.7664135018230183,0.5397005911891684,1.0185634725303436,-0.7638490190238528,1.801286286113687,2.1097402457711394,0.7148559735117176,-1.0441362217521697,2.778812266401016,-0.8131408465134167,-0.7868675825132472,-0.9424536821078211,-0.9864933630499133,-0.9668807505457956,-1.0086143079259093,-0.8346210915240078
SIDM00600,1.109127596989404,-0.741031605728376,0.5335133729058803,1.0238711694179328,-0.9164472072943612,1.8632938391884004,0.9121860660229231,-0.41451441472655226,-1.1275339523393417,2.2838034584764215,-0.6693524313475311,-0.8187430986364501,-0.9151383553576489,-0.9490643203172086,-0.9421736050875993,-1.0167114812094673,-0.6589676026669273
SIDM00367,1.0258751840694091,-0.8022084218193186,-0.4165962374580902,1.1188158124144378,-0.8028804070542437,1.9742791700589215,2.037009576666553,-0.5301276072537584,-0.9913588529540506,2.2405094705864,-0.7654305747106255,-0.8162614121531253,-0.857335673318662,-0.9757390738408679,-0.9564912051067962,-0.9536759991641385,-0.8796648569943673
SIDM00632,0.7094445711618649,-0.7708410547677622,1.0169621038298462,0.9877443181642653,-0.8323069524689104,2.6124651119096205,1.2847040557831668,-0.7384152029051135,-1.082821474299282,2.692517798159948,-0.7713405693056317,-0.7208700012403952,-0.810078246586724,-0.9602800753373268,-0.8801806128519016,-0.44637600538226613,-0.622644871131218
SIDM00550,1.1421927627766613,-0.861655410337292,0.2180809844138361,0.8465350676928772,-0.8416738154068939,2.21006552985817,1.5527540342138562,-0.05245883198271563,-1.0639196262231294,2.8895376476909407,-0.8152602713746179,-0.8712995945468571,-0.7929337346040896,-0.8821601127313484,-0.9349569212276377,-0.9877583781262524,-0.8292280997792068
SIDM00230,0.9227802736731103,-0.6941598375664172,-0.7307862385879512,0.891800307557098,-0.8111812585189359,2.1239629743227617,1.2191906347191335,-0.3633899410556501,-1.065835049617907,2.818560516326501,-0.7437236013158518,-0.8926192789020078,-0.8663018692406207,-0.9490586335046246,-0.9606024251137614,-1.0799885949037855,-0.6626625157181183
SIDM01206,0.8378227137960944,-0.7249712716748238,0.46901438842297344,1.0590220758835098,-0.8435548660057969,2.3546311968002875,2.3630086790281397,-0.5981335842146378,-1.06120977692987,2.3566940516844026,-0.8225380531869461,-0.81563590375571,-0.71122992159331,-1.0310383826877727,-0.97388371876182,-1.0776917482363686,-0.8332257855401638
SIDM00127,1.270346332044108,-0.8101887087484614,-0.352077358070449,1.3002868358441417,-0.777385819955329,1.7986954173233192,1.9759773060772903,-0.3600588304233925,-1.0594877657995914,2.8734140448606555,-0.8544526984890497,-0.8944994713020078,-0.9083836461445953,-0.9663999371765797,-0.9606819872983099,-0.8755451708821291,-0.8117571485559859
SIDM01042,1.3750659315791884,-0.7778350901365132,1.5989372321575621,1.3648965351907405,-0.8622562360549297,2.7698790229940853,2.4100107488478817,-0.7378420251394516,-0.9532645067862628,2.8186712580496236,-0.6904740695905001,-0.7022425879200703,-0.8277503228538388,-0.8398814370316803,-0.8092561065862599,-1.004570168561916,-0.7344190552131612
SIDM00491,1.2164678389805006,-0.7736867860921331,0.5150638564652968,1.555579441529568,-0.870756406787812,1.8309556491048673,1.0826131645626427,-0.8783148421947552,-1.0184943301409308,2.853812856195266,-0.6996305356019914,-0.8185508182059528,-0.7953837082506016,-0.900056833291929,-0.8978344773371957,-0.9983329266606601,-0.8271490000325492
SIDM00488,1.2523622865755537,-0.814923845555278,1.1134236759464502,0.9972045686849516,-0.8524328194879337,2.45569278707662,1.0779320557358394,-0.5368483339915612,-0.9653987089859296,2.9067735592698383,-0.787284783504587,-0.8541389111086993,0.5258661833976371,-0.9874095156097403,-1.0030504782301095,-1.054903677080502,-0.9065747528648164
SIDM00190,1.139069976124353,-0.7912953689996243,1.3477201270675574,0.5886737506868303,-0.8801070734349512,2.159435202523037,1.9090181679964546,-0.7812852853124546,-1.0373376837471902,2.541053953100233,-0.2841112679685442,-0.8137740218696026,-0.6890243134181177,-0.9863225085864902,-0.9208099386474169,-1.0917268650547236,-0.8761560970594982
SIDM00542,0.9534080127661992,-0.6551204817671354,-0.3431654855546548,1.3825208069914299,-0.7567553344478734,2.4846996561841475,1.3208952920660888,-0.7320461227980698,-1.01168434949346,2.9717664228041554,-0.6709682220043852,-0.7724916202167604,-0.7299581347028574,-1.0036415339354525,-0.9194286258354905,-1.052869316907061,-0.8384611124152623
SIDM00198,0.8512410411958734,-0.8212556031207847,0.01749142522460192,0.8242353465252404,-0.84665550800234,2.051447282177442,1.1847966599962556,-0.6868321751788957,-1.0454640395942456,2.727101312006267,-0.7297109793176877,-0.8093588060940393,-0.7739949219927897,-0.9288759782658451,-0.954376752552707,-0.9878272972075144,-0.8194447946544595
SIDM00269,1.026268205259877,-0.7164027912205154,0.8343151379974038,0.8199385239342645,-0.8314616095164094,2.744778331635912,0.8378290317156872,-0.6834052462823303,-1.0774862635235742,2.788412644622416,-0.8519949424028515,-0.7424942027712731,-0.6903489122499606,-1.0133372537958312,-0.9167582416640901,-0.9691402962629545,-0.7994424354878721
SIDM00621,0.9980048502223986,-0.8493846176308967,-0.027031035194383286,0.8059293429572528,-0.7864986945129844,2.1879208116676137,1.3629899092337063,-0.6385309379714444,-1.0041429324684803,2.6516685890312264,-0.8416908140001711,-0.815079476515257,-0.7480472063844983,-1.046448003618614,-0.9557235468125541,-0.9981431551022125,-0.8617370042108806
SIDM00599,0.7013131330963169,-0.806010267359175,0.7668544726705151,1.2251300758211336,-0.7868380405445248,2.533831718848612,1.5659702156540622,-0.8112596447495839,-1.0050057475029317,3.028629024127717,-0.5505057754292356,-0.6976828838666366,-0.7644087659597765,-0.9804663232959985,-0.8390801570251673,-1.0681579031619937,-0.8156588586822675
SIDM00118,1.1728547001910037,-0.7355468311997615,1.6180492064089815,1.8443194049918066,-0.875780133962723,2.188205109639284,1.4166987916232223,-0.4103464148857302,-0.863903311291776,2.766652381316566,-0.6425853275353577,-0.918123230524986,-0.6714726234942496,-1.0291588890125367,-0.8460310742108431,-0.9871730210626677,-0.37626781635523454
SIDM00596,0.8304770902145947,-0.8694772849293432,1.1969683308970545,1.4209300281593555,-0.8494651199949531,2.446164849474722,1.4675530689873424,-0.5427627699322547,-0.9962937552628479,2.405523443587361,-0.7868263694744679,-0.8852029425226656,1.1309061717713147,-0.8535177849435008,-0.8883675475461675,-0.9397850388343276,-0.8036687187614404
SIDM01251,0.5646821335426774,-0.6312847579753036,0.2657539157166336,1.148974163573133,-0.7532700815766722,2.4116465297476544,1.880791931180992,-0.5285209068091429,-0.9730209157264583,3.192254727631916,-0.6917190036567091,-0.7642560235237853,-0.7173526353424454,-0.9763398442668885,-0.9219306221093914,-0.9942859571995977,-0.8372128119510699
SIDM00197,0.8920815290516529,-0.7731527522475832,0.1126654066643061,0.6123006289583695,-0.8622538458311962,2.1135836510390535,2.0088514372567876,-0.5634217153385596,-1.101089772817289,2.3456249699094616,-0.7578272729876576,-0.9133151086496806,-0.7916609957047668,-0.9361708817378017,-1.036822365852747,-1.0801815647322128,-0.9683603174478496
SIDM00810,0.9639006338621443,-0.7231912642660494,0.8024449581043683,0.8108144315828373,-0.7523590739548214,1.9519007732137206,1.291716769045456,0.5358975861445194,-0.9566019745508095,2.9529002796692807,-0.6019593483509407,-0.8198209409204212,-0.630886452626552,-0.9559421673051139,-0.9672434874939564,-0.937081894333247,-0.85261166639991
SIDM00174,0.855812515374229,-0.7484037802602838,0.8935962898084602,1.7550763692920432,-0.8154891049220915,2.199354191973497,1.544648096903884,-0.7486205039442633,-1.0690040060136865,2.807508493002893,-0.6927425760195863,-0.7853982892406376,-0.7575164354968648,-0.9834406258536061,-0.9448232588891423,-0.9828293867018988,-0.8612030129058074
SIDM00487,0.8780628436430308,-0.808788241248319,1.4999110020486375,1.528089000834174,-0.7460123937818118,2.380329365784782,1.6767244704554976,-0.3886140144023578,-0.9234632114034489,2.4766863751704786,-0.2517013573391008,-0.12117349745594752,-0.6768032432756748,-0.9323248765134772,-0.8847204792644051,-1.044991969528819,-0.6173946533006548
SIDM00263,0.8549875230376246,-0.6966288895569772,0.17167683318369803,0.8941336423935524,-0.9155311914930868,2.1249745658544397,1.7368027037272025,-0.4783847691279273,-1.08499448661536,2.5323093662294522,-0.8144111583680108,-0.8149965287620904,-0.8075631611167834,-0.9679032875388719,-0.9359220283500284,-1.0088416834354563,-0.7145116263220103
SIDM00277,1.2860166388106256,-0.7395008357856296,0.0009919398991239557,0.9810216908579706,-0.8399978686862991,2.524808630361615,1.5791307431391115,-0.519344141513254,-0.928148378154662,3.12344651299547,-0.5800045300416158,-0.7133259222486388,-0.9420762673977755,-0.9551440267275823,-0.8855021345265444,-0.9374899075666948,-0.8708137560873657
SIDM00592,0.9131103390423992,-0.846605762037177,0.07785148237251914,1.2250318820325028,-0.8885042644873639,2.1896768791609356,1.5675172621612428,-0.6665543560561812,-0.9926210882931203,3.0308106996177053,-0.8299892298906182,-0.8205403701614798,-0.7473507348009532,-0.9853167268595282,-0.9090889783089334,-1.0259272525193082,-0.7942841040478468
SIDM00496,0.6445664274815314,-0.7397046784250231,0.5179560234314778,1.2443360267125845,-0.9027396052262848,2.074512019460629,1.2482420048733283,0.012835667855279408,-0.9190226111542019,2.760014305397585,-0.7032682606090445,-0.6764967607020251,1.2296108412310367,-0.9771618734707463,-0.9278930000081845,-1.0063752680175009,-0.8852859844775421
SIDM00793,0.5234893033956295,-0.8219494156159354,-0.4292814220426521,0.8102109424780376,-0.8222161761687113,2.20268564893605,1.325682759886205,-0.311637606386561,-0.9904389061924491,3.1026137353285095,-0.7056416282679618,-0.8552241947912703,-0.8707586036539874,-0.9280547371151319,-0.9711068801603976,-0.965793814805492,-0.5695235540108102
SIDM00121,0.8158032274285664,-0.7410397820703668,-0.13021591408767494,0.737462419450816,-0.8466664480506539,2.2635157664821053,1.911701659905871,-0.733023058323218,-1.0688499787094934,2.9577741738295726,-0.575349049893143,-0.8354222284694447,-0.8604838047528356,-0.914301391322226,-0.887478853864877,-0.9379920211763368,-0.8179570693906935
SIDM00202,0.8717949727420846,-0.9030111460451793,0.12402877026688411,0.5481238115229784,-0.8283473783143833,1.9987896897848603,1.2108490888892238,-0.7705958961929447,-1.0552163388397051,2.5836166679005617,-0.8609987044640146,-0.9128479130472469,-0.8638198556194534,-0.9066179983848122,-0.8613575291175523,-0.9969711061044225,-0.8737517552331804
SIDM00047,1.1508048713782852,-0.8890693205680696,0.5354709493818006,1.6826815203506311,-0.8402149855957205,1.8840827218369083,1.4568825861370949,-0.6413729349417614,-1.0593835068853685,3.6291731908096128,-0.7489649675269174,-0.7526944587597421,1.9081683593086889,-1.0164248162237548,-0.8895794336846585,-0.9140566454587965,0.5324783137508722
SIDM00885,0.9811604773116859,-0.6509698687059009,0.6975849321490892,0.5196374158934726,-0.8243316387024754,2.351680653570845,1.4236144539130227,-0.7712058190520751,-0.9383218439648287,2.762320075361419,-0.7771322973767227,-0.6654254612905285,-0.6307004374749048,-0.9663977536078986,-0.9329845295861402,-0.9887748595190198,-0.9184599376412894
SIDM00201,0.7312527767523053,-0.8749258259592434,0.5449591760241395,1.1382597986000733,-0.8525809332366903,2.7257059572811575,1.0992054713563395,-0.577965429540051,-1.0314993452836103,2.6308801079835913,-0.8205830695099352,-0.8253110204169688,-0.9962622376946842,-1.0268035292633155,-0.9212626287561915,-1.032442947086483,-0.9057227151391316
SIDM00789,1.0802114388155484,-0.8827549516887566,1.4902242991987225,1.4652710692846926,-0.8139769008057479,2.6126469302762696,1.7098363843647244,0.12310731365625645,-1.0784463948166345,2.8195759962628335,-0.6316083410819089,-0.8308657546756112,-0.78699556771855,-0.9132891700995626,-0.9642504262112637,-1.07702466306698,-0.7331521069846711
SIDM01248,0.8829008390723397,-0.7772530256992177,0.38899573539155624,1.6092027613762845,-0.8513081454428336,2.1663655034986187,1.6247284803182906,-0.545891731560118,-1.0476544531720058,2.961466573804986,-0.7801600961352406,-0.7172573018750421,-0.9968051279411061,-1.0269076508852817,-0.9526974699630497,-1.0558202976780702,-0.7951026412891735
SIDM00195,0.7704429288644381,-0.7527978661541651,0.1884793194676008,0.7394709841795957,-0.8402586661109481,1.9599492925836695,1.4513120062702514,-0.7676997812551842,-1.0645475054467701,2.547032677384414,-0.8597684337454469,-0.7599441970941179,-0.936954951746103,-0.958717871869861,-0.9919525023214142,-1.0866075927158538,-0.7619082529505538
SIDM00517,0.9857096537948925,-0.6307580917763067,0.4988644717277072,0.5183850647354766,-0.8743744181665482,2.7436121128118005,1.5295509820730786,-0.5268593390656889,-0.9743601138250167,2.862707077053183,-0.8786489019522797,-0.813024396574299,-0.7697754639049783,-0.9965673069685135,-0.9475741589071794,-1.0649336733115855,-0.618398159166796
SIDM00534,1.0403183906017612,-0.7883888764311899,1.4945701848538473,1.417145099917142,-0.7986442787615226,2.5253687670047675,1.1945359171017707,-0.5067943059404647,-1.0191377083313948,2.7386001357878986,-0.6902827272429191,-0.7802129278531269,-0.5945179097479539,-0.9364797484660039,-0.7517139318565034,-1.013029407118136,-0.7297000976261543
SIDM00863,1.0343179268929978,-0.7487538751506431,-0.805326793481359,0.9263024378008735,-0.7937222687802218,1.9054780188589606,1.0513620523854914,-0.5391802918375608,-0.9767516964287709,2.9515340763262916,-0.8124267325373808,-0.7793869191310937,-0.9008917733672522,-0.8847289516213438,-0.911023393260328,-0.7726130052485015,-0.5617376316986944
SIDM00211,0.7483617801152505,-0.8628907528262467,0.5921105399943976,0.6409400899228778,-0.781132776110115,2.5989960568061914,1.9242132514612653,-0.8116377345568049,-1.059055897724888,2.755579339915848,-0.6572239148125938,-0.7929099594125915,-0.7522116364970977,-0.988671824132336,-0.9559049684885033,-1.046154343790211,-0.9284456288597214
SIDM00539,1.1420358405431017,-0.6247056596374791,1.7493058285127796,1.5252049374859944,-0.8338534463938776,2.166656187130792,1.3538189639666345,-0.5737537716723385,-0.9293062608838983,3.218844829331523,-0.7829764837335293,-0.8180038362136675,-0.7471619686777389,-0.9834376035882849,-0.9156740969833385,-0.9404894747276212,-0.8223669917301243
SIDM00875,0.9558002766944302,-0.7416993948103735,0.4529809495615365,1.497983012084537,-0.8077621656934467,2.115149210383106,1.7724959324223668,0.4036166939721959,-1.0335318443432604,2.898126203670851,-0.7752566996304386,-0.774265779135563,-0.8377352016096632,-0.962569337763864,-0.9714982842388383,-0.9819234481726018,-0.8589936910539588
SIDM00679,1.113576742555241,-0.5928665752663466,0.28453717374393384,0.7049516670042264,-0.8529292691585405,1.8118571587538141,1.0408294516812104,-0.3360666492573434,-0.9555104867370269,2.6983628577799768,-0.7705400014059799,-0.7272131151941544,-0.8683991234668268,-0.9113031373249484,-0.944636680317958,-0.9656391476002919,-0.9569920907947458
SIDM01146,1.2400369499303672,-0.7263306435962298,1.2032474416183108,1.3376453187670965,-0.796471195474999,2.0888420403091525,1.3968259490925334,-0.5907503186047388,-1.0131618333863186,2.6339249106682914,-0.7057300869885736,-0.8065763403857394,0.41753901093867396,-0.9649375504463997,-0.931369315647038,-1.0670833044422205,-0.6520270674191576
SIDM00156,1.0984398528188009,-0.8345652064558148,-0.16717455405448192,1.061197511829687,-0.8704148129758337,1.8351126044797819,1.6619408203670631,-0.6311294475193393,-1.0212986855662947,2.88875360247515,-0.8354387422849979,-0.7443807454769114,-0.8330543412731793,-0.9296366921740783,-0.9565213561833427,-1.055081156372319,-0.7887495548423533
SIDM00420,1.13692654377993,-0.8050942146722376,0.7155229032231132,1.5770683574194122,-0.874582599470147,2.438586191503748,1.4372398841293468,-0.579627096984965,-1.009337088533809,2.7669125845023284,-0.7536578538550038,-0.7612549443141307,2.5058331828825873,-0.9549473595768085,-0.788460623397864,-1.0072742857237942,-0.7021666769854984
SIDM01145,0.9343678548283083,-0.7845898445723652,1.4248873719005675,1.6889078183298047,-0.775865824412254,2.3607346614691593,1.1684594808790825,-0.24055833421100722,-0.9513359151980276,2.783330045841608,-0.5961299608403784,-0.8476085782559629,-0.10107001095646463,-0.9332118865974092,-0.9647413507193011,-1.0433360326243042,0.2694348577251377
SIDM00256,0.9074061995829648,-0.7956120209125451,0.1109885415301824,0.9595488979410131,-0.795423393291808,1.8787868710375746,1.9194798004138856,-0.6723503329677272,-1.0876625515353484,2.484444547794496,-0.6315329044177245,-0.8243691058673479,-0.9136068124648202,-0.9907624732369966,-0.8851083249379996,-1.0566740591540114,-0.5746479523732901
SIDM00444,1.2171060658117479,-0.705577210994683,1.0426883738969226,1.3026343792653021,-0.7989818950469146,2.206899546032247,1.789836782152478,-0.3694586120354042,-1.0754244625758376,2.5621518925276563,-0.6150393164642121,-0.8139564602034768,-0.7434129353889581,-0.9498879718508125,-0.9045413573318426,-1.0406083908636066,-0.7434807374715582
SIDM00137,1.4015045295023885,-0.673839992707796,0.43673064869828826,1.058290721115057,-0.7485206608967817,2.5366626105280377,1.5152195604887715,-0.4879095910980391,-0.9588694993096074,2.8122181407485414,-0.7715280975161608,-0.8045882175862518,-0.8846459673307479,-0.921060292368635,-1.0048827913244172,-1.1093527769955391,-0.8948123043471055
SIDM00569,0.9841791081048478,-0.6034471646838766,1.0807400916142098,1.0904474775345823,-0.8242164813404446,2.3525286842363258,1.52011386143002,-0.7918796144960708,-0.9482719744600817,2.761287654268308,-0.5286937723457924,-0.7295490545239436,-0.27287687953657813,-0.9427524447561543,-0.9727357068601545,-1.0665820393146235,-0.8470001669064131
SIDM00445,1.4338283976911022,-0.6708033643887102,0.21722465739738933,1.5262010025394643,-0.8557975413241437,2.2019613760230308,1.1797974983908357,-0.3190678817696641,-0.9828445608215115,2.7819690081314046,-0.6774264683852146,-0.7557711462450187,-0.8234171577394639,-1.003591698921224,-0.9616733235094375,-1.0702699460981138,-0.8175690370514724
SIDM00094,1.1404027787795636,-0.7212640102492666,-0.28239413384244044,0.9622238395008088,-0.8191269175690302,1.9963111443730237,1.3902862712580464,-0.7982230871225834,-1.0134224259760358,2.9503668578991267,-0.356041633710013,-0.783447956164203,-0.7892948541906359,-0.9903584253828397,-0.9085118076791745,-1.0898192031950238,-0.8394730051843244
SIDM00576,0.9625277836919592,-0.7719241457257412,0.16846900445438476,0.639842664228647,-0.7698440852262668,1.9511539884622573,1.6818699673353632,-0.7507894240430989,-0.940565979464913,3.0591429962639545,-0.6853079429271398,-0.6653047811084081,-0.7719689998854614,-0.9265816119207848,-0.9465855957343197,-1.0141701750222631,-0.8602205032990703
SIDM00257,0.9727111766126489,-0.7212698918612371,-0.36941967902711537,1.4492895689101863,-0.7110301185575897,1.9953451541561396,1.332846672232181,-0.7383150295956505,-1.0174293518957567,2.6743399117710687,-0.6518118564407748,-0.803510617482698,-0.790309701481412,-0.9353071764693331,-0.9461196926944919,-1.0292889713191127,-0.8196362913861012
SIDM00835,0.9312196024668327,-0.76109604215537,2.259142700033551,1.8765408997166346,-0.7488281674616093,1.8160535618878328,1.5003273580475873,-0.5725964034364944,-1.008936198599158,2.874496901393161,-0.7773976393111803,-0.7829269713577506,-0.8573907897777551,-0.9782387042423516,-0.9961632824632725,-1.0403782880667753,-0.8557459728039976
SIDM00781,0.9684947502089676,-0.700067358031854,1.0384366949612733,1.5878267563968766,-0.7485760728326164,2.3308463473539436,1.5315918921606202,-0.7040892475318661,-1.082123283398034,2.8047324414854513,-0.8326158636397517,-0.632056251928226,-0.15519487252981504,-0.932521363206987,-0.9120292957610239,-1.1067216029945939,-0.6512970706620989
SIDM00700,1.3205070821729112,-0.9041160584388401,0.2949144929016454,2.004512445072109,-0.7821350498199469,1.9959405124143266,1.6045920776432903,-0.5247515845453339,-0.9835965892431761,2.500670630247529,-0.618885557056816,-0.7241975885867747,-0.7348587210199198,-0.9356676360698346,-0.9274419178149872,-1.0570087897853342,-0.7407678527298484
SIDM01126,0.8738458124860896,-0.7951447759170226,-0.611008387071586,0.3205093565644535,-0.8508327012446976,2.368722999641624,1.7002329412568984,-0.681427519324598,-1.0017629468194051,2.6141032396138733,-0.7092672570897329,-0.7960436798458916,-0.8481672809652006,-0.8984461396616398,-0.9601779280690271,-0.9950613029579857,-0.7355918158461834
SIDM00259,0.8729732289526644,-0.7339688885693666,0.3413829694491552,0.7636245709600821,-0.7615154340532747,2.015073897286891,1.6443150144421372,-0.7152678927599937,-1.0208008208620585,2.2208843272224854,-0.8298623920610083,-0.8399542336119498,-0.8320870841463188,-0.9638823917833966,-0.9118295430402552,-1.0461719527680313,-0.686075268331188
SIDM00834,1.0704241169520958,-0.7791143590054398,2.2704081216525585,1.4166326386645638,-0.8195509054511376,2.199467243622549,1.1338371085011405,-0.5048337873358134,-1.0780384419438707,2.7447702811199495,-0.651948155798683,-0.7625198061546549,-0.7210844137968309,-1.0819305484658808,-0.9213539402181004,-1.0452310500629625,-0.6857739939101115
SIDM00814,1.2072227332952403,-0.4552343455770424,0.666052230910563,1.2622870991221675,-0.8316812184425243,2.6274816949331234,1.487500034590915,-0.495193387479103,-0.8488097729584191,2.633391199301197,-0.5834186583130171,-0.7641577085906859,-0.722676146888907,-1.0275984029218483,-0.9682747201085188,-1.0378710551523276,-0.8571276331997765
SIDM00258,0.9694639382185802,-0.831058019570044,0.5472913047794735,1.2193370372441967,-0.7234810614171907,2.0431834884328652,1.768145364293046,-0.8410690383141374,-1.0069640121837662,3.006936598713891,-0.777710206325224,-0.8087960402786664,-0.7549045647643093,-0.997236201078281,-0.95380531201821,-1.0282940184733809,-0.7071272151869352
SIDM00577,0.7658060463024813,-0.7520439221311279,-0.5852752875551654,1.0505500134021004,-0.7709438525512443,2.132394114457091,1.3524714991267208,-0.6909116052907978,-1.063950360502778,2.654222719847752,-0.8092804340989894,-0.8779170290017183,-0.9179959798298233,-0.9590713584707553,-0.9373831853276918,-1.0719428896292815,-0.8851841336761263
SIDM00384,0.9783325358349175,-0.9097636198249947,1.0257615919626892,1.4492361363969808,-0.8639585490926656,2.4317650368311114,0.7821875431608187,-0.5613706021660507,-0.9187121482184871,2.923140039245685,-0.7314673208651079,-0.833700803731682,-0.8904424501431158,-0.9113956356869912,-0.9968514651670383,-0.9687388642673395,-0.7863023634534694
SIDM00837,0.9544979827162472,-0.7003292903309608,1.198453729208332,1.7157452324561842,-0.851743413740268,2.5368538199042363,1.612658432357216,0.5853127571143485,-1.0146794806982853,2.0674271852533783,-0.4726444669098738,-0.6364406846678764,-0.5443683128656713,-0.9379947884464624,-0.8419735616228562,-0.981432100867886,-0.9103167232565758
SIDM01133,0.8193482129623969,-0.8193146898261654,0.021536774226958363,0.9106263332427695,-0.7995391979944538,2.453107568196383,1.4581358336310164,-0.4864691191620933,-1.027042567028714,2.6144861459959543,-0.8269699713370129,-0.7135482764361445,-0.9677049866136603,-0.9389423640115033,-0.9858400715025532,-1.067921261012532,-0.877615218467129
SIDM00244,0.8975251676323776,-0.8075038809061184,-0.1766617629226251,0.887341501667647,-0.7854660981110834,2.0923741013955977,1.5884398642637523,-0.6670174414634635,-1.0243584109964283,3.1830404144069027,-0.7775766491284999,-0.8724585982868365,-0.6081220140071792,-0.9077719163789163,-0.8712903974883317,-1.0781065766529727,-0.6842699257521262
SIDM01161,1.0587925155630538,-0.7116567176678967,0.6724505674190608,1.4857758337511724,-0.8866581177000911,2.047563045965762,0.7620982522134062,-0.8012075330429554,-1.0198661430834388,2.937514711360964,-0.7441866230810386,-0.8500112372086592,-0.8274277773068908,-0.9814391747518985,-0.8879084261432254,-0.9687068071279349,-0.9133106070483249
SIDM00579,0.7007925222612803,-0.8544884103901186,-0.4226267334815661,0.7459964805284289,-0.8536440834130264,1.415655930536206,1.2101464065955887,-0.7557292904938148,-1.047100438244623,2.273306550808116,-0.7125936006735363,-0.987945770690753,-0.9230466612615965,-1.0079007837171001,-0.9836179025687396,-1.0143617766721231,-0.8267465120322182
SIDM00699,0.6531377198467707,-0.9432936847698788,0.9820662809724285,0.7025137648261481,-0.966703534772976,2.566792294106524,1.657690463290712,-0.26806296327564316,-1.0301528518303422,2.326906070632454,-0.7864718341054955,-0.924527037231941,-0.9312508020711601,-1.0440948121137048,-0.9908362612847145,-1.033840113493367,-0.7328653774914264
